Result of /data/leuven/370/vsc37064/new_queries_named_graph_openml/query_2.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
dataset                                                                           task
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/30
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2073
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145834
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3913
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3917
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145878
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/31
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/14968
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3021
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/9954
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/9976
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/34537
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/43
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3022
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145839
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145872
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145855
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2076
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/146065
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145833
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/146012
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145682
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145972
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/10
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145685
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145862
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/14952
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/4839
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/4883
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/4958
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/5012
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3573
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/59
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/9945
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/4897
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/10103
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/146606
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1893
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/4
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/5
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/7
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/146607
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/146195
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2295
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/5077
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/135
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/136
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/139
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/145
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1767
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1773
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1774
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1792
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1800
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1801
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1806
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1821
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1882
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1887
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1892
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1910
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1911
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1914
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1932
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2065
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2071
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2122
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2139
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/237
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/244
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/252
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/257
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/261
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/266
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/280
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/285
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/287
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/305
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/324
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/339
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1778
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1779
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1780
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1784
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1786
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1787
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1788
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1790
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1791
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1818
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1868
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1869
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1873
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1883
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1884
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1885
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1886
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1889
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1890
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1891
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1894
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1895
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1896
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1898
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1900
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1902
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1903
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1904
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1907
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1908
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1909
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1912
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1915
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1917
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1918
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1919
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1920
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1921
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1922
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1923
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1927
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1928
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1929
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1930
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1931
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1933
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1934
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1935
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1937
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1938
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1939
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1942
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/1943
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2118
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2120
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2121
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2125
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2142
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/223
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2254
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2260
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2272
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2273
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2274
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2275
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2276
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2382
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/242
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2903
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2922
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2930
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2931
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2936
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2939
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2940
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2941
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2944
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2952
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2956
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2976
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2977
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2978
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2979
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2980
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2983
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/2993
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3011
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3012
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3024
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3025
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3026
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3043
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3044
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3045
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3053
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3054
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3055
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3056
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3057
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3058
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3059
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3060
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3061
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3062
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3064
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/335
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3495
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3496
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3497
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3498
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3499
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3500
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3501
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3503
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3504
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3507
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3513
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3516
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3517
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3518
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3519
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3520
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3521
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3522
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3523
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3524
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3526
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3527
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3529
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3530
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3532
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3535
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3536
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3538
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3539
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3540
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3542
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3544
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3550
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3552
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3555
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3556
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3557
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3559
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3562
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3563
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3564
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3569
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3570
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3574
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3575
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3576
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3577
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3578
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3582
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3583
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3603
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3607
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3656
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3657
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3658
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3659
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3660
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3661
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3663
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3667
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3668
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3669
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3670
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3672
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3673
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3675
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3676
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3677
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3679
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3680
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3681
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3682
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3683
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3684
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3685
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3686
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3688
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3689
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3690
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3691
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3692
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3693
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3694
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3695
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3696
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3697
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3698
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3699
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3700
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3701
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3703
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3704
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3705
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3706
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3707
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3708
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3709
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3712
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3713
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3715
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3716
http://w3id.org/mlsea/openml/dataset/10                                                                                  http://w3id.org/mlsea/openml/task/3717
