Result of /data/leuven/370/vsc37064/new_queries_named_graph_type_split/query_22.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
measure                                                                           measureName
http://w3id.org/mlsea/pwc/evaluationMeasure/ImageNet%20W8A8%20Top-1%20Accuracy                                                                                  ImageNet W8A8 Top-1 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/In-KB%20Accuracy                                                                                  In-KB Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Inst-level%20loose-accuracy                                                                                  Inst-level loose-accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Inst-level%20strict-accuracy                                                                                  Inst-level strict-accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Intent%20Accuracy                                                                                  Intent Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Jaccard%20%28Recall%29                                                                                  Jaccard (Recall)
http://w3id.org/mlsea/pwc/evaluationMeasure/Lane%20Accuracy%20%28LA%29                                                                                  Lane Accuracy (LA)
http://w3id.org/mlsea/pwc/evaluationMeasure/Last%20Accuracy                                                                                  Last Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Last%20Accuracy%20                                                                                  Last Accuracy 
http://w3id.org/mlsea/pwc/evaluationMeasure/Long-Tailed%20Accuracy                                                                                  Long-Tailed Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/MC%20Accuracy                                                                                  MC Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Macro%20Precision                                                                                  Macro Precision
http://w3id.org/mlsea/pwc/evaluationMeasure/Macro%20Recall                                                                                  Macro Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Macro-averaged%20Accuracy                                                                                  Macro-averaged Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Mean%20Accuracy                                                                                  Mean Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Mean%20Pixel%20Accuracy                                                                                  Mean Pixel Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Mean%20Recall                                                                                  Mean Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Mean%20class%20accuracy                                                                                  Mean class accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Micro%20Precision                                                                                  Micro Precision
http://w3id.org/mlsea/pwc/evaluationMeasure/Micro%20Recall                                                                                  Micro Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Micro-Precision-5                                                                                  Micro-Precision-5
http://w3id.org/mlsea/pwc/evaluationMeasure/Micro-Recall-5                                                                                  Micro-Recall-5
http://w3id.org/mlsea/pwc/evaluationMeasure/No.%20of%20Somersaults%20Accuracy                                                                                  No. of Somersaults Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/No.%20of%20Twists%20Accuracy                                                                                  No. of Twists Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Non-Categorical%20Accuracy                                                                                  Non-Categorical Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Normalized%20Precision                                                                                  Normalized Precision
http://w3id.org/mlsea/pwc/evaluationMeasure/Novel%20accuracy%20%2810%25%20Labeled%29                                                                                  Novel accuracy (10% Labeled)
http://w3id.org/mlsea/pwc/evaluationMeasure/Novel%20accuracy%20%2850%25%20Labeled%29                                                                                  Novel accuracy (50% Labeled)
http://w3id.org/mlsea/pwc/evaluationMeasure/OBJ_BG%20Accuracy%28%25%29                                                                                  OBJ_BG Accuracy(%)
http://w3id.org/mlsea/pwc/evaluationMeasure/OBJ_ONLY%20Accuracy%28%25%29                                                                                  OBJ_ONLY Accuracy(%)
http://w3id.org/mlsea/pwc/evaluationMeasure/Object%20Top%205%20Accuracy                                                                                  Object Top 5 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Object%20Top-1%20Accuracy                                                                                  Object Top-1 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Object%20accuracy                                                                                  Object accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Objects%20Recall%405                                                                                  Objects Recall@5
http://w3id.org/mlsea/pwc/evaluationMeasure/Overal%20Accuracy                                                                                  Overal Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Overall%20Accuracy                                                                                  Overall Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Overall%20accuracy%20after%20last%20sequence                                                                                  Overall accuracy after last sequence
http://w3id.org/mlsea/pwc/evaluationMeasure/PB_T50_RS%20Accuracy%20%28%25%29                                                                                  PB_T50_RS Accuracy (%)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-Class%20Accuracy                                                                                  Per-Class Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-Class%20Accuracy%20%20%282-shots%29                                                                                  Per-Class Accuracy  (2-shots)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-Class%20Accuracy%20%281-shot%29                                                                                  Per-Class Accuracy (1-shot)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-Class%20Accuracy%20%2810-shots%29                                                                                  Per-Class Accuracy (10-shots)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-Class%20Accuracy%20%282-shots%29                                                                                  Per-Class Accuracy (2-shots)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-Class%20Accuracy%20%2820-shots%29                                                                                  Per-Class Accuracy (20-shots)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-Class%20Accuracy%20%285-shots%29                                                                                  Per-Class Accuracy (5-shots)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-class%20Accuracy                                                                                  Per-class Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-class%20Accuracy%20%28Agree%29                                                                                  Per-class Accuracy (Agree)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-class%20Accuracy%20%28Disagree%29                                                                                  Per-class Accuracy (Disagree)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-class%20Accuracy%20%28Discuss%29                                                                                  Per-class Accuracy (Discuss)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-class%20Accuracy%20%28Unrelated%29                                                                                  Per-class Accuracy (Unrelated)
http://w3id.org/mlsea/pwc/evaluationMeasure/Per-pixel%20Accuracy                                                                                  Per-pixel Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Percentage%20Average%20accuracy%20-%205%20tasks                                                                                  Percentage Average accuracy - 5 tasks
http://w3id.org/mlsea/pwc/evaluationMeasure/Permuted%20Accuracy                                                                                  Permuted Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Pixel%20Accuracy                                                                                  Pixel Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Pointing%20Game%20Accuracy                                                                                  Pointing Game Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Position%20Accuracy                                                                                  Position Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision                                                                                  Precision
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%20%285-fold%29                                                                                  Precision (5-fold)
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%20%405                                                                                  Precision @5
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%20Plot                                                                                  Precision Plot
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%20Rate                                                                                  Precision Rate
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%20Score                                                                                  Precision Score
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%40%28F1%3D1%2C%20IoU%E2%89%A50.5%29                                                                                  Precision@(F1=1, IoU≥0.5)
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%400.5                                                                                  Precision@0.5
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%400.6                                                                                  Precision@0.6
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%400.7                                                                                  Precision@0.7
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%400.8                                                                                  Precision@0.8
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%400.9                                                                                  Precision@0.9
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%401                                                                                  Precision@1
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%4010                                                                                  Precision@10
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%40100                                                                                  Precision@100
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%4015                                                                                  Precision@15
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%4020                                                                                  Precision@20
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%405                                                                                  Precision@5
http://w3id.org/mlsea/pwc/evaluationMeasure/Precision%408                                                                                  Precision@8
http://w3id.org/mlsea/pwc/evaluationMeasure/Prediction%20Accuracy                                                                                  Prediction Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Program%20Accuracy                                                                                  Program Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Prompt-level%20loose-accuracy                                                                                  Prompt-level loose-accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Prompt-level%20strict-accuracy                                                                                  Prompt-level strict-accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/R%20Precision%20Top3                                                                                  R Precision Top3
http://w3id.org/mlsea/pwc/evaluationMeasure/R-Precision%20Top3                                                                                  R-Precision Top3
http://w3id.org/mlsea/pwc/evaluationMeasure/R-precision                                                                                  R-precision
http://w3id.org/mlsea/pwc/evaluationMeasure/Real%20World%20Accuracy                                                                                  Real World Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall                                                                                  Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%28%20correspondence%20RMSE%20below%200.2%29                                                                                  Recall ( correspondence RMSE below 0.2)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%28%25%29                                                                                  Recall (%)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%28%25%29%09                                                                                  Recall (%)	
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%280.3m%2C%2015%20degrees%29                                                                                  Recall (0.3m, 15 degrees)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%280.6m%2C%205%20degrees%29                                                                                  Recall (0.6m, 5 degrees)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%2830cm%2C%205%20degrees%29                                                                                  Recall (30cm, 5 degrees)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%283cm%2C%2010%20degrees%29                                                                                  Recall (3cm, 10 degrees)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%285-fold%29                                                                                  Recall (5-fold)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%28VSD%29                                                                                  Recall (VSD)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%2010%401                                                                                  Recall 10@1
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20%40%2010                                                                                  Recall @ 10
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%20at%2080%25%20precision%20%28Landmarks%20Visibility%29                                                                                  Recall at 80% precision (Landmarks Visibility)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%2F%20Sensitivity                                                                                  Recall/ Sensitivity
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%401                                                                                  Recall@1
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%401%20%28%25%29                                                                                  Recall@1 (%)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%401%20%28HN-Atom%20%2B%20HN-Comp%2C%20SC%29                                                                                  Recall@1 (HN-Atom + HN-Comp, SC)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%401%20%28HN-Atom%20%2B%20HN-Comp%2C%20UC%29                                                                                  Recall@1 (HN-Atom + HN-Comp, UC)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%401%20%28HN-Atom%2C%20UC%29                                                                                  Recall@1 (HN-Atom, UC)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%401%20%28HN-Comp%2C%20UC%29                                                                                  Recall@1 (HN-Comp, UC)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%401%25                                                                                  Recall@1%
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%4010                                                                                  Recall@10
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%4010%20on%201%20rounds                                                                                  Recall@10 on 1 rounds
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%4010%20on%202%20rounds                                                                                  Recall@10 on 2 rounds
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%4010%20on%203%20rounds                                                                                  Recall@10 on 3 rounds
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%40100                                                                                  Recall@100
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%401x%20%28tIoU%3D0.5%29                                                                                  Recall@1x (tIoU=0.5)
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%402                                                                                  Recall@2
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%4020                                                                                  Recall@20
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%40200                                                                                  Recall@200
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%405                                                                                  Recall@5
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%4050                                                                                  Recall@50
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%40500                                                                                  Recall@500
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%4064                                                                                  Recall@64
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%40Sum                                                                                  Recall@Sum
http://w3id.org/mlsea/pwc/evaluationMeasure/Recall%40top1%25                                                                                  Recall@top1%
http://w3id.org/mlsea/pwc/evaluationMeasure/Retrieval%20Top10%20Recall                                                                                  Retrieval Top10 Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Robust%20Accuracy                                                                                  Robust Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Rotation%20Type%20Accuracy                                                                                  Rotation Type Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Seen%20accuracy                                                                                  Seen accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Seen%20accuracy%20%2810%25%20Labeled%29                                                                                  Seen accuracy (10% Labeled)
http://w3id.org/mlsea/pwc/evaluationMeasure/Seen%20accuracy%20%2850%25%20Labeled%29                                                                                  Seen accuracy (50% Labeled)
http://w3id.org/mlsea/pwc/evaluationMeasure/Slot%20Accuracy                                                                                  Slot Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%201%20Accuracy%3A%20all                                                                                  Task 1 Accuracy: all
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%201%20Accuracy%3A%20domain%20specific                                                                                  Task 1 Accuracy: domain specific
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%201%20Accuracy%3A%20general%20purpose                                                                                  Task 1 Accuracy: general purpose
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%202%20Accuracy%3A%20all                                                                                  Task 2 Accuracy: all
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%202%20Accuracy%3A%20domain%20specific                                                                                  Task 2 Accuracy: domain specific
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%202%20Accuracy%3A%20general%20purpose                                                                                  Task 2 Accuracy: general purpose
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%203%20Accuracy%3A%20all                                                                                  Task 3 Accuracy: all
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%203%20Accuracy%3A%20domain%20specific                                                                                  Task 3 Accuracy: domain specific
http://w3id.org/mlsea/pwc/evaluationMeasure/Task%203%20Accuracy%3A%20general%20purpose                                                                                  Task 3 Accuracy: general purpose
http://w3id.org/mlsea/pwc/evaluationMeasure/Test%20Accuracy                                                                                  Test Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%201%20Accuracy                                                                                  Top 1 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%201%20Accuracy%20%25                                                                                  Top 1 Accuracy %
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%201%20Accuracy%20%28kNN%2C%20k%3D20%29                                                                                  Top 1 Accuracy (kNN, k=20)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%201%20Accuracy%20-%20Act.                                                                                  Top 1 Accuracy - Act.
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%201%20Accuracy%20-%20Noun                                                                                  Top 1 Accuracy - Noun
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%201%20Accuracy%20-%20Verb                                                                                  Top 1 Accuracy - Verb
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%2010%20Accuracy                                                                                  Top 10 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy                                                                                  Top 5 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20%25                                                                                  Top 5 Accuracy %
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20%28BN-free%29                                                                                  Top 5 Accuracy (BN-free)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20%28Deep%29                                                                                  Top 5 Accuracy (Deep)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20%28Dense%29                                                                                  Top 5 Accuracy (Dense)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20%28ID-test%29                                                                                  Top 5 Accuracy (ID-test)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20%28ResNet-50%29                                                                                  Top 5 Accuracy (ResNet-50)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20%28ViT%29                                                                                  Top 5 Accuracy (ViT)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20%28Wide%29                                                                                  Top 5 Accuracy (Wide)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20-%20Act.                                                                                  Top 5 Accuracy - Act.
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20-%20Noun                                                                                  Top 5 Accuracy - Noun
http://w3id.org/mlsea/pwc/evaluationMeasure/Top%205%20Accuracy%20-%20Verb                                                                                  Top 5 Accuracy - Verb
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20Accuracy                                                                                  Top-1 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20Accuracy%20%28%25%29                                                                                  Top-1 Accuracy (%)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20Accuracy%285-Way-1-Shot%29                                                                                  Top-1 Accuracy(5-Way-1-Shot)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20Accuracy%285-Way-5-Shot%29                                                                                  Top-1 Accuracy(5-Way-5-Shot)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20Action%20Accuracy                                                                                  Top-1 Action Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20Localization%20Accuracy                                                                                  Top-1 Localization Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20Recall                                                                                  Top-1 Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20accuracy                                                                                  Top-1 accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-1%20accuracy%20%25                                                                                  Top-1 accuracy %
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-10%20Accuracy                                                                                  Top-10 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-10%20accuracy                                                                                  Top-10 accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-2%20accuracy%20%25                                                                                  Top-2 accuracy %
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-20%20accuracy                                                                                  Top-20 accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-3%20Accuracy                                                                                  Top-3 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-3%20Accuracy%20%28%25%29                                                                                  Top-3 Accuracy (%)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-3%20Recall                                                                                  Top-3 Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-3%20accuracy                                                                                  Top-3 accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-3%20accuracy%20%25                                                                                  Top-3 accuracy %
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-5%20Accuracy                                                                                  Top-5 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-5%20Accuracy%20%25                                                                                  Top-5 Accuracy %
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-5%20Accuracy%20%28%25%29                                                                                  Top-5 Accuracy (%)
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-5%20Recall                                                                                  Top-5 Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-5%20accuracy                                                                                  Top-5 accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Top-50%20accuracy                                                                                  Top-50 accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Total%20Accuracy                                                                                  Total Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Unknown%20Recall                                                                                  Unknown Recall
http://w3id.org/mlsea/pwc/evaluationMeasure/Unnormalized%20Accuracy                                                                                  Unnormalized Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Unpaired%20Accuracy                                                                                  Unpaired Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Unpermuted%20Accuracy                                                                                  Unpermuted Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Unseen%20accuracy                                                                                  Unseen accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Unweighted%20Accuracy                                                                                  Unweighted Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Unweighted%20Accuracy%20%28UA%29                                                                                  Unweighted Accuracy (UA)
http://w3id.org/mlsea/pwc/evaluationMeasure/Val%20Accuracy                                                                                  Val Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Validation%20Accuracy                                                                                  Validation Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Verb%20Top-1%20Accuracy                                                                                  Verb Top-1 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Verb%20Top-5%20Accuracy                                                                                  Verb Top-5 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Verbs%20Recall%405                                                                                  Verbs Recall@5
http://w3id.org/mlsea/pwc/evaluationMeasure/Weighted%20Accuracy                                                                                  Weighted Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/Weighted%20Accuracy%20%28WA%29                                                                                  Weighted Accuracy (WA)
http://w3id.org/mlsea/pwc/evaluationMeasure/Weighted%20accuracy%20%28cross-val%29                                                                                  Weighted accuracy (cross-val)
http://w3id.org/mlsea/pwc/evaluationMeasure/Weighted%20accuracy%20%28validation%29                                                                                  Weighted accuracy (validation)
http://w3id.org/mlsea/pwc/evaluationMeasure/accuracy                                                                                  accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/associated%20accuracy                                                                                  associated accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/average%20accuracy%20-%2010%20tasks                                                                                  average accuracy - 10 tasks
http://w3id.org/mlsea/pwc/evaluationMeasure/average%20accuracy%20-%2020%20tasks                                                                                  average accuracy - 20 tasks
http://w3id.org/mlsea/pwc/evaluationMeasure/average%20pairwise%20accuracy                                                                                  average pairwise accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/average%20top-1%20classification%20accuracy                                                                                  average top-1 classification accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/average_precision                                                                                  average_precision
http://w3id.org/mlsea/pwc/evaluationMeasure/class-average%20Accuracy                                                                                  class-average Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/dynamic%20accuracy                                                                                  dynamic accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/hierarchical%20macro-averaged%20recall                                                                                  hierarchical macro-averaged recall
http://w3id.org/mlsea/pwc/evaluationMeasure/interaction%20match%20accuracy                                                                                  interaction match accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/matching%20accuracy                                                                                  matching accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/mean%20Recall%20%40100                                                                                  mean Recall @100
http://w3id.org/mlsea/pwc/evaluationMeasure/mean%20Recall%20%4020                                                                                  mean Recall @20
http://w3id.org/mlsea/pwc/evaluationMeasure/mean%20average%20accuracy                                                                                  mean average accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/mean%20average%20accuracy%20%40%2010                                                                                  mean average accuracy @ 10
http://w3id.org/mlsea/pwc/evaluationMeasure/mean%20average%20precision                                                                                  mean average precision
http://w3id.org/mlsea/pwc/evaluationMeasure/mean%20per-class%20accuracy                                                                                  mean per-class accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/mean%20precision                                                                                  mean precision
http://w3id.org/mlsea/pwc/evaluationMeasure/pairwise%20accuracy                                                                                  pairwise accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/pi%2F6%20accuracy                                                                                  pi/6 accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/pixel%20accuracy                                                                                  pixel accuracy
http://w3id.org/mlsea/openml/evaluationMeasure/precision                                                                                  precision
http://w3id.org/mlsea/pwc/evaluationMeasure/precision                                                                                  precision
http://w3id.org/mlsea/openml/evaluationMeasure/predictive_accuracy                                                                                  predictive_accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/question%20match%20accuracy                                                                                  question match accuracy
http://w3id.org/mlsea/openml/evaluationMeasure/recall                                                                                  recall
http://w3id.org/mlsea/pwc/evaluationMeasure/recall                                                                                  recall
http://w3id.org/mlsea/pwc/evaluationMeasure/recall%401                                                                                  recall@1
http://w3id.org/mlsea/pwc/evaluationMeasure/recall%4010                                                                                  recall@10
http://w3id.org/mlsea/pwc/evaluationMeasure/recall%405                                                                                  recall@5
http://w3id.org/mlsea/pwc/evaluationMeasure/recall%40top1                                                                                  recall@top1
http://w3id.org/mlsea/pwc/evaluationMeasure/recall%40top1%25                                                                                  recall@top1%
http://w3id.org/mlsea/pwc/evaluationMeasure/split-1%20%20Top-1%20Accuracy                                                                                  split-1  Top-1 Accuracy
http://w3id.org/mlsea/pwc/evaluationMeasure/static%20accuracy                                                                                  static accuracy
http://w3id.org/mlsea/openml/evaluationMeasure/unweighted_recall                                                                                  unweighted_recall
http://w3id.org/mlsea/pwc/evaluationMeasure/validation%20mean%20average%20precision                                                                                  validation mean average precision
http://w3id.org/mlsea/openml/evaluationMeasure/weighted_recall                                                                                  weighted_recall

458 Rows. -- 50 msec.
