Result of /data/leuven/370/vsc37064/new_queries_named_graph_openml/query_38.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                characteristicValue                                                               relationshipType
GHG.Emissions.Reductions.Targets                                                                                  GHG.Emissions.Reductions.Targets number of missing values                                                                                  29                                                                                  hasQuality
Hit_target                                                                                  Hit_target data-type                                                                                  numeric                                                                                  hasQuality
Hit_target                                                                                  Hit_target data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Hit_target                                                                                  Hit_target data-type                                                                                  numeric                                                                                  hasQuality
Hit_target                                                                                  Hit_target data-type                                                                                  numeric                                                                                  label
Hit_target                                                                                  Hit_target data-type                                                                                  numeric                                                                                  type
Hit_target                                                                                  Hit_target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Hit_target                                                                                  Hit_target number of missing values                                                                                  0                                                                                  label
Hit_target                                                                                  Hit_target number of missing values                                                                                  0                                                                                  hasQuality
Hit_target                                                                                  Hit_target number of missing values                                                                                  0                                                                                  type
Hit_target                                                                                  Hit_target number of missing values                                                                                  0                                                                                  hasQuality
Home_Shots_on_Target                                                                                  Home_Shots_on_Target data-type                                                                                  numeric                                                                                  hasQuality
Home_Shots_on_Target                                                                                  Home_Shots_on_Target data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Home_Shots_on_Target                                                                                  Home_Shots_on_Target data-type                                                                                  numeric                                                                                  hasQuality
Home_Shots_on_Target                                                                                  Home_Shots_on_Target data-type                                                                                  numeric                                                                                  label
Home_Shots_on_Target                                                                                  Home_Shots_on_Target data-type                                                                                  numeric                                                                                  type
Home_Shots_on_Target                                                                                  Home_Shots_on_Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Home_Shots_on_Target                                                                                  Home_Shots_on_Target number of missing values                                                                                  0                                                                                  label
Home_Shots_on_Target                                                                                  Home_Shots_on_Target number of missing values                                                                                  0                                                                                  hasQuality
Home_Shots_on_Target                                                                                  Home_Shots_on_Target number of missing values                                                                                  0                                                                                  type
Home_Shots_on_Target                                                                                  Home_Shots_on_Target number of missing values                                                                                  0                                                                                  hasQuality
Input1                                                                                  Input1 data-type                                                                                  numeric                                                                                  type
Input1                                                                                  Input1 data-type                                                                                  numeric                                                                                  label
Input1                                                                                  Input1 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Input1                                                                                  Input1 data-type                                                                                  numeric                                                                                  hasQuality
Input1                                                                                  Input1 data-type                                                                                  numeric                                                                                  hasQuality
Input1                                                                                  Input1 number of missing values                                                                                  0                                                                                  type
Input1                                                                                  Input1 number of missing values                                                                                  0                                                                                  label
Input1                                                                                  Input1 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Input1                                                                                  Input1 number of missing values                                                                                  0                                                                                  hasQuality
Input1                                                                                  Input1 number of missing values                                                                                  0                                                                                  hasQuality
Input2                                                                                  Input2 data-type                                                                                  numeric                                                                                  type
Input2                                                                                  Input2 data-type                                                                                  numeric                                                                                  label
Input2                                                                                  Input2 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Input2                                                                                  Input2 data-type                                                                                  numeric                                                                                  hasQuality
Input2                                                                                  Input2 data-type                                                                                  numeric                                                                                  hasQuality
Input2                                                                                  Input2 number of missing values                                                                                  0                                                                                  type
Input2                                                                                  Input2 number of missing values                                                                                  0                                                                                  label
Input2                                                                                  Input2 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Input2                                                                                  Input2 number of missing values                                                                                  0                                                                                  hasQuality
Input2                                                                                  Input2 number of missing values                                                                                  0                                                                                  hasQuality
Input3                                                                                  Input3 data-type                                                                                  numeric                                                                                  type
Input3                                                                                  Input3 data-type                                                                                  numeric                                                                                  label
Input3                                                                                  Input3 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Input3                                                                                  Input3 data-type                                                                                  numeric                                                                                  hasQuality
Input3                                                                                  Input3 data-type                                                                                  numeric                                                                                  hasQuality
Input3                                                                                  Input3 number of missing values                                                                                  0                                                                                  type
Input3                                                                                  Input3 number of missing values                                                                                  0                                                                                  label
Input3                                                                                  Input3 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Input3                                                                                  Input3 number of missing values                                                                                  0                                                                                  hasQuality
Input3                                                                                  Input3 number of missing values                                                                                  0                                                                                  hasQuality
Input4                                                                                  Input4 data-type                                                                                  numeric                                                                                  type
Input4                                                                                  Input4 data-type                                                                                  numeric                                                                                  label
Input4                                                                                  Input4 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Input4                                                                                  Input4 data-type                                                                                  numeric                                                                                  hasQuality
Input4                                                                                  Input4 data-type                                                                                  numeric                                                                                  hasQuality
Input4                                                                                  Input4 number of missing values                                                                                  0                                                                                  type
Input4                                                                                  Input4 number of missing values                                                                                  0                                                                                  label
Input4                                                                                  Input4 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Input4                                                                                  Input4 number of missing values                                                                                  0                                                                                  hasQuality
Input4                                                                                  Input4 number of missing values                                                                                  0                                                                                  hasQuality
InputFields                                                                                  InputFields data-type                                                                                  numeric                                                                                  hasQuality
InputFields                                                                                  InputFields data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
InputFields                                                                                  InputFields data-type                                                                                  numeric                                                                                  hasQuality
InputFields                                                                                  InputFields data-type                                                                                  numeric                                                                                  label
InputFields                                                                                  InputFields data-type                                                                                  numeric                                                                                  type
InputFields                                                                                  InputFields number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
InputFields                                                                                  InputFields number of missing values                                                                                  0                                                                                  label
InputFields                                                                                  InputFields number of missing values                                                                                  0                                                                                  hasQuality
InputFields                                                                                  InputFields number of missing values                                                                                  0                                                                                  type
InputFields                                                                                  InputFields number of missing values                                                                                  0                                                                                  hasQuality
Input_Waiting_Time                                                                                  Input_Waiting_Time data-type                                                                                  numeric                                                                                  type
Input_Waiting_Time                                                                                  Input_Waiting_Time data-type                                                                                  numeric                                                                                  label
Input_Waiting_Time                                                                                  Input_Waiting_Time data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Input_Waiting_Time                                                                                  Input_Waiting_Time data-type                                                                                  numeric                                                                                  hasQuality
Input_Waiting_Time                                                                                  Input_Waiting_Time data-type                                                                                  numeric                                                                                  hasQuality
Input_Waiting_Time                                                                                  Input_Waiting_Time number of missing values                                                                                  0                                                                                  type
Input_Waiting_Time                                                                                  Input_Waiting_Time number of missing values                                                                                  0                                                                                  label
Input_Waiting_Time                                                                                  Input_Waiting_Time number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Input_Waiting_Time                                                                                  Input_Waiting_Time number of missing values                                                                                  0                                                                                  hasQuality
Input_Waiting_Time                                                                                  Input_Waiting_Time number of missing values                                                                                  0                                                                                  hasQuality
Output                                                                                  Output data-type                                                                                  numeric                                                                                  type
Output                                                                                  Output data-type                                                                                  numeric                                                                                  label
Output                                                                                  Output data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Output                                                                                  Output data-type                                                                                  numeric                                                                                  hasQuality
Output                                                                                  Output data-type                                                                                  numeric                                                                                  hasQuality
Output                                                                                  Output data-type                                                                                  string                                                                                  hasQuality
Output                                                                                  Output data-type                                                                                  string                                                                                  http://purl.org/dc/terms/title
Output                                                                                  Output data-type                                                                                  string                                                                                  hasQuality
Output                                                                                  Output data-type                                                                                  string                                                                                  label
Output                                                                                  Output data-type                                                                                  string                                                                                  type
Output                                                                                  Output number of missing values                                                                                  0                                                                                  type
Output                                                                                  Output number of missing values                                                                                  0                                                                                  label
Output                                                                                  Output number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Output                                                                                  Output number of missing values                                                                                  0                                                                                  hasQuality
Output                                                                                  Output number of missing values                                                                                  0                                                                                  hasQuality
Output                                                                                  Output number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Output                                                                                  Output number of missing values                                                                                  0                                                                                  label
Output                                                                                  Output number of missing values                                                                                  0                                                                                  hasQuality
Output                                                                                  Output number of missing values                                                                                  0                                                                                  hasQuality
Output                                                                                  Output number of missing values                                                                                  0                                                                                  type
Output_V.10                                                                                  Output_V.10 data-type                                                                                  numeric                                                                                  type
Output_V.10                                                                                  Output_V.10 data-type                                                                                  numeric                                                                                  label
Output_V.10                                                                                  Output_V.10 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Output_V.10                                                                                  Output_V.10 data-type                                                                                  numeric                                                                                  hasQuality
Output_V.10                                                                                  Output_V.10 data-type                                                                                  numeric                                                                                  hasQuality
Output_V.10                                                                                  Output_V.10 number of missing values                                                                                  0                                                                                  type
Output_V.10                                                                                  Output_V.10 number of missing values                                                                                  0                                                                                  label
Output_V.10                                                                                  Output_V.10 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Output_V.10                                                                                  Output_V.10 number of missing values                                                                                  0                                                                                  hasQuality
Output_V.10                                                                                  Output_V.10 number of missing values                                                                                  0                                                                                  hasQuality
Output_V.9                                                                                  Output_V.9 data-type                                                                                  numeric                                                                                  type
Output_V.9                                                                                  Output_V.9 data-type                                                                                  numeric                                                                                  label
Output_V.9                                                                                  Output_V.9 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Output_V.9                                                                                  Output_V.9 data-type                                                                                  numeric                                                                                  hasQuality
Output_V.9                                                                                  Output_V.9 data-type                                                                                  numeric                                                                                  hasQuality
Output_V.9                                                                                  Output_V.9 number of missing values                                                                                  0                                                                                  type
Output_V.9                                                                                  Output_V.9 number of missing values                                                                                  0                                                                                  label
Output_V.9                                                                                  Output_V.9 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Output_V.9                                                                                  Output_V.9 number of missing values                                                                                  0                                                                                  hasQuality
Output_V.9                                                                                  Output_V.9 number of missing values                                                                                  0                                                                                  hasQuality
Renewable.Energy.Target                                                                                  Renewable.Energy.Target data-type                                                                                  string                                                                                  hasQuality
Renewable.Energy.Target                                                                                  Renewable.Energy.Target data-type                                                                                  string                                                                                  type
Renewable.Energy.Target                                                                                  Renewable.Energy.Target data-type                                                                                  string                                                                                  hasQuality
Renewable.Energy.Target                                                                                  Renewable.Energy.Target data-type                                                                                  string                                                                                  http://purl.org/dc/terms/title
Renewable.Energy.Target                                                                                  Renewable.Energy.Target data-type                                                                                  string                                                                                  label
Renewable.Energy.Target                                                                                  Renewable.Energy.Target number of missing values                                                                                  39                                                                                  hasQuality
Renewable.Energy.Target                                                                                  Renewable.Energy.Target number of missing values                                                                                  39                                                                                  type
Renewable.Energy.Target                                                                                  Renewable.Energy.Target number of missing values                                                                                  39                                                                                  hasQuality
Renewable.Energy.Target                                                                                  Renewable.Energy.Target number of missing values                                                                                  39                                                                                  http://purl.org/dc/terms/title
Renewable.Energy.Target                                                                                  Renewable.Energy.Target number of missing values                                                                                  39                                                                                  label
Shots_on_target                                                                                  Shots_on_target data-type                                                                                  numeric                                                                                  hasQuality
Shots_on_target                                                                                  Shots_on_target data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Shots_on_target                                                                                  Shots_on_target data-type                                                                                  numeric                                                                                  hasQuality
Shots_on_target                                                                                  Shots_on_target data-type                                                                                  numeric                                                                                  label
Shots_on_target                                                                                  Shots_on_target data-type                                                                                  numeric                                                                                  type
Shots_on_target                                                                                  Shots_on_target number of missing values                                                                                  262                                                                                  http://purl.org/dc/terms/title
Shots_on_target                                                                                  Shots_on_target number of missing values                                                                                  262                                                                                  label
Shots_on_target                                                                                  Shots_on_target number of missing values                                                                                  262                                                                                  hasQuality
Shots_on_target                                                                                  Shots_on_target number of missing values                                                                                  262                                                                                  type
Shots_on_target                                                                                  Shots_on_target number of missing values                                                                                  262                                                                                  hasQuality
Sustainability.Targets.Master.Planning                                                                                  Sustainability.Targets.Master.Planning data-type                                                                                  string                                                                                  label
Sustainability.Targets.Master.Planning                                                                                  Sustainability.Targets.Master.Planning data-type                                                                                  string                                                                                  hasQuality
Sustainability.Targets.Master.Planning                                                                                  Sustainability.Targets.Master.Planning data-type                                                                                  string                                                                                  type
Sustainability.Targets.Master.Planning                                                                                  Sustainability.Targets.Master.Planning data-type                                                                                  string                                                                                  hasQuality
Sustainability.Targets.Master.Planning                                                                                  Sustainability.Targets.Master.Planning data-type                                                                                  string                                                                                  http://purl.org/dc/terms/title
Sustainability.Targets.Master.Planning                                                                                  Sustainability.Targets.Master.Planning number of missing values                                                                                  10                                                                                  label
Sustainability.Targets.Master.Planning                                                                                  Sustainability.Targets.Master.Planning number of missing values                                                                                  10                                                                                  hasQuality
