Result of /data/leuven/370/vsc37064/new_queries/query_32.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
characteristicName                                                                featureCount
FCFP6_1024_404 number of missing values                                                                                  1083
FCFP6_1024_415 number of missing values                                                                                  1083
FCFP6_1024_434 number of missing values                                                                                  1083
FCFP6_1024_462 data-type                                                                                  1083
FCFP6_1024_46 number of missing values                                                                                  1083
FCFP6_1024_473 number of missing values                                                                                  1083
FCFP6_1024_48 data-type                                                                                  1083
FCFP6_1024_490 data-type                                                                                  1083
FCFP6_1024_491 number of missing values                                                                                  1083
FCFP6_1024_496 data-type                                                                                  1083
FCFP6_1024_499 number of missing values                                                                                  1083
FCFP6_1024_507 data-type                                                                                  1083
FCFP6_1024_516 number of missing values                                                                                  1083
FCFP6_1024_519 number of missing values                                                                                  1083
FCFP6_1024_52 data-type                                                                                  1083
FCFP6_1024_533 number of missing values                                                                                  1083
FCFP6_1024_551 data-type                                                                                  1083
FCFP6_1024_551 number of missing values                                                                                  1083
FCFP6_1024_552 data-type                                                                                  1083
FCFP6_1024_581 number of missing values                                                                                  1083
FCFP6_1024_60 data-type                                                                                  1083
FCFP6_1024_627 data-type                                                                                  1083
FCFP6_1024_627 number of missing values                                                                                  1083
FCFP6_1024_644 data-type                                                                                  1083
FCFP6_1024_646 number of missing values                                                                                  1083
FCFP6_1024_661 number of missing values                                                                                  1083
FCFP6_1024_662 data-type                                                                                  1083
FCFP6_1024_6 number of missing values                                                                                  1083
FCFP6_1024_714 number of missing values                                                                                  1083
FCFP6_1024_741 number of missing values                                                                                  1083
FCFP6_1024_746 number of missing values                                                                                  1083
FCFP6_1024_757 data-type                                                                                  1083
FCFP6_1024_75 data-type                                                                                  1083
FCFP6_1024_770 data-type                                                                                  1083
FCFP6_1024_779 data-type                                                                                  1083
FCFP6_1024_786 number of missing values                                                                                  1083
FCFP6_1024_826 number of missing values                                                                                  1083
FCFP6_1024_843 data-type                                                                                  1083
FCFP6_1024_853 number of missing values                                                                                  1083
FCFP6_1024_86 number of missing values                                                                                  1083
FCFP6_1024_870 data-type                                                                                  1083
FCFP6_1024_870 number of missing values                                                                                  1083
FCFP6_1024_891 number of missing values                                                                                  1083
FCFP6_1024_902 number of missing values                                                                                  1083
FCFP6_1024_906 number of missing values                                                                                  1083
FCFP6_1024_916 number of missing values                                                                                  1083
FCFP6_1024_92 data-type                                                                                  1083
FCFP6_1024_933 number of missing values                                                                                  1083
FCFP6_1024_941 data-type                                                                                  1083
FCFP6_1024_955 number of missing values                                                                                  1083
FCFP6_1024_119 data-type                                                                                  1083
FCFP6_1024_177 data-type                                                                                  1083
FCFP6_1024_188 data-type                                                                                  1083
FCFP6_1024_229 number of missing values                                                                                  1083
FCFP6_1024_284 data-type                                                                                  1083
FCFP6_1024_319 data-type                                                                                  1083
FCFP6_1024_331 number of missing values                                                                                  1083
FCFP6_1024_379 number of missing values                                                                                  1083
FCFP6_1024_387 number of missing values                                                                                  1083
FCFP6_1024_406 data-type                                                                                  1083
FCFP6_1024_411 data-type                                                                                  1083
FCFP6_1024_435 data-type                                                                                  1083
FCFP6_1024_629 number of missing values                                                                                  1083
FCFP6_1024_631 data-type                                                                                  1083
FCFP6_1024_694 data-type                                                                                  1083
FCFP6_1024_730 data-type                                                                                  1083
FCFP6_1024_731 number of missing values                                                                                  1083
FCFP6_1024_921 data-type                                                                                  1083
FCFP6_1024_950 number of missing values                                                                                  1083
FCFP6_1024_172 number of missing values                                                                                  1083
FCFP6_1024_426 number of missing values                                                                                  1083
FCFP6_1024_647 data-type                                                                                  1083
FCFP6_1024_785 number of missing values                                                                                  1083
FCFP6_1024_791 data-type                                                                                  1083
FCFP6_1024_902 data-type                                                                                  1083
FCFP6_1024_957 data-type                                                                                  1083
FCFP6_1024_958 data-type                                                                                  1083
FCFP6_1024_95 data-type                                                                                  1083
FCFP6_1024_963 data-type                                                                                  1083
FCFP6_1024_964 data-type                                                                                  1083
FCFP6_1024_96 data-type                                                                                  1083
FCFP6_1024_969 number of missing values                                                                                  1083
FCFP6_1024_971 number of missing values                                                                                  1083
FCFP6_1024_976 number of missing values                                                                                  1083
FCFP6_1024_97 data-type                                                                                  1083
FCFP6_1024_987 number of missing values                                                                                  1083
FCFP6_1024_997 data-type                                                                                  1083
FCFP6_1024_1009 data-type                                                                                  1083
FCFP6_1024_1014 data-type                                                                                  1083
FCFP6_1024_121 number of missing values                                                                                  1083
FCFP6_1024_124 number of missing values                                                                                  1083
FCFP6_1024_129 data-type                                                                                  1083
FCFP6_1024_134 data-type                                                                                  1083
FCFP6_1024_137 data-type                                                                                  1083
FCFP6_1024_137 number of missing values                                                                                  1083
FCFP6_1024_13 data-type                                                                                  1083
FCFP6_1024_149 number of missing values                                                                                  1083
FCFP6_1024_155 data-type                                                                                  1083
FCFP6_1024_176 data-type                                                                                  1083
FCFP6_1024_17 data-type                                                                                  1083
FCFP6_1024_17 number of missing values                                                                                  1083
FCFP6_1024_186 data-type                                                                                  1083
FCFP6_1024_196 number of missing values                                                                                  1083
FCFP6_1024_201 number of missing values                                                                                  1083
FCFP6_1024_206 data-type                                                                                  1083
FCFP6_1024_212 number of missing values                                                                                  1083
FCFP6_1024_214 number of missing values                                                                                  1083
FCFP6_1024_217 number of missing values                                                                                  1083
FCFP6_1024_227 data-type                                                                                  1083
FCFP6_1024_227 number of missing values                                                                                  1083
FCFP6_1024_22 number of missing values                                                                                  1083
FCFP6_1024_230 number of missing values                                                                                  1083
FCFP6_1024_236 number of missing values                                                                                  1083
FCFP6_1024_242 number of missing values                                                                                  1083
FCFP6_1024_245 data-type                                                                                  1083
FCFP6_1024_246 number of missing values                                                                                  1083
FCFP6_1024_248 data-type                                                                                  1083
FCFP6_1024_256 number of missing values                                                                                  1083
FCFP6_1024_259 number of missing values                                                                                  1083
FCFP6_1024_282 number of missing values                                                                                  1083
FCFP6_1024_285 data-type                                                                                  1083
FCFP6_1024_290 number of missing values                                                                                  1083
FCFP6_1024_294 data-type                                                                                  1083
FCFP6_1024_294 number of missing values                                                                                  1083
FCFP6_1024_2 data-type                                                                                  1083
FCFP6_1024_2 number of missing values                                                                                  1083
FCFP6_1024_300 number of missing values                                                                                  1083
FCFP6_1024_301 data-type                                                                                  1083
FCFP6_1024_302 data-type                                                                                  1083
FCFP6_1024_303 data-type                                                                                  1083
FCFP6_1024_303 number of missing values                                                                                  1083
FCFP6_1024_310 number of missing values                                                                                  1083
FCFP6_1024_311 data-type                                                                                  1083
FCFP6_1024_324 data-type                                                                                  1083
FCFP6_1024_324 number of missing values                                                                                  1083
FCFP6_1024_325 data-type                                                                                  1083
FCFP6_1024_325 number of missing values                                                                                  1083
FCFP6_1024_327 data-type                                                                                  1083
FCFP6_1024_327 number of missing values                                                                                  1083
FCFP6_1024_328 data-type                                                                                  1083
FCFP6_1024_339 data-type                                                                                  1083
FCFP6_1024_339 number of missing values                                                                                  1083
FCFP6_1024_341 number of missing values                                                                                  1083
FCFP6_1024_347 data-type                                                                                  1083
FCFP6_1024_34 data-type                                                                                  1083
FCFP6_1024_369 number of missing values                                                                                  1083
FCFP6_1024_372 number of missing values                                                                                  1083
FCFP6_1024_375 data-type                                                                                  1083
FCFP6_1024_375 number of missing values                                                                                  1083
FCFP6_1024_384 number of missing values                                                                                  1083
FCFP6_1024_385 data-type                                                                                  1083
FCFP6_1024_389 number of missing values                                                                                  1083
FCFP6_1024_390 data-type                                                                                  1083
FCFP6_1024_390 number of missing values                                                                                  1083
FCFP6_1024_399 number of missing values                                                                                  1083
FCFP6_1024_409 data-type                                                                                  1083
FCFP6_1024_416 number of missing values                                                                                  1083
FCFP6_1024_420 number of missing values                                                                                  1083
FCFP6_1024_421 number of missing values                                                                                  1083
FCFP6_1024_423 number of missing values                                                                                  1083
FCFP6_1024_437 data-type                                                                                  1083
FCFP6_1024_437 number of missing values                                                                                  1083
FCFP6_1024_43 number of missing values                                                                                  1083
FCFP6_1024_45 number of missing values                                                                                  1083
FCFP6_1024_4 data-type                                                                                  1083
FCFP6_1024_4 number of missing values                                                                                  1083
FCFP6_1024_501 number of missing values                                                                                  1083
FCFP6_1024_50 data-type                                                                                  1083
FCFP6_1024_511 number of missing values                                                                                  1083
FCFP6_1024_517 data-type                                                                                  1083
FCFP6_1024_524 number of missing values                                                                                  1083
FCFP6_1024_544 number of missing values                                                                                  1083
FCFP6_1024_547 data-type                                                                                  1083
FCFP6_1024_547 number of missing values                                                                                  1083
FCFP6_1024_55 data-type                                                                                  1083
FCFP6_1024_565 data-type                                                                                  1083
FCFP6_1024_574 number of missing values                                                                                  1083
FCFP6_1024_576 data-type                                                                                  1083
FCFP6_1024_576 number of missing values                                                                                  1083
FCFP6_1024_577 data-type                                                                                  1083
FCFP6_1024_577 number of missing values                                                                                  1083
FCFP6_1024_578 number of missing values                                                                                  1083
FCFP6_1024_580 number of missing values                                                                                  1083
FCFP6_1024_588 number of missing values                                                                                  1083
FCFP6_1024_592 data-type                                                                                  1083
FCFP6_1024_592 number of missing values                                                                                  1083
FCFP6_1024_596 data-type                                                                                  1083
FCFP6_1024_598 number of missing values                                                                                  1083
FCFP6_1024_599 data-type                                                                                  1083
FCFP6_1024_614 data-type                                                                                  1083
FCFP6_1024_61 data-type                                                                                  1083
FCFP6_1024_619 data-type                                                                                  1083
FCFP6_1024_619 number of missing values                                                                                  1083
FCFP6_1024_622 data-type                                                                                  1083
FCFP6_1024_626 data-type                                                                                  1083
FCFP6_1024_626 number of missing values                                                                                  1083
FCFP6_1024_632 data-type                                                                                  1083
FCFP6_1024_638 data-type                                                                                  1083
FCFP6_1024_640 data-type                                                                                  1083
FCFP6_1024_640 number of missing values                                                                                  1083
FCFP6_1024_642 number of missing values                                                                                  1083
FCFP6_1024_64 data-type                                                                                  1083
FCFP6_1024_64 number of missing values                                                                                  1083
FCFP6_1024_657 data-type                                                                                  1083
FCFP6_1024_657 number of missing values                                                                                  1083
FCFP6_1024_658 data-type                                                                                  1083
FCFP6_1024_658 number of missing values                                                                                  1083
FCFP6_1024_669 number of missing values                                                                                  1083
FCFP6_1024_674 data-type                                                                                  1083
FCFP6_1024_674 number of missing values                                                                                  1083
FCFP6_1024_675 data-type                                                                                  1083
FCFP6_1024_675 number of missing values                                                                                  1083
FCFP6_1024_679 number of missing values                                                                                  1083
FCFP6_1024_691 number of missing values                                                                                  1083
FCFP6_1024_699 data-type                                                                                  1083
FCFP6_1024_699 number of missing values                                                                                  1083
FCFP6_1024_70 number of missing values                                                                                  1083
FCFP6_1024_710 data-type                                                                                  1083
FCFP6_1024_716 data-type                                                                                  1083
FCFP6_1024_716 number of missing values                                                                                  1083
FCFP6_1024_721 number of missing values                                                                                  1083
FCFP6_1024_727 number of missing values                                                                                  1083
FCFP6_1024_734 data-type                                                                                  1083
FCFP6_1024_743 number of missing values                                                                                  1083
FCFP6_1024_745 data-type                                                                                  1083
FCFP6_1024_753 data-type                                                                                  1083
FCFP6_1024_753 number of missing values                                                                                  1083
FCFP6_1024_754 data-type                                                                                  1083
FCFP6_1024_754 number of missing values                                                                                  1083
FCFP6_1024_755 data-type                                                                                  1083
FCFP6_1024_758 data-type                                                                                  1083
FCFP6_1024_767 data-type                                                                                  1083
FCFP6_1024_772 number of missing values                                                                                  1083
FCFP6_1024_780 data-type                                                                                  1083
FCFP6_1024_781 data-type                                                                                  1083
FCFP6_1024_783 number of missing values                                                                                  1083
FCFP6_1024_797 number of missing values                                                                                  1083
FCFP6_1024_801 number of missing values                                                                                  1083
FCFP6_1024_804 data-type                                                                                  1083
FCFP6_1024_807 data-type                                                                                  1083
FCFP6_1024_80 number of missing values                                                                                  1083
FCFP6_1024_81 data-type                                                                                  1083
FCFP6_1024_819 data-type                                                                                  1083
FCFP6_1024_821 data-type                                                                                  1083
FCFP6_1024_823 data-type                                                                                  1083
FCFP6_1024_830 data-type                                                                                  1083
FCFP6_1024_836 number of missing values                                                                                  1083
FCFP6_1024_840 data-type                                                                                  1083
FCFP6_1024_846 data-type                                                                                  1083
FCFP6_1024_846 number of missing values                                                                                  1083
FCFP6_1024_848 data-type                                                                                  1083
FCFP6_1024_857 number of missing values                                                                                  1083
FCFP6_1024_862 data-type                                                                                  1083
FCFP6_1024_862 number of missing values                                                                                  1083
FCFP6_1024_863 data-type                                                                                  1083
FCFP6_1024_863 number of missing values                                                                                  1083
FCFP6_1024_866 data-type                                                                                  1083
FCFP6_1024_868 number of missing values                                                                                  1083
FCFP6_1024_887 number of missing values                                                                                  1083
FCFP6_1024_896 number of missing values                                                                                  1083
FCFP6_1024_898 number of missing values                                                                                  1083
FCFP6_1024_899 data-type                                                                                  1083
FCFP6_1024_900 number of missing values                                                                                  1083
FCFP6_1024_901 data-type                                                                                  1083
FCFP6_1024_904 data-type                                                                                  1083
FCFP6_1024_904 number of missing values                                                                                  1083
FCFP6_1024_907 data-type                                                                                  1083
FCFP6_1024_912 data-type                                                                                  1083
FCFP6_1024_91 number of missing values                                                                                  1083
FCFP6_1024_924 number of missing values                                                                                  1083
FCFP6_1024_932 data-type                                                                                  1083
FCFP6_1024_935 data-type                                                                                  1083
FCFP6_1024_935 number of missing values                                                                                  1083
FCFP6_1024_936 data-type                                                                                  1083
FCFP6_1024_944 data-type                                                                                  1083
FCFP6_1024_958 number of missing values                                                                                  1083
FCFP6_1024_966 data-type                                                                                  1083
FCFP6_1024_966 number of missing values                                                                                  1083
FCFP6_1024_968 number of missing values                                                                                  1083
FCFP6_1024_970 number of missing values                                                                                  1083
FCFP6_1024_972 data-type                                                                                  1083
FCFP6_1024_975 data-type                                                                                  1083
FCFP6_1024_975 number of missing values                                                                                  1083
FCFP6_1024_985 data-type                                                                                  1083
FCFP6_1024_98 data-type                                                                                  1083
FCFP6_1024_1001 number of missing values                                                                                  1083
FCFP6_1024_1007 data-type                                                                                  1083
FCFP6_1024_1018 data-type                                                                                  1083
FCFP6_1024_1019 number of missing values                                                                                  1083
FCFP6_1024_1021 data-type                                                                                  1083
FCFP6_1024_106 data-type                                                                                  1083
FCFP6_1024_106 number of missing values                                                                                  1083
FCFP6_1024_109 data-type                                                                                  1083
FCFP6_1024_114 number of missing values                                                                                  1083
FCFP6_1024_115 number of missing values                                                                                  1083
FCFP6_1024_127 data-type                                                                                  1083
FCFP6_1024_12 number of missing values                                                                                  1083
FCFP6_1024_130 number of missing values                                                                                  1083
FCFP6_1024_132 number of missing values                                                                                  1083
FCFP6_1024_138 data-type                                                                                  1083
FCFP6_1024_138 number of missing values                                                                                  1083
FCFP6_1024_140 data-type                                                                                  1083
FCFP6_1024_151 data-type                                                                                  1083
FCFP6_1024_153 data-type                                                                                  1083
FCFP6_1024_153 number of missing values                                                                                  1083
FCFP6_1024_15 data-type                                                                                  1083
FCFP6_1024_16 number of missing values                                                                                  1083
FCFP6_1024_19 number of missing values                                                                                  1083
FCFP6_1024_201 data-type                                                                                  1083
FCFP6_1024_207 data-type                                                                                  1083
FCFP6_1024_207 number of missing values                                                                                  1083
FCFP6_1024_208 number of missing values                                                                                  1083
FCFP6_1024_211 number of missing values                                                                                  1083
FCFP6_1024_216 data-type                                                                                  1083
FCFP6_1024_220 data-type                                                                                  1083
FCFP6_1024_220 number of missing values                                                                                  1083
FCFP6_1024_221 data-type                                                                                  1083
FCFP6_1024_225 data-type                                                                                  1083
FCFP6_1024_22 data-type                                                                                  1083
FCFP6_1024_234 number of missing values                                                                                  1083
FCFP6_1024_240 data-type                                                                                  1083
FCFP6_1024_241 data-type                                                                                  1083
FCFP6_1024_245 number of missing values                                                                                  1083
FCFP6_1024_252 number of missing values                                                                                  1083
FCFP6_1024_263 data-type                                                                                  1083
FCFP6_1024_280 number of missing values                                                                                  1083
FCFP6_1024_309 number of missing values                                                                                  1083
FCFP6_1024_332 data-type                                                                                  1083
FCFP6_1024_332 number of missing values                                                                                  1083
FCFP6_1024_337 number of missing values                                                                                  1083
FCFP6_1024_344 data-type                                                                                  1083
FCFP6_1024_346 number of missing values                                                                                  1083
FCFP6_1024_360 number of missing values                                                                                  1083
FCFP6_1024_361 data-type                                                                                  1083
FCFP6_1024_363 number of missing values                                                                                  1083
FCFP6_1024_364 number of missing values                                                                                  1083
FCFP6_1024_37 data-type                                                                                  1083
FCFP6_1024_382 data-type                                                                                  1083
FCFP6_1024_395 data-type                                                                                  1083
FCFP6_1024_395 number of missing values                                                                                  1083
FCFP6_1024_399 data-type                                                                                  1083
FCFP6_1024_40 number of missing values                                                                                  1083
FCFP6_1024_971 data-type                                                                                  1083
FCFP6_1024_987 data-type                                                                                  1083
FCFP6_1024_98 number of missing values                                                                                  1083
FCFP6_1024_989 number of missing values                                                                                  1083
FCFP6_1024_990 number of missing values                                                                                  1083
FCFP6_1024_1012 number of missing values                                                                                  1083
FCFP6_1024_1016 data-type                                                                                  1083
FCFP6_1024_115 data-type                                                                                  1083
FCFP6_1024_129 number of missing values                                                                                  1083
FCFP6_1024_13 number of missing values                                                                                  1083
FCFP6_1024_176 number of missing values                                                                                  1083
FCFP6_1024_262 data-type                                                                                  1083
FCFP6_1024_262 number of missing values                                                                                  1083
FCFP6_1024_279 data-type                                                                                  1083
FCFP6_1024_328 number of missing values                                                                                  1083
FCFP6_1024_347 number of missing values                                                                                  1083
FCFP6_1024_351 data-type                                                                                  1083
FCFP6_1024_362 number of missing values                                                                                  1083
FCFP6_1024_378 number of missing values                                                                                  1083
FCFP6_1024_408 data-type                                                                                  1083
FCFP6_1024_408 number of missing values                                                                                  1083
FCFP6_1024_509 number of missing values                                                                                  1083
FCFP6_1024_537 number of missing values                                                                                  1083
FCFP6_1024_566 number of missing values                                                                                  1083
FCFP6_1024_589 number of missing values                                                                                  1083
FCFP6_1024_61 number of missing values                                                                                  1083
FCFP6_1024_642 data-type                                                                                  1083
FCFP6_1024_653 data-type                                                                                  1083
FCFP6_1024_669 data-type                                                                                  1083
FCFP6_1024_683 data-type                                                                                  1083
FCFP6_1024_708 data-type                                                                                  1083
FCFP6_1024_709 data-type                                                                                  1083
FCFP6_1024_747 number of missing values                                                                                  1083
FCFP6_1024_758 number of missing values                                                                                  1083
FCFP6_1024_767 number of missing values                                                                                  1083
FCFP6_1024_848 number of missing values                                                                                  1083
FCFP6_1024_868 data-type                                                                                  1083
FCFP6_1024_883 number of missing values                                                                                  1083
FCFP6_1024_937 number of missing values                                                                                  1083
FCFP6_1024_972 number of missing values                                                                                  1083
FCFP6_1024_985 number of missing values                                                                                  1083
FCFP6_1024_988 data-type                                                                                  1083
FCFP6_1024_1001 data-type                                                                                  1083
FCFP6_1024_1019 data-type                                                                                  1083
FCFP6_1024_114 data-type                                                                                  1083
FCFP6_1024_124 data-type                                                                                  1083
FCFP6_1024_12 data-type                                                                                  1083
FCFP6_1024_152 number of missing values                                                                                  1083
FCFP6_1024_193 data-type                                                                                  1083
FCFP6_1024_240 number of missing values                                                                                  1083
FCFP6_1024_244 number of missing values                                                                                  1083
FCFP6_1024_300 data-type                                                                                  1083
FCFP6_1024_304 number of missing values                                                                                  1083
FCFP6_1024_337 data-type                                                                                  1083
FCFP6_1024_410 data-type                                                                                  1083
FCFP6_1024_1014 number of missing values                                                                                  1083
FCFP6_1024_121 data-type                                                                                  1083
FCFP6_1024_216 number of missing values                                                                                  1083
FCFP6_1024_24 number of missing values                                                                                  1083
FCFP6_1024_259 data-type                                                                                  1083
FCFP6_1024_285 number of missing values                                                                                  1083
FCFP6_1024_290 data-type                                                                                  1083
FCFP6_1024_336 data-type                                                                                  1083
FCFP6_1024_346 data-type                                                                                  1083
FCFP6_1024_34 number of missing values                                                                                  1083
FCFP6_1024_352 data-type                                                                                  1083
FCFP6_1024_416 data-type                                                                                  1083
FCFP6_1024_457 data-type                                                                                  1083
FCFP6_1024_457 number of missing values                                                                                  1083
FCFP6_1024_471 number of missing values                                                                                  1083
FCFP6_1024_509 data-type                                                                                  1083
FCFP6_1024_566 data-type                                                                                  1083
FCFP6_1024_594 data-type                                                                                  1083
FCFP6_1024_606 number of missing values                                                                                  1083
FCFP6_1024_622 number of missing values                                                                                  1083
FCFP6_1024_680 number of missing values                                                                                  1083
FCFP6_1024_683 number of missing values                                                                                  1083
FCFP6_1024_710 number of missing values                                                                                  1083
FCFP6_1024_727 data-type                                                                                  1083
FCFP6_1024_759 data-type                                                                                  1083
FCFP6_1024_783 data-type                                                                                  1083
FCFP6_1024_797 data-type                                                                                  1083
FCFP6_1024_801 data-type                                                                                  1083
FCFP6_1024_807 number of missing values                                                                                  1083
FCFP6_1024_821 number of missing values                                                                                  1083
FCFP6_1024_823 number of missing values                                                                                  1083
FCFP6_1024_830 number of missing values                                                                                  1083
FCFP6_1024_836 data-type                                                                                  1083
FCFP6_1024_907 number of missing values                                                                                  1083
FCFP6_1024_909 data-type                                                                                  1083
FCFP6_1024_917 data-type                                                                                  1083

1000 Rows. -- 18367 msec.
