Result of /data/leuven/370/vsc37064/new_queries/query_35.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
runName                                                                           result
run of Component-aware anomaly detection framework for adjustable and logical industrial visual inspection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Component-aware%20anomaly%20detection%20framework%20for%20adjustable%20and%20logical%20industrial%20visual%20inspection/ComAD%2BRD4AD/Avg.%20Detection%20AUROC
run of Component-aware anomaly detection framework for adjustable and logical industrial visual inspection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Component-aware%20anomaly%20detection%20framework%20for%20adjustable%20and%20logical%20industrial%20visual%20inspection/ComAD%2BRD4AD/Detection%20AUROC%20%28only%20logical%29
run of Component-aware anomaly detection framework for adjustable and logical industrial visual inspection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Component-aware%20anomaly%20detection%20framework%20for%20adjustable%20and%20logical%20industrial%20visual%20inspection/ComAD%2BRD4AD/Detection%20AUROC%20%28only%20structural%29
run of Component-aware anomaly detection framework for adjustable and logical industrial visual inspection                                                                                  http://w3id.org/mlsea/pwc/model/Component-aware%20anomaly%20detection%20framework%20for%20adjustable%20and%20logical%20industrial%20visual%20inspection/ComAD%2BRD4AD
run of Component-aware anomaly detection framework for adjustable and logical industrial visual inspection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Component-aware%20anomaly%20detection%20framework%20for%20adjustable%20and%20logical%20industrial%20visual%20inspection/ComAD%2BDRAEM/Avg.%20Detection%20AUROC
run of Component-aware anomaly detection framework for adjustable and logical industrial visual inspection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Component-aware%20anomaly%20detection%20framework%20for%20adjustable%20and%20logical%20industrial%20visual%20inspection/ComAD%2BDRAEM/Detection%20AUROC%20%28only%20logical%29
run of Component-aware anomaly detection framework for adjustable and logical industrial visual inspection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Component-aware%20anomaly%20detection%20framework%20for%20adjustable%20and%20logical%20industrial%20visual%20inspection/ComAD%2BDRAEM/Detection%20AUROC%20%28only%20structural%29
run of Component-aware anomaly detection framework for adjustable and logical industrial visual inspection                                                                                  http://w3id.org/mlsea/pwc/model/Component-aware%20anomaly%20detection%20framework%20for%20adjustable%20and%20logical%20industrial%20visual%20inspection/ComAD%2BDRAEM
run of ECGNET: Learning where to attend for detection of atrial fibrillation with deep visual attention                                                                                  http://w3id.org/mlsea/pwc/model/ECGNET%3A%20Learning%20where%20to%20attend%20for%20detection%20of%20atrial%20fibrillation%20with%20deep%20visual%20attention/ECGNET
run of ECGNET: Learning where to attend for detection of atrial fibrillation with deep visual attention                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/ECGNET%3A%20Learning%20where%20to%20attend%20for%20detection%20of%20atrial%20fibrillation%20with%20deep%20visual%20attention/ECGNET/Accuracy
run of FAIR: Frequency-aware Image Restoration for Industrial Visual Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAIR%3A%20Frequency-aware%20Image%20Restoration%20for%20Industrial%20Visual%20Anomaly%20Detection/FAIRnoDTD/Detection%20AUROC
run of FAIR: Frequency-aware Image Restoration for Industrial Visual Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAIR%3A%20Frequency-aware%20Image%20Restoration%20for%20Industrial%20Visual%20Anomaly%20Detection/FAIRnoDTD/Segmentation%20AUPRO%20%28until%2030%25%20FPR%29
run of FAIR: Frequency-aware Image Restoration for Industrial Visual Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAIR%3A%20Frequency-aware%20Image%20Restoration%20for%20Industrial%20Visual%20Anomaly%20Detection/FAIRnoDTD/Segmentation%20AUROC
run of FAIR: Frequency-aware Image Restoration for Industrial Visual Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/model/FAIR%3A%20Frequency-aware%20Image%20Restoration%20for%20Industrial%20Visual%20Anomaly%20Detection/FAIRnoDTD
run of FAIR: Frequency-aware Image Restoration for Industrial Visual Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAIR%3A%20Frequency-aware%20Image%20Restoration%20for%20Industrial%20Visual%20Anomaly%20Detection/FAIR/Detection%20AUROC
run of FAIR: Frequency-aware Image Restoration for Industrial Visual Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAIR%3A%20Frequency-aware%20Image%20Restoration%20for%20Industrial%20Visual%20Anomaly%20Detection/FAIR/Segmentation%20AUPRO
run of FAIR: Frequency-aware Image Restoration for Industrial Visual Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAIR%3A%20Frequency-aware%20Image%20Restoration%20for%20Industrial%20Visual%20Anomaly%20Detection/FAIR/Segmentation%20AUROC
run of FAIR: Frequency-aware Image Restoration for Industrial Visual Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/model/FAIR%3A%20Frequency-aware%20Image%20Restoration%20for%20Industrial%20Visual%20Anomaly%20Detection/FAIR
run of FAPM: Fast Adaptive Patch Memory for Real-time Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAPM%3A%20Fast%20Adaptive%20Patch%20Memory%20for%20Real-time%20Industrial%20Anomaly%20Detection/FAPM/Detection%20AUROC
run of FAPM: Fast Adaptive Patch Memory for Real-time Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAPM%3A%20Fast%20Adaptive%20Patch%20Memory%20for%20Real-time%20Industrial%20Anomaly%20Detection/FAPM/FPS
run of FAPM: Fast Adaptive Patch Memory for Real-time Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/FAPM%3A%20Fast%20Adaptive%20Patch%20Memory%20for%20Real-time%20Industrial%20Anomaly%20Detection/FAPM/Segmentation%20AUROC
run of FAPM: Fast Adaptive Patch Memory for Real-time Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/model/FAPM%3A%20Fast%20Adaptive%20Patch%20Memory%20for%20Real-time%20Industrial%20Anomaly%20Detection/FAPM
run of Few Shot Part Segmentation Reveals Compositional Logic for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/model/Few%20Shot%20Part%20Segmentation%20Reveals%20Compositional%20Logic%20for%20Industrial%20Anomaly%20Detection/PSAD
run of Few Shot Part Segmentation Reveals Compositional Logic for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Few%20Shot%20Part%20Segmentation%20Reveals%20Compositional%20Logic%20for%20Industrial%20Anomaly%20Detection/PSAD/Avg.%20Detection%20AUROC
run of Few Shot Part Segmentation Reveals Compositional Logic for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Few%20Shot%20Part%20Segmentation%20Reveals%20Compositional%20Logic%20for%20Industrial%20Anomaly%20Detection/PSAD/Detection%20AUROC%20%28only%20logical%29
run of Few Shot Part Segmentation Reveals Compositional Logic for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Few%20Shot%20Part%20Segmentation%20Reveals%20Compositional%20Logic%20for%20Industrial%20Anomaly%20Detection/PSAD/Detection%20AUROC%20%28only%20structural%29
run of Graph Kernels Based on Linear Patterns: Theoretical and Experimental Comparisons                                                                                  http://w3id.org/mlsea/pwc/model/Graph%20Kernels%20Based%20on%20Linear%20Patterns%3A%20Theoretical%20and%20Experimental%20Comparisons/Path%20up%20to%20length%20h
run of Graph Kernels Based on Linear Patterns: Theoretical and Experimental Comparisons                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Graph%20Kernels%20Based%20on%20Linear%20Patterns%3A%20Theoretical%20and%20Experimental%20Comparisons/Path%20up%20to%20length%20h/Accuracy
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM/Avg.%20Detection%20AUROC
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM/Detection%20AUROC%20%28only%20logical%29
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM/Detection%20AUROC%20%28only%20structural%29
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/model/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/model/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM-B
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM-B/Avg.%20Detection%20AUROC
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM-B/Detection%20AUROC%20%28only%20logical%29
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM-B/Detection%20AUROC%20%28only%20structural%29
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM-F/Avg.%20Detection%20AUROC
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM-F/Detection%20AUROC%20%28only%20logical%29
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM-F/Detection%20AUROC%20%28only%20structural%29
run of Hard Nominal Example-aware Template Mutual Matching for Industrial Anomaly Detection                                                                                  http://w3id.org/mlsea/pwc/model/Hard%20Nominal%20Example-aware%20Template%20Mutual%20Matching%20for%20Industrial%20Anomaly%20Detection/HETMM-F
run of Industrial Anomaly Detection with Domain Shift: A Real-world Dataset and Masked Multi-scale Reconstruction                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Industrial%20Anomaly%20Detection%20with%20Domain%20Shift%3A%20A%20Real-world%20Dataset%20and%20Masked%20Multi-scale%20Reconstruction/MMR/Detection%20AUROC
run of Industrial Anomaly Detection with Domain Shift: A Real-world Dataset and Masked Multi-scale Reconstruction                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Industrial%20Anomaly%20Detection%20with%20Domain%20Shift%3A%20A%20Real-world%20Dataset%20and%20Masked%20Multi-scale%20Reconstruction/MMR/Segmentation%20AUPRO
run of Industrial Anomaly Detection with Domain Shift: A Real-world Dataset and Masked Multi-scale Reconstruction                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Industrial%20Anomaly%20Detection%20with%20Domain%20Shift%3A%20A%20Real-world%20Dataset%20and%20Masked%20Multi-scale%20Reconstruction/MMR/Segmentation%20AUROC
run of Industrial Anomaly Detection with Domain Shift: A Real-world Dataset and Masked Multi-scale Reconstruction                                                                                  http://w3id.org/mlsea/pwc/model/Industrial%20Anomaly%20Detection%20with%20Domain%20Shift%3A%20A%20Real-world%20Dataset%20and%20Masked%20Multi-scale%20Reconstruction/MMR
run of Industrial Image Anomaly Localization Based on Gaussian Clustering of Pretrained Feature                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Industrial%20Image%20Anomaly%20Localization%20Based%20on%20Gaussian%20Clustering%20of%20Pretrained%20Feature/GCPF/Detection%20AUROC
run of Industrial Image Anomaly Localization Based on Gaussian Clustering of Pretrained Feature                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Industrial%20Image%20Anomaly%20Localization%20Based%20on%20Gaussian%20Clustering%20of%20Pretrained%20Feature/GCPF/Segmentation%20AUROC
run of Industrial Image Anomaly Localization Based on Gaussian Clustering of Pretrained Feature                                                                                  http://w3id.org/mlsea/pwc/model/Industrial%20Image%20Anomaly%20Localization%20Based%20on%20Gaussian%20Clustering%20of%20Pretrained%20Feature/GCPF
run of LDB: A Large Language Model Debugger via Verifying Runtime Execution Step-by-step                                                                                  http://w3id.org/mlsea/pwc/model/LDB%3A%20A%20Large%20Language%20Model%20Debugger%20via%20Verifying%20Runtime%20Execution%20Step-by-step/LDB%2BReflexion%20%28GPT-3.5%29
run of LDB: A Large Language Model Debugger via Verifying Runtime Execution Step-by-step                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LDB%3A%20A%20Large%20Language%20Model%20Debugger%20via%20Verifying%20Runtime%20Execution%20Step-by-step/LDB%2BReflexion%20%28GPT-3.5%29/Pass%401
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/LEVER%20%2B%20Codex/Accuracy
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/LEVER%20%2B%20Codex/Execution%20Accuracy%20%28Test%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/model/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/LEVER%20%2B%20Codex
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/LEVER%20%2B%20Codex/Execution%20Accuracy%20%28Dev%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/Codex%20%28LEVER%2C%208-shot%29/Parameters%20%28Billion%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/model/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/Codex%20%28LEVER%2C%208-shot%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/Codex%20%28LEVER%2C%208-shot%29/Accuracy
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/LEVER/Accuracy%20%28Dev%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/LEVER/Accuracy%20%28Test%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/model/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/LEVER
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/model/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/code-davinci-002%20175B%20%2B%20LEVER
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/code-davinci-002%20175B%20%2B%20LEVER/Accuracy
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/model/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/code-davinci-002%20175B%20%28LEVER%2C%208-shot%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/code-davinci-002%20175B%20%28LEVER%2C%208-shot%29/Accuracy
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/code-davinci-002%20175B%20%28LEVER%2C%208-shot%29/Parameters%20%28Billion%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/model/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/code-davinci-002%20175B%20%28LEVER%29
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/code-davinci-002%20175B%20%28LEVER%29/Accuracy
run of LEVER: Learning to Verify Language-to-Code Generation with Execution                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/LEVER%3A%20Learning%20to%20Verify%20Language-to-Code%20Generation%20with%20Execution/code-davinci-002%20175B%20%28LEVER%29/Execution%20Accuracy%20%28Dev%29
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20cased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/F1
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20cased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/Precision
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20cased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/Recall
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/model/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20cased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20uncased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/F1
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20uncased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/Precision
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20uncased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/Recall
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/model/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20uncased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BioBERT%20%28pre-trained%20on%20PubMed%20abstracts%20%2B%20PMC%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/F1
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BioBERT%20%28pre-trained%20on%20PubMed%20abstracts%20%2B%20PMC%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/Precision
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BioBERT%20%28pre-trained%20on%20PubMed%20abstracts%20%2B%20PMC%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/Recall
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/model/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BioBERT%20%28pre-trained%20on%20PubMed%20abstracts%20%2B%20PMC%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/SciBERT%20cased%20%28SciVocab%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/F1
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/SciBERT%20cased%20%28SciVocab%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/Precision
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/SciBERT%20cased%20%28SciVocab%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29/Recall
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/model/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/SciBERT%20cased%20%28SciVocab%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20expanded%20corpus%27%29
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/SciBERT%20cased%20%28SciVocab%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20original%20corpus%27%29/F1
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/SciBERT%20cased%20%28SciVocab%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20original%20corpus%27%29/Precision
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/SciBERT%20cased%20%28SciVocab%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20original%20corpus%27%29/Recall
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/model/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/SciBERT%20cased%20%28SciVocab%2C%20fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20original%20corpus%27%29
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20cased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20original%20corpus%27%29/F1
run of Measuring semantic similarity of clinical trial outcomes using deep pre-trained language representations                                                                                  http://w3id.org/mlsea/pwc/modelEvaluation/Measuring%20semantic%20similarity%20of%20clinical%20trial%20outcomes%20using%20deep%20pre-trained%20language%20representations/BERT-Base%20cased%20%28fine-tuned%20on%20%27Annotated%20corpus%20for%20semantic%20similarity%20of%20clinical%20trial%20outcomes%2C%20original%20corpus%27%29/Precision
