Result of /data/leuven/370/vsc37064/new_queries_named_graph_predicate/query_31.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                frequency
FCFP6_1024_472                                                                                  FCFP6_1024_472 data-type                                                                                  1083
FCFP6_1024_43                                                                                  FCFP6_1024_43 number of missing values                                                                                  1083
FCFP6_1024_308                                                                                  FCFP6_1024_308 data-type                                                                                  1083
FCFP6_1024_567                                                                                  FCFP6_1024_567 number of missing values                                                                                  1083
FCFP6_1024_122                                                                                  FCFP6_1024_122 number of missing values                                                                                  1083
FCFP6_1024_941                                                                                  FCFP6_1024_941 data-type                                                                                  1083
FCFP6_1024_211                                                                                  FCFP6_1024_211 data-type                                                                                  1083
FCFP6_1024_288                                                                                  FCFP6_1024_288 number of missing values                                                                                  1083
FCFP6_1024_879                                                                                  FCFP6_1024_879 number of missing values                                                                                  1083
FCFP6_1024_744                                                                                  FCFP6_1024_744 data-type                                                                                  1083
FCFP6_1024_118                                                                                  FCFP6_1024_118 data-type                                                                                  1083
FCFP6_1024_351                                                                                  FCFP6_1024_351 number of missing values                                                                                  1083
FCFP6_1024_818                                                                                  FCFP6_1024_818 data-type                                                                                  1083
FCFP6_1024_464                                                                                  FCFP6_1024_464 number of missing values                                                                                  1083
FCFP6_1024_270                                                                                  FCFP6_1024_270 number of missing values                                                                                  1083
FCFP6_1024_6                                                                                  FCFP6_1024_6 number of missing values                                                                                  1083
FCFP6_1024_448                                                                                  FCFP6_1024_448 number of missing values                                                                                  1083
FCFP6_1024_545                                                                                  FCFP6_1024_545 data-type                                                                                  1083
FCFP6_1024_792                                                                                  FCFP6_1024_792 data-type                                                                                  1083
FCFP6_1024_287                                                                                  FCFP6_1024_287 data-type                                                                                  1083
FCFP6_1024_883                                                                                  FCFP6_1024_883 number of missing values                                                                                  1083
FCFP6_1024_481                                                                                  FCFP6_1024_481 data-type                                                                                  1083
FCFP6_1024_435                                                                                  FCFP6_1024_435 number of missing values                                                                                  1083
FCFP6_1024_496                                                                                  FCFP6_1024_496 number of missing values                                                                                  1083
FCFP6_1024_1002                                                                                  FCFP6_1024_1002 number of missing values                                                                                  1083
FCFP6_1024_472                                                                                  FCFP6_1024_472 number of missing values                                                                                  1083
FCFP6_1024_463                                                                                  FCFP6_1024_463 data-type                                                                                  1083
FCFP6_1024_533                                                                                  FCFP6_1024_533 number of missing values                                                                                  1083
FCFP6_1024_264                                                                                  FCFP6_1024_264 number of missing values                                                                                  1083
FCFP6_1024_970                                                                                  FCFP6_1024_970 number of missing values                                                                                  1083
FCFP6_1024_352                                                                                  FCFP6_1024_352 data-type                                                                                  1083
FCFP6_1024_892                                                                                  FCFP6_1024_892 data-type                                                                                  1083
FCFP6_1024_993                                                                                  FCFP6_1024_993 number of missing values                                                                                  1083
FCFP6_1024_622                                                                                  FCFP6_1024_622 data-type                                                                                  1083
FCFP6_1024_388                                                                                  FCFP6_1024_388 number of missing values                                                                                  1083
FCFP6_1024_115                                                                                  FCFP6_1024_115 number of missing values                                                                                  1083
FCFP6_1024_589                                                                                  FCFP6_1024_589 number of missing values                                                                                  1083
FCFP6_1024_925                                                                                  FCFP6_1024_925 data-type                                                                                  1083
FCFP6_1024_837                                                                                  FCFP6_1024_837 data-type                                                                                  1083
FCFP6_1024_310                                                                                  FCFP6_1024_310 data-type                                                                                  1083
FCFP6_1024_906                                                                                  FCFP6_1024_906 data-type                                                                                  1083
FCFP6_1024_973                                                                                  FCFP6_1024_973 data-type                                                                                  1083
FCFP6_1024_800                                                                                  FCFP6_1024_800 data-type                                                                                  1083
FCFP6_1024_737                                                                                  FCFP6_1024_737 number of missing values                                                                                  1083
FCFP6_1024_102                                                                                  FCFP6_1024_102 data-type                                                                                  1083
FCFP6_1024_30                                                                                  FCFP6_1024_30 number of missing values                                                                                  1083
FCFP6_1024_248                                                                                  FCFP6_1024_248 data-type                                                                                  1083
FCFP6_1024_682                                                                                  FCFP6_1024_682 number of missing values                                                                                  1083
FCFP6_1024_239                                                                                  FCFP6_1024_239 number of missing values                                                                                  1083
FCFP6_1024_782                                                                                  FCFP6_1024_782 number of missing values                                                                                  1083
FCFP6_1024_19                                                                                  FCFP6_1024_19 data-type                                                                                  1083
FCFP6_1024_607                                                                                  FCFP6_1024_607 number of missing values                                                                                  1083
FCFP6_1024_208                                                                                  FCFP6_1024_208 number of missing values                                                                                  1083
FCFP6_1024_540                                                                                  FCFP6_1024_540 data-type                                                                                  1083
FCFP6_1024_252                                                                                  FCFP6_1024_252 data-type                                                                                  1083
FCFP6_1024_895                                                                                  FCFP6_1024_895 data-type                                                                                  1083
FCFP6_1024_87                                                                                  FCFP6_1024_87 number of missing values                                                                                  1083
FCFP6_1024_673                                                                                  FCFP6_1024_673 data-type                                                                                  1083
FCFP6_1024_303                                                                                  FCFP6_1024_303 data-type                                                                                  1083
FCFP6_1024_162                                                                                  FCFP6_1024_162 number of missing values                                                                                  1083
FCFP6_1024_411                                                                                  FCFP6_1024_411 data-type                                                                                  1083
FCFP6_1024_527                                                                                  FCFP6_1024_527 data-type                                                                                  1083
FCFP6_1024_958                                                                                  FCFP6_1024_958 number of missing values                                                                                  1083
FCFP6_1024_909                                                                                  FCFP6_1024_909 data-type                                                                                  1083
FCFP6_1024_219                                                                                  FCFP6_1024_219 data-type                                                                                  1083
FCFP6_1024_465                                                                                  FCFP6_1024_465 data-type                                                                                  1083
FCFP6_1024_612                                                                                  FCFP6_1024_612 data-type                                                                                  1083
FCFP6_1024_367                                                                                  FCFP6_1024_367 data-type                                                                                  1083
FCFP6_1024_979                                                                                  FCFP6_1024_979 number of missing values                                                                                  1083
FCFP6_1024_570                                                                                  FCFP6_1024_570 data-type                                                                                  1083
FCFP6_1024_41                                                                                  FCFP6_1024_41 number of missing values                                                                                  1083
FCFP6_1024_986                                                                                  FCFP6_1024_986 number of missing values                                                                                  1083
FCFP6_1024_295                                                                                  FCFP6_1024_295 number of missing values                                                                                  1083
FCFP6_1024_58                                                                                  FCFP6_1024_58 data-type                                                                                  1083
FCFP6_1024_187                                                                                  FCFP6_1024_187 data-type                                                                                  1083
FCFP6_1024_285                                                                                  FCFP6_1024_285 data-type                                                                                  1083
FCFP6_1024_829                                                                                  FCFP6_1024_829 data-type                                                                                  1083
FCFP6_1024_574                                                                                  FCFP6_1024_574 data-type                                                                                  1083
FCFP6_1024_515                                                                                  FCFP6_1024_515 number of missing values                                                                                  1083
FCFP6_1024_596                                                                                  FCFP6_1024_596 number of missing values                                                                                  1083
FCFP6_1024_41                                                                                  FCFP6_1024_41 data-type                                                                                  1083
FCFP6_1024_460                                                                                  FCFP6_1024_460 number of missing values                                                                                  1083
FCFP6_1024_395                                                                                  FCFP6_1024_395 data-type                                                                                  1083
FCFP6_1024_422                                                                                  FCFP6_1024_422 data-type                                                                                  1083
FCFP6_1024_863                                                                                  FCFP6_1024_863 data-type                                                                                  1083
FCFP6_1024_827                                                                                  FCFP6_1024_827 number of missing values                                                                                  1083
FCFP6_1024_982                                                                                  FCFP6_1024_982 number of missing values                                                                                  1083
FCFP6_1024_575                                                                                  FCFP6_1024_575 data-type                                                                                  1083
FCFP6_1024_159                                                                                  FCFP6_1024_159 number of missing values                                                                                  1083
FCFP6_1024_338                                                                                  FCFP6_1024_338 data-type                                                                                  1083
FCFP6_1024_199                                                                                  FCFP6_1024_199 number of missing values                                                                                  1083
FCFP6_1024_594                                                                                  FCFP6_1024_594 number of missing values                                                                                  1083
FCFP6_1024_885                                                                                  FCFP6_1024_885 data-type                                                                                  1083
FCFP6_1024_205                                                                                  FCFP6_1024_205 number of missing values                                                                                  1083
FCFP6_1024_111                                                                                  FCFP6_1024_111 number of missing values                                                                                  1083
FCFP6_1024_828                                                                                  FCFP6_1024_828 data-type                                                                                  1083
FCFP6_1024_979                                                                                  FCFP6_1024_979 data-type                                                                                  1083
FCFP6_1024_158                                                                                  FCFP6_1024_158 number of missing values                                                                                  1083
FCFP6_1024_926                                                                                  FCFP6_1024_926 data-type                                                                                  1083
FCFP6_1024_188                                                                                  FCFP6_1024_188 data-type                                                                                  1083
FCFP6_1024_130                                                                                  FCFP6_1024_130 number of missing values                                                                                  1083
FCFP6_1024_543                                                                                  FCFP6_1024_543 data-type                                                                                  1083
FCFP6_1024_279                                                                                  FCFP6_1024_279 number of missing values                                                                                  1083
FCFP6_1024_702                                                                                  FCFP6_1024_702 data-type                                                                                  1083
FCFP6_1024_321                                                                                  FCFP6_1024_321 number of missing values                                                                                  1083
FCFP6_1024_684                                                                                  FCFP6_1024_684 number of missing values                                                                                  1083
FCFP6_1024_771                                                                                  FCFP6_1024_771 number of missing values                                                                                  1083
FCFP6_1024_426                                                                                  FCFP6_1024_426 number of missing values                                                                                  1083
FCFP6_1024_798                                                                                  FCFP6_1024_798 number of missing values                                                                                  1083
FCFP6_1024_629                                                                                  FCFP6_1024_629 data-type                                                                                  1083
FCFP6_1024_273                                                                                  FCFP6_1024_273 data-type                                                                                  1083
FCFP6_1024_933                                                                                  FCFP6_1024_933 number of missing values                                                                                  1083
FCFP6_1024_632                                                                                  FCFP6_1024_632 data-type                                                                                  1083
FCFP6_1024_663                                                                                  FCFP6_1024_663 data-type                                                                                  1083
FCFP6_1024_977                                                                                  FCFP6_1024_977 number of missing values                                                                                  1083
FCFP6_1024_123                                                                                  FCFP6_1024_123 number of missing values                                                                                  1083
FCFP6_1024_447                                                                                  FCFP6_1024_447 number of missing values                                                                                  1083
FCFP6_1024_465                                                                                  FCFP6_1024_465 number of missing values                                                                                  1083
FCFP6_1024_807                                                                                  FCFP6_1024_807 data-type                                                                                  1083
FCFP6_1024_869                                                                                  FCFP6_1024_869 data-type                                                                                  1083
FCFP6_1024_835                                                                                  FCFP6_1024_835 data-type                                                                                  1083
FCFP6_1024_998                                                                                  FCFP6_1024_998 number of missing values                                                                                  1083
FCFP6_1024_166                                                                                  FCFP6_1024_166 number of missing values                                                                                  1083
FCFP6_1024_934                                                                                  FCFP6_1024_934 number of missing values                                                                                  1083
FCFP6_1024_652                                                                                  FCFP6_1024_652 data-type                                                                                  1083
FCFP6_1024_835                                                                                  FCFP6_1024_835 number of missing values                                                                                  1083
FCFP6_1024_34                                                                                  FCFP6_1024_34 number of missing values                                                                                  1083
FCFP6_1024_542                                                                                  FCFP6_1024_542 number of missing values                                                                                  1083
FCFP6_1024_404                                                                                  FCFP6_1024_404 number of missing values                                                                                  1083
FCFP6_1024_328                                                                                  FCFP6_1024_328 number of missing values                                                                                  1083
FCFP6_1024_687                                                                                  FCFP6_1024_687 data-type                                                                                  1083
FCFP6_1024_937                                                                                  FCFP6_1024_937 data-type                                                                                  1083
FCFP6_1024_63                                                                                  FCFP6_1024_63 data-type                                                                                  1083
FCFP6_1024_573                                                                                  FCFP6_1024_573 number of missing values                                                                                  1083
FCFP6_1024_620                                                                                  FCFP6_1024_620 data-type                                                                                  1083
FCFP6_1024_315                                                                                  FCFP6_1024_315 number of missing values                                                                                  1083
FCFP6_1024_694                                                                                  FCFP6_1024_694 number of missing values                                                                                  1083
FCFP6_1024_406                                                                                  FCFP6_1024_406 number of missing values                                                                                  1083
FCFP6_1024_298                                                                                  FCFP6_1024_298 data-type                                                                                  1083
FCFP6_1024_182                                                                                  FCFP6_1024_182 number of missing values                                                                                  1083
FCFP6_1024_311                                                                                  FCFP6_1024_311 number of missing values                                                                                  1083
FCFP6_1024_900                                                                                  FCFP6_1024_900 data-type                                                                                  1083
FCFP6_1024_881                                                                                  FCFP6_1024_881 data-type                                                                                  1083
FCFP6_1024_297                                                                                  FCFP6_1024_297 data-type                                                                                  1083
FCFP6_1024_628                                                                                  FCFP6_1024_628 data-type                                                                                  1083
FCFP6_1024_924                                                                                  FCFP6_1024_924 number of missing values                                                                                  1083
FCFP6_1024_546                                                                                  FCFP6_1024_546 number of missing values                                                                                  1083
FCFP6_1024_966                                                                                  FCFP6_1024_966 data-type                                                                                  1083
FCFP6_1024_493                                                                                  FCFP6_1024_493 number of missing values                                                                                  1083
FCFP6_1024_289                                                                                  FCFP6_1024_289 data-type                                                                                  1083
FCFP6_1024_755                                                                                  FCFP6_1024_755 data-type                                                                                  1083
FCFP6_1024_1022                                                                                  FCFP6_1024_1022 data-type                                                                                  1083
FCFP6_1024_212                                                                                  FCFP6_1024_212 data-type                                                                                  1083
FCFP6_1024_914                                                                                  FCFP6_1024_914 data-type                                                                                  1083
FCFP6_1024_693                                                                                  FCFP6_1024_693 number of missing values                                                                                  1083
FCFP6_1024_503                                                                                  FCFP6_1024_503 data-type                                                                                  1083
FCFP6_1024_634                                                                                  FCFP6_1024_634 number of missing values                                                                                  1083
FCFP6_1024_388                                                                                  FCFP6_1024_388 data-type                                                                                  1083
FCFP6_1024_96                                                                                  FCFP6_1024_96 number of missing values                                                                                  1083
FCFP6_1024_867                                                                                  FCFP6_1024_867 number of missing values                                                                                  1083
FCFP6_1024_660                                                                                  FCFP6_1024_660 data-type                                                                                  1083
FCFP6_1024_111                                                                                  FCFP6_1024_111 data-type                                                                                  1083
FCFP6_1024_196                                                                                  FCFP6_1024_196 data-type                                                                                  1083
FCFP6_1024_197                                                                                  FCFP6_1024_197 number of missing values                                                                                  1083
FCFP6_1024_97                                                                                  FCFP6_1024_97 data-type                                                                                  1083
FCFP6_1024_16                                                                                  FCFP6_1024_16 data-type                                                                                  1083
FCFP6_1024_234                                                                                  FCFP6_1024_234 number of missing values                                                                                  1083
FCFP6_1024_804                                                                                  FCFP6_1024_804 number of missing values                                                                                  1083
FCFP6_1024_597                                                                                  FCFP6_1024_597 data-type                                                                                  1083
FCFP6_1024_535                                                                                  FCFP6_1024_535 number of missing values                                                                                  1083
FCFP6_1024_402                                                                                  FCFP6_1024_402 number of missing values                                                                                  1083
FCFP6_1024_529                                                                                  FCFP6_1024_529 number of missing values                                                                                  1083
FCFP6_1024_413                                                                                  FCFP6_1024_413 number of missing values                                                                                  1083
FCFP6_1024_412                                                                                  FCFP6_1024_412 number of missing values                                                                                  1083
FCFP6_1024_953                                                                                  FCFP6_1024_953 data-type                                                                                  1083
FCFP6_1024_607                                                                                  FCFP6_1024_607 data-type                                                                                  1083
FCFP6_1024_618                                                                                  FCFP6_1024_618 number of missing values                                                                                  1083
FCFP6_1024_131                                                                                  FCFP6_1024_131 number of missing values                                                                                  1083
FCFP6_1024_439                                                                                  FCFP6_1024_439 number of missing values                                                                                  1083
FCFP6_1024_748                                                                                  FCFP6_1024_748 data-type                                                                                  1083
FCFP6_1024_815                                                                                  FCFP6_1024_815 data-type                                                                                  1083
FCFP6_1024_1                                                                                  FCFP6_1024_1 number of missing values                                                                                  1083
FCFP6_1024_7                                                                                  FCFP6_1024_7 number of missing values                                                                                  1083
FCFP6_1024_908                                                                                  FCFP6_1024_908 data-type                                                                                  1083
FCFP6_1024_152                                                                                  FCFP6_1024_152 data-type                                                                                  1083
FCFP6_1024_1003                                                                                  FCFP6_1024_1003 data-type                                                                                  1083
FCFP6_1024_753                                                                                  FCFP6_1024_753 data-type                                                                                  1083
FCFP6_1024_745                                                                                  FCFP6_1024_745 data-type                                                                                  1083
FCFP6_1024_59                                                                                  FCFP6_1024_59 number of missing values                                                                                  1083
FCFP6_1024_267                                                                                  FCFP6_1024_267 data-type                                                                                  1083
FCFP6_1024_670                                                                                  FCFP6_1024_670 number of missing values                                                                                  1083
FCFP6_1024_204                                                                                  FCFP6_1024_204 data-type                                                                                  1083
FCFP6_1024_653                                                                                  FCFP6_1024_653 number of missing values                                                                                  1083
FCFP6_1024_114                                                                                  FCFP6_1024_114 number of missing values                                                                                  1083
FCFP6_1024_886                                                                                  FCFP6_1024_886 data-type                                                                                  1083
FCFP6_1024_773                                                                                  FCFP6_1024_773 data-type                                                                                  1083
FCFP6_1024_806                                                                                  FCFP6_1024_806 data-type                                                                                  1083
FCFP6_1024_485                                                                                  FCFP6_1024_485 data-type                                                                                  1083
FCFP6_1024_765                                                                                  FCFP6_1024_765 data-type                                                                                  1083
FCFP6_1024_726                                                                                  FCFP6_1024_726 data-type                                                                                  1083
FCFP6_1024_27                                                                                  FCFP6_1024_27 data-type                                                                                  1083
FCFP6_1024_287                                                                                  FCFP6_1024_287 number of missing values                                                                                  1083
FCFP6_1024_603                                                                                  FCFP6_1024_603 number of missing values                                                                                  1083
FCFP6_1024_742                                                                                  FCFP6_1024_742 data-type                                                                                  1083
FCFP6_1024_893                                                                                  FCFP6_1024_893 number of missing values                                                                                  1083
FCFP6_1024_507                                                                                  FCFP6_1024_507 number of missing values                                                                                  1083
FCFP6_1024_833                                                                                  FCFP6_1024_833 number of missing values                                                                                  1083
FCFP6_1024_66                                                                                  FCFP6_1024_66 number of missing values                                                                                  1083
FCFP6_1024_691                                                                                  FCFP6_1024_691 data-type                                                                                  1083
FCFP6_1024_218                                                                                  FCFP6_1024_218 number of missing values                                                                                  1083
FCFP6_1024_405                                                                                  FCFP6_1024_405 data-type                                                                                  1083
