Result of /data/leuven/370/vsc37064/new_queries_named_graph_predicate/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
A Comprehensive Review on Non-Neural Networks Collaborative Filtering Recommendation Systems                                                                                  Majirus Fansi                                                                                  implemenation of A Comprehensive Review on Non-Neural Networks Collaborative Filtering Recommendation Systems
A Comprehensive Review on Non-Neural Networks Collaborative Filtering Recommendation Systems                                                                                  Alban Gabillon                                                                                  implemenation of A Comprehensive Review on Non-Neural Networks Collaborative Filtering Recommendation Systems
A Comprehensive Review on Non-Neural Networks Collaborative Filtering Recommendation Systems                                                                                  Sébastien Chabrier                                                                                  implemenation of A Comprehensive Review on Non-Neural Networks Collaborative Filtering Recommendation Systems
A Comprehensive Review on Non-Neural Networks Collaborative Filtering Recommendation Systems                                                                                  Jean-Martial Mari                                                                                  implemenation of A Comprehensive Review on Non-Neural Networks Collaborative Filtering Recommendation Systems
A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning                                                                                  Jiuxin Cao                                                                                  implemenation of A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning
A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning                                                                                  DaCheng Tao                                                                                  implemenation of A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning
A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning                                                                                  Jing Zhang                                                                                  implemenation of A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning
A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning                                                                                  Jun Zhang                                                                                  implemenation of A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning
A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning                                                                                  Wenqi Ren                                                                                  implemenation of A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning
A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning                                                                                  Yuan Cao                                                                                  implemenation of A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning
A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning                                                                                  Jie Gui                                                                                  implemenation of A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning
A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning                                                                                  Xiaofeng Cong                                                                                  implemenation of A Comprehensive Survey and Taxonomy on Single Image Dehazing Based on Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Xing Su                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Cecile Paris                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Di Jin                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Jia Wu                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Jian Yang                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Philip S. Yu                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Quan Z. Sheng                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Surya Nepal                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Chuan Zhou                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Shan Xue                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Fanzhen Liu                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Community Detection with Deep Learning                                                                                  Wenbin Hu                                                                                  implemenation of A Comprehensive Survey on Community Detection with Deep Learning
A Comprehensive Survey on Graph Anomaly Detection with Deep Learning                                                                                  Hui Xiong                                                                                  implemenation of A Comprehensive Survey on Graph Anomaly Detection with Deep Learning
A Comprehensive Survey on Graph Anomaly Detection with Deep Learning                                                                                  Jia Wu                                                                                  implemenation of A Comprehensive Survey on Graph Anomaly Detection with Deep Learning
A Comprehensive Survey on Graph Anomaly Detection with Deep Learning                                                                                  Jian Yang                                                                                  implemenation of A Comprehensive Survey on Graph Anomaly Detection with Deep Learning
A Comprehensive Survey on Graph Anomaly Detection with Deep Learning                                                                                  Leman Akoglu                                                                                  implemenation of A Comprehensive Survey on Graph Anomaly Detection with Deep Learning
A Comprehensive Survey on Graph Anomaly Detection with Deep Learning                                                                                  Quan Z. Sheng                                                                                  implemenation of A Comprehensive Survey on Graph Anomaly Detection with Deep Learning
A Comprehensive Survey on Graph Anomaly Detection with Deep Learning                                                                                  Xiaoxiao Ma                                                                                  implemenation of A Comprehensive Survey on Graph Anomaly Detection with Deep Learning
A Comprehensive Survey on Graph Anomaly Detection with Deep Learning                                                                                  Chuan Zhou                                                                                  implemenation of A Comprehensive Survey on Graph Anomaly Detection with Deep Learning
A Comprehensive Survey on Graph Anomaly Detection with Deep Learning                                                                                  Shan Xue                                                                                  implemenation of A Comprehensive Survey on Graph Anomaly Detection with Deep Learning
A Computational Framework for Modeling Complex Sensor Network Data Using Graph Signal Processing and Graph Neural Networks in Structural Health Monitoring                                                                                  Jurgen van den Hoogen                                                                                  implemenation of A Computational Framework for Modeling Complex Sensor Network Data Using Graph Signal Processing and Graph Neural Networks in Structural Health Monitoring
A Computational Framework for Modeling Complex Sensor Network Data Using Graph Signal Processing and Graph Neural Networks in Structural Health Monitoring                                                                                  Stefan Bloemheuvel                                                                                  implemenation of A Computational Framework for Modeling Complex Sensor Network Data Using Graph Signal Processing and Graph Neural Networks in Structural Health Monitoring
A Computational Framework for Modeling Complex Sensor Network Data Using Graph Signal Processing and Graph Neural Networks in Structural Health Monitoring                                                                                  Martin Atzmueller                                                                                  implemenation of A Computational Framework for Modeling Complex Sensor Network Data Using Graph Signal Processing and Graph Neural Networks in Structural Health Monitoring
A Construction Kit for Efficient Low Power Neural Network Accelerator Designs                                                                                  Andrea Bonetti                                                                                  implemenation of A Construction Kit for Efficient Low Power Neural Network Accelerator Designs
A Construction Kit for Efficient Low Power Neural Network Accelerator Designs                                                                                  Erfan Azarkhish                                                                                  implemenation of A Construction Kit for Efficient Low Power Neural Network Accelerator Designs
A Construction Kit for Efficient Low Power Neural Network Accelerator Designs                                                                                  Marc Pons                                                                                  implemenation of A Construction Kit for Efficient Low Power Neural Network Accelerator Designs
A Construction Kit for Efficient Low Power Neural Network Accelerator Designs                                                                                  Luca Benini                                                                                  implemenation of A Construction Kit for Efficient Low Power Neural Network Accelerator Designs
A Construction Kit for Efficient Low Power Neural Network Accelerator Designs                                                                                  Petar Jokic                                                                                  implemenation of A Construction Kit for Efficient Low Power Neural Network Accelerator Designs
A Construction Kit for Efficient Low Power Neural Network Accelerator Designs                                                                                  Stephane Emery                                                                                  implemenation of A Construction Kit for Efficient Low Power Neural Network Accelerator Designs
A Critical Review of Information Bottleneck Theory and its Applications to Deep Learning                                                                                  Mohammad Ali Alomrani                                                                                  implemenation of A Critical Review of Information Bottleneck Theory and its Applications to Deep Learning
A Data-Driven Approach to Full-Field Damage and Failure Pattern Prediction in Microstructure-Dependent Composites using Deep Learning                                                                                  Maryam Shakiba                                                                                  implemenation of A Data-Driven Approach to Full-Field Damage and Failure Pattern Prediction in Microstructure-Dependent Composites using Deep Learning
A Data-Driven Approach to Full-Field Damage and Failure Pattern Prediction in Microstructure-Dependent Composites using Deep Learning                                                                                  Reza Sepasdar                                                                                  implemenation of A Data-Driven Approach to Full-Field Damage and Failure Pattern Prediction in Microstructure-Dependent Composites using Deep Learning
A Data-Driven Approach to Full-Field Damage and Failure Pattern Prediction in Microstructure-Dependent Composites using Deep Learning                                                                                  Anuj Karpatne                                                                                  implemenation of A Data-Driven Approach to Full-Field Damage and Failure Pattern Prediction in Microstructure-Dependent Composites using Deep Learning
A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning                                                                                  Delong Qi                                                                                  implemenation of A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning
A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning                                                                                  Jingfeng Liu                                                                                  implemenation of A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning
A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning                                                                                  Weijun Tan                                                                                  implemenation of A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning
A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning                                                                                  Zhifu Liu                                                                                  implemenation of A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning
A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning                                                                                  Qi Yao                                                                                  implemenation of A Dataset and System for Real-Time Gun Detection in Surveillance Video Using Deep Learning
A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net                                                                                  David Ketchum                                                                                  implemenation of A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net
A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net                                                                                  Marco Maneta                                                                                  implemenation of A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net
A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net                                                                                  Thomas Colligan                                                                                  implemenation of A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net
A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net                                                                                  Douglas Brinkerhoff                                                                                  implemenation of A Deep Learning Approach to Mapping Irrigation: IrrMapper-U-Net
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Aimee Readie                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Gregory Ligozio                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Jason Plawinski                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Mark Baillie                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  David Ohlssen                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Sajanth Subramaniam                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Thibaud Coroller                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Amir Jamaludin                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Timor Kadir                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs                                                                                  Hanxi Sun                                                                                  implemenation of A Deep Learning Approach to Private Data Sharing of Medical Images Using Conditional GANs
A Deep Learning Based Cost Model for Automatic Code Optimization                                                                                  Massinissa Merouani                                                                                  implemenation of A Deep Learning Based Cost Model for Automatic Code Optimization
A Deep Learning Based Cost Model for Automatic Code Optimization                                                                                  Mohamed-Hicham Leghettas                                                                                  implemenation of A Deep Learning Based Cost Model for Automatic Code Optimization
A Deep Learning Based Cost Model for Automatic Code Optimization                                                                                  Taha Arbaoui                                                                                  implemenation of A Deep Learning Based Cost Model for Automatic Code Optimization
A Deep Learning Based Cost Model for Automatic Code Optimization                                                                                  Riyadh Baghdadi                                                                                  implemenation of A Deep Learning Based Cost Model for Automatic Code Optimization
A Deep Learning Based Cost Model for Automatic Code Optimization                                                                                  Saman Amarasinghe                                                                                  implemenation of A Deep Learning Based Cost Model for Automatic Code Optimization
A Deep Learning Based Cost Model for Automatic Code Optimization                                                                                  Karima Benatchba                                                                                  implemenation of A Deep Learning Based Cost Model for Automatic Code Optimization
A Deep Learning Based Cost Model for Automatic Code Optimization                                                                                  Kamel Abdous                                                                                  implemenation of A Deep Learning Based Cost Model for Automatic Code Optimization
A Deep Learning Framework for Lifelong Machine Learning                                                                                  Charles X. Ling                                                                                  implemenation of A Deep Learning Framework for Lifelong Machine Learning
A Deep Learning Framework for Lifelong Machine Learning                                                                                  Tanner Bohn                                                                                  implemenation of A Deep Learning Framework for Lifelong Machine Learning
A Deep Learning Object Detection Method for an Efficient Clusters Initialization                                                                                  Abderrahmane Sider                                                                                  implemenation of A Deep Learning Object Detection Method for an Efficient Clusters Initialization
A Deep Learning Object Detection Method for an Efficient Clusters Initialization                                                                                  Hassan N. Noura                                                                                  implemenation of A Deep Learning Object Detection Method for an Efficient Clusters Initialization
A Deep Learning Object Detection Method for an Efficient Clusters Initialization                                                                                  Ola Salman                                                                                  implemenation of A Deep Learning Object Detection Method for an Efficient Clusters Initialization
A Deep Learning Object Detection Method for an Efficient Clusters Initialization                                                                                  Raphaël Couturier                                                                                  implemenation of A Deep Learning Object Detection Method for an Efficient Clusters Initialization
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  Christopher S. Sherman                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  François Hamon                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  Hewei Tang                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  Joseph P. Morris                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  Matthew Burton-Kelly                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  Nicholas A. Azzolina                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  Pengcheng Fu                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  Xin Ju                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage                                                                                  Jize Zhang                                                                                  implemenation of A Deep Learning-Accelerated Data Assimilation and Forecasting Workflow for Commercial-Scale Geologic Carbon Storage
A Deep Learning-based Multimodal Depth-Aware Dynamic Hand Gesture Recognition System                                                                                  Mashrur M. Morshed                                                                                  implemenation of A Deep Learning-based Multimodal Depth-Aware Dynamic Hand Gesture Recognition System
A Deep Learning-based Multimodal Depth-Aware Dynamic Hand Gesture Recognition System                                                                                  Hasan Mahmud                                                                                  implemenation of A Deep Learning-based Multimodal Depth-Aware Dynamic Hand Gesture Recognition System
A Deep Learning-based Multimodal Depth-Aware Dynamic Hand Gesture Recognition System                                                                                  Md. Kamrul Hasan                                                                                  implemenation of A Deep Learning-based Multimodal Depth-Aware Dynamic Hand Gesture Recognition System
A Differentiable Point Process with Its Application to Spiking Neural Networks                                                                                  Hiroshi Kajino                                                                                  implemenation of A Differentiable Point Process with Its Application to Spiking Neural Networks
A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning                                                                                  Zepeng Tang                                                                                  implemenation of A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning
A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning                                                                                  Jianfeng Zhou                                                                                  implemenation of A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning
A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning                                                                                  Nan Xu                                                                                  implemenation of A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning
A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning                                                                                  Amir Khajepour                                                                                  implemenation of A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning
A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning                                                                                  Hassan Askari                                                                                  implemenation of A Direct Slip Ratio Estimation Method based on an Intelligent Tire and Machine Learning
A Discontinuity Capturing Shallow Neural Network for Elliptic Interface Problems                                                                                  Ming-Chih Lai                                                                                  implemenation of A Discontinuity Capturing Shallow Neural Network for Elliptic Interface Problems
A Discontinuity Capturing Shallow Neural Network for Elliptic Interface Problems                                                                                  Te-Sheng Lin                                                                                  implemenation of A Discontinuity Capturing Shallow Neural Network for Elliptic Interface Problems
A Discontinuity Capturing Shallow Neural Network for Elliptic Interface Problems                                                                                  Wei-Fan Hu                                                                                  implemenation of A Discontinuity Capturing Shallow Neural Network for Elliptic Interface Problems
A Dual Process Model for Optimizing Cross Entropy in Neural Networks                                                                                  Stefan Jaeger                                                                                  implemenation of A Dual Process Model for Optimizing Cross Entropy in Neural Networks
A Facial Feature Discovery Framework for Race Classification Using Deep Learning                                                                                  Byeong-hee Roh                                                                                  implemenation of A Facial Feature Discovery Framework for Race Classification Using Deep Learning
A Facial Feature Discovery Framework for Race Classification Using Deep Learning                                                                                  Irfan Uddin                                                                                  implemenation of A Facial Feature Discovery Framework for Race Classification Using Deep Learning
A Facial Feature Discovery Framework for Race Classification Using Deep Learning                                                                                  Jehad Ali                                                                                  implemenation of A Facial Feature Discovery Framework for Race Classification Using Deep Learning
A Facial Feature Discovery Framework for Race Classification Using Deep Learning                                                                                  Sahib Khan                                                                                  implemenation of A Facial Feature Discovery Framework for Race Classification Using Deep Learning
A Facial Feature Discovery Framework for Race Classification Using Deep Learning                                                                                  Khalil Khan                                                                                  implemenation of A Facial Feature Discovery Framework for Race Classification Using Deep Learning
A Fast Deep Learning Network for Automatic Image Auto-Straightening                                                                                  Andrei Zugravu                                                                                  implemenation of A Fast Deep Learning Network for Automatic Image Auto-Straightening
A Fast Deep Learning Network for Automatic Image Auto-Straightening                                                                                  Ionut Mironica                                                                                  implemenation of A Fast Deep Learning Network for Automatic Image Auto-Straightening
A Flow-Based Neural Network for Time Domain Speech Enhancement                                                                                  Bernd Edler                                                                                  implemenation of A Flow-Based Neural Network for Time Domain Speech Enhancement
A Flow-Based Neural Network for Time Domain Speech Enhancement                                                                                  Martin Strauss                                                                                  implemenation of A Flow-Based Neural Network for Time Domain Speech Enhancement
A Framework to Enhance Generalization of Deep Metric Learning methods using General Discriminative Feature Learning and Class Adversarial Neural Networks                                                                                  Karrar Al-Kaabi                                                                                  implemenation of A Framework to Enhance Generalization of Deep Metric Learning methods using General Discriminative Feature Learning and Class Adversarial Neural Networks
A Framework to Enhance Generalization of Deep Metric Learning methods using General Discriminative Feature Learning and Class Adversarial Neural Networks                                                                                  Davood Zabihzadeh                                                                                  implemenation of A Framework to Enhance Generalization of Deep Metric Learning methods using General Discriminative Feature Learning and Class Adversarial Neural Networks
A Framework to Enhance Generalization of Deep Metric Learning methods using General Discriminative Feature Learning and Class Adversarial Neural Networks                                                                                  Reza Monsefi                                                                                  implemenation of A Framework to Enhance Generalization of Deep Metric Learning methods using General Discriminative Feature Learning and Class Adversarial Neural Networks
A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration                                                                                  Yuhang Li                                                                                  implemenation of A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration
A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration                                                                                  Shi Gu                                                                                  implemenation of A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration
A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration                                                                                  Shikuang Deng                                                                                  implemenation of A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration
A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration                                                                                  Xin Dong                                                                                  implemenation of A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration
A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration                                                                                  Ruihao Gong                                                                                  implemenation of A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration
A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators                                                                                  Safeen Huda                                                                                  implemenation of A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators
A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators                                                                                  Ebrahim Songhori                                                                                  implemenation of A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators
A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators                                                                                  Anna Goldie                                                                                  implemenation of A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators
A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators                                                                                  Azalia Mirhoseini                                                                                  implemenation of A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators
A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators                                                                                  Dan Zhang                                                                                  implemenation of A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators
A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators                                                                                  Quoc Le                                                                                  implemenation of A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators
A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators                                                                                  Kartik Prabhu                                                                                  implemenation of A Full-Stack Search Technique for Domain Optimized Deep Learning Accelerators
A Fully Spiking Hybrid Neural Network for Energy-Efficient Object Detection                                                                                  Saibal Mukhopadhyay                                                                                  implemenation of A Fully Spiking Hybrid Neural Network for Energy-Efficient Object Detection
