Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_8.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        publicationDate
WiTUnet: A U-Shaped Architecture Integrating CNN and Transformer for Improved Feature Alignment and Local Information Fusion                                                                                  Bin Wang                                                                                  2024-04-15 00:00:00
WiTUnet: A U-Shaped Architecture Integrating CNN and Transformer for Improved Feature Alignment and Local Information Fusion                                                                                  Fei Deng                                                                                  2024-04-15 00:00:00
WiTUnet: A U-Shaped Architecture Integrating CNN and Transformer for Improved Feature Alignment and Local Information Fusion                                                                                  Zhixuan Zhang                                                                                  2024-04-15 00:00:00
WiTUnet: A U-Shaped Architecture Integrating CNN and Transformer for Improved Feature Alignment and Local Information Fusion                                                                                  Peifan Jiang                                                                                  2024-04-15 00:00:00
WiTUnet: A U-Shaped Architecture Integrating CNN and Transformer for Improved Feature Alignment and Local Information Fusion                                                                                  Shuang Wang                                                                                  2024-04-15 00:00:00
WiTUnet: A U-Shaped Architecture Integrating CNN and Transformer for Improved Feature Alignment and Local Information Fusion                                                                                  Xiao Han                                                                                  2024-04-15 00:00:00
XoFTR: Cross-modal Feature Matching Transformer                                                                                  A. Aydin Alatan                                                                                  2024-04-15 00:00:00
XoFTR: Cross-modal Feature Matching Transformer                                                                                  Sinan Kalkan                                                                                  2024-04-15 00:00:00
XoFTR: Cross-modal Feature Matching Transformer                                                                                  Önder Tuzcuoğlu                                                                                  2024-04-15 00:00:00
XoFTR: Cross-modal Feature Matching Transformer                                                                                  Aybora Köksal                                                                                  2024-04-15 00:00:00
XoFTR: Cross-modal Feature Matching Transformer                                                                                  Buğra Sofu                                                                                  2024-04-15 00:00:00
HANet: A Hierarchical Attention Network for Change Detection With Bitemporal Very-High-Resolution Remote Sensing Images                                                                                  Hongruixuan Chen                                                                                  2024-04-14 00:00:00
HANet: A Hierarchical Attention Network for Change Detection With Bitemporal Very-High-Resolution Remote Sensing Images                                                                                  HaoNan Guo                                                                                  2024-04-14 00:00:00
HANet: A Hierarchical Attention Network for Change Detection With Bitemporal Very-High-Resolution Remote Sensing Images                                                                                  Meiqi Hu                                                                                  2024-04-14 00:00:00
HANet: A Hierarchical Attention Network for Change Detection With Bitemporal Very-High-Resolution Remote Sensing Images                                                                                  Chen Wu                                                                                  2024-04-14 00:00:00
HANet: A Hierarchical Attention Network for Change Detection With Bitemporal Very-High-Resolution Remote Sensing Images                                                                                  Chengxi Han                                                                                  2024-04-14 00:00:00
Hierarchical Attention Models for Multi-Relational Graphs                                                                                  Wei Wang                                                                                  2024-04-14 00:00:00
Hierarchical Attention Models for Multi-Relational Graphs                                                                                  Yizhou Sun                                                                                  2024-04-14 00:00:00
Hierarchical Attention Models for Multi-Relational Graphs                                                                                  Roshni G. Iyer                                                                                  2024-04-14 00:00:00
Self-Selected Attention Span for Accelerating Large Language Model Inference                                                                                  Tian Jin                                                                                  2024-04-14 00:00:00
Self-Selected Attention Span for Accelerating Large Language Model Inference                                                                                  Sayeh Sharify                                                                                  2024-04-14 00:00:00
Self-Selected Attention Span for Accelerating Large Language Model Inference                                                                                  Xin Wang                                                                                  2024-04-14 00:00:00
Self-Selected Attention Span for Accelerating Large Language Model Inference                                                                                  Wanzin Yazar                                                                                  2024-04-14 00:00:00
Self-Selected Attention Span for Accelerating Large Language Model Inference                                                                                  Zifei Xu                                                                                  2024-04-14 00:00:00
TLDR at SemEval-2024 Task 2: T5-generated clinical-Language summaries for DeBERTa Report Analysis                                                                                  Shahriar Noroozizadeh                                                                                  2024-04-14 00:00:00
TLDR at SemEval-2024 Task 2: T5-generated clinical-Language summaries for DeBERTa Report Analysis                                                                                  Spandan Das                                                                                  2024-04-14 00:00:00
TLDR at SemEval-2024 Task 2: T5-generated clinical-Language summaries for DeBERTa Report Analysis                                                                                  Vinay Samuel                                                                                  2024-04-14 00:00:00
TransformerFAM: Feedback attention is working memory                                                                                  Weiran Wang                                                                                  2024-04-14 00:00:00
TransformerFAM: Feedback attention is working memory                                                                                  Khe Chai Sim                                                                                  2024-04-14 00:00:00
TransformerFAM: Feedback attention is working memory                                                                                  Zhuoyuan Huo                                                                                  2024-04-14 00:00:00
TransformerFAM: Feedback attention is working memory                                                                                  Dongseong Hwang                                                                                  2024-04-14 00:00:00
TransformerFAM: Feedback attention is working memory                                                                                  Pedro Moreno Mengibar                                                                                  2024-04-14 00:00:00
Weight Copy and Low-Rank Adaptation for Few-Shot Distillation of Vision Transformers                                                                                  Radu Tudor Ionescu                                                                                  2024-04-14 00:00:00
Weight Copy and Low-Rank Adaptation for Few-Shot Distillation of Vision Transformers                                                                                  Mariana-Iuliana Georgescu                                                                                  2024-04-14 00:00:00
Weight Copy and Low-Rank Adaptation for Few-Shot Distillation of Vision Transformers                                                                                  Andreea Iuliana Ionescu                                                                                  2024-04-14 00:00:00
Weight Copy and Low-Rank Adaptation for Few-Shot Distillation of Vision Transformers                                                                                  Tor Johansen                                                                                  2024-04-14 00:00:00
Weight Copy and Low-Rank Adaptation for Few-Shot Distillation of Vision Transformers                                                                                  Diana-Nicoleta Grigore                                                                                  2024-04-14 00:00:00
Weight Copy and Low-Rank Adaptation for Few-Shot Distillation of Vision Transformers                                                                                  Jon Alvarez Justo                                                                                  2024-04-14 00:00:00
Developing An Attention-Based Ensemble Learning Framework for Financial Portfolio Optimisation                                                                                  Vincent Tam                                                                                  2024-04-13 00:00:00
Developing An Attention-Based Ensemble Learning Framework for Financial Portfolio Optimisation                                                                                  Zhenglong Li                                                                                  2024-04-13 00:00:00
HEAT: Head-level Parameter Efficient Adaptation of Vision Transformers with Taylor-expansion Importance Scores                                                                                  Yao Zhou                                                                                  2024-04-13 00:00:00
HEAT: Head-level Parameter Efficient Adaptation of Vision Transformers with Taylor-expansion Importance Scores                                                                                  Yibo Zhong                                                                                  2024-04-13 00:00:00
A Novel Vision Transformer based Load Profile Analysis using Load Images as Inputs                                                                                  Kai Ye                                                                                  2024-04-12 00:00:00
A Novel Vision Transformer based Load Profile Analysis using Load Images as Inputs                                                                                  Yi Hu                                                                                  2024-04-12 00:00:00
A Novel Vision Transformer based Load Profile Analysis using Load Images as Inputs                                                                                  Hyeonjin Kim                                                                                  2024-04-12 00:00:00
A Novel Vision Transformer based Load Profile Analysis using Load Images as Inputs                                                                                  Ning Lu                                                                                  2024-04-12 00:00:00
BERT-LSH: Reducing Absolute Compute For Attention                                                                                  Kingston Yip                                                                                  2024-04-12 00:00:00
BERT-LSH: Reducing Absolute Compute For Attention                                                                                  ZeZheng Li                                                                                  2024-04-12 00:00:00
Data Limitations for Modeling Top-Down Effects on Drivers' Attention                                                                                  Iuliia Kotseruba                                                                                  2024-04-12 00:00:00
Data Limitations for Modeling Top-Down Effects on Drivers' Attention                                                                                  John K. Tsotsos                                                                                  2024-04-12 00:00:00
IFViT: Interpretable Fixed-Length Representation for Fingerprint Matching via Vision Transformer                                                                                  Zhe Jin                                                                                  2024-04-12 00:00:00
IFViT: Interpretable Fixed-Length Representation for Fingerprint Matching via Vision Transformer                                                                                  Xingbo Dong                                                                                  2024-04-12 00:00:00
IFViT: Interpretable Fixed-Length Representation for Fingerprint Matching via Vision Transformer                                                                                  Honghui Chen                                                                                  2024-04-12 00:00:00
IFViT: Interpretable Fixed-Length Representation for Fingerprint Matching via Vision Transformer                                                                                  Zheng Lin                                                                                  2024-04-12 00:00:00
IFViT: Interpretable Fixed-Length Representation for Fingerprint Matching via Vision Transformer                                                                                  Massimo Tistarelli                                                                                  2024-04-12 00:00:00
IFViT: Interpretable Fixed-Length Representation for Fingerprint Matching via Vision Transformer                                                                                  Yuhang Qiu                                                                                  2024-04-12 00:00:00
IFViT: Interpretable Fixed-Length Representation for Fingerprint Matching via Vision Transformer                                                                                  Iman Yi Liao                                                                                  2024-04-12 00:00:00
MSSTNet: A Multi-Scale Spatio-Temporal CNN-Transformer Network for Dynamic Facial Expression Recognition                                                                                  Fuji Ren                                                                                  2024-04-12 00:00:00
MSSTNet: A Multi-Scale Spatio-Temporal CNN-Transformer Network for Dynamic Facial Expression Recognition                                                                                  Linhuang Wang                                                                                  2024-04-12 00:00:00
MSSTNet: A Multi-Scale Spatio-Temporal CNN-Transformer Network for Dynamic Facial Expression Recognition                                                                                  Xin Kang                                                                                  2024-04-12 00:00:00
MSSTNet: A Multi-Scale Spatio-Temporal CNN-Transformer Network for Dynamic Facial Expression Recognition                                                                                  Fei Ding                                                                                  2024-04-12 00:00:00
MSSTNet: A Multi-Scale Spatio-Temporal CNN-Transformer Network for Dynamic Facial Expression Recognition                                                                                  Satoshi Nakagawa                                                                                  2024-04-12 00:00:00
Memory Traces: Are Transformers Tulving Machines?                                                                                  Jean-Marie Chauvet                                                                                  2024-04-12 00:00:00
Natural disasters and social entrepreneurship: An attention-based view                                                                                  Zhongfeng Su                                                                                  2024-04-12 00:00:00
Natural disasters and social entrepreneurship: An attention-based view                                                                                  Shihao Wei                                                                                  2024-04-12 00:00:00
Natural disasters and social entrepreneurship: An attention-based view                                                                                  Christopher Boudreaux                                                                                  2024-04-12 00:00:00
Natural disasters and social entrepreneurship: An attention-based view                                                                                  Zhan Wu                                                                                  2024-04-12 00:00:00
Pay Attention to Your Neighbours: Training-Free Open-Vocabulary Semantic Segmentation                                                                                  Ismail Ben Ayed                                                                                  2024-04-12 00:00:00
Pay Attention to Your Neighbours: Training-Free Open-Vocabulary Semantic Segmentation                                                                                  Jose Dolz                                                                                  2024-04-12 00:00:00
Pay Attention to Your Neighbours: Training-Free Open-Vocabulary Semantic Segmentation                                                                                  Sina Hajimiri                                                                                  2024-04-12 00:00:00
Synthetic Dataset Creation and Fine-Tuning of Transformer Models for Question Answering in Serbian                                                                                  Aleksa Cvetanović                                                                                  2024-04-12 00:00:00
Synthetic Dataset Creation and Fine-Tuning of Transformer Models for Question Answering in Serbian                                                                                  Predrag Tadić                                                                                  2024-04-12 00:00:00
TDANet: Target-Directed Attention Network For Object-Goal Visual Navigation With Zero-Shot Ability                                                                                  Feitian Zhang                                                                                  2024-04-12 00:00:00
TDANet: Target-Directed Attention Network For Object-Goal Visual Navigation With Zero-Shot Ability                                                                                  Shiwei Lian                                                                                  2024-04-12 00:00:00
TSLANet: Rethinking Transformers for Time Series Representation Learning                                                                                  Zhenghua Chen                                                                                  2024-04-12 00:00:00
TSLANet: Rethinking Transformers for Time Series Representation Learning                                                                                  XiaoLi Li                                                                                  2024-04-12 00:00:00
TSLANet: Rethinking Transformers for Time Series Representation Learning                                                                                  Mohamed Ragab                                                                                  2024-04-12 00:00:00
TSLANet: Rethinking Transformers for Time Series Representation Learning                                                                                  Min Wu                                                                                  2024-04-12 00:00:00
TSLANet: Rethinking Transformers for Time Series Representation Learning                                                                                  Emadeldeen Eldele                                                                                  2024-04-12 00:00:00
Transfer Learning Study of Motion Transformer-based Trajectory Predictions                                                                                  Lars Ullrich                                                                                  2024-04-12 00:00:00
Transfer Learning Study of Motion Transformer-based Trajectory Predictions                                                                                  Alex McMaster                                                                                  2024-04-12 00:00:00
Transfer Learning Study of Motion Transformer-based Trajectory Predictions                                                                                  Knut Graichen                                                                                  2024-04-12 00:00:00
Attention based End to end network for Offline Writer Identification on Word level data                                                                                  Vineet Kumar                                                                                  2024-04-11 00:00:00
Attention based End to end network for Offline Writer Identification on Word level data                                                                                  Suresh Sundaram                                                                                  2024-04-11 00:00:00
Attention-Aware Laparoscopic Image Desmoking Network with Lightness Embedding and Hybrid Guided Embedding                                                                                  Yili Fu                                                                                  2024-04-11 00:00:00
Attention-Aware Laparoscopic Image Desmoking Network with Lightness Embedding and Hybrid Guided Embedding                                                                                  Hao liu                                                                                  2024-04-11 00:00:00
Attention-Aware Laparoscopic Image Desmoking Network with Lightness Embedding and Hybrid Guided Embedding                                                                                  Bainan Liu                                                                                  2024-04-11 00:00:00
Attention-Aware Laparoscopic Image Desmoking Network with Lightness Embedding and Hybrid Guided Embedding                                                                                  Ziteng Liu                                                                                  2024-04-11 00:00:00
Attention-Aware Laparoscopic Image Desmoking Network with Lightness Embedding and Hybrid Guided Embedding                                                                                  Jiahua zhu                                                                                  2024-04-11 00:00:00
Attention-Aware Laparoscopic Image Desmoking Network with Lightness Embedding and Hybrid Guided Embedding                                                                                  Wenpeng Gao                                                                                  2024-04-11 00:00:00
Augmenting Knowledge Graph Hierarchies Using Neural Transformers                                                                                  Kosta Blank                                                                                  2024-04-11 00:00:00
Augmenting Knowledge Graph Hierarchies Using Neural Transformers                                                                                  Jayant Kumar                                                                                  2024-04-11 00:00:00
Augmenting Knowledge Graph Hierarchies Using Neural Transformers                                                                                  Tracy King                                                                                  2024-04-11 00:00:00
Augmenting Knowledge Graph Hierarchies Using Neural Transformers                                                                                  Sanat Sharma                                                                                  2024-04-11 00:00:00
Augmenting Knowledge Graph Hierarchies Using Neural Transformers                                                                                  Mayank Poddar                                                                                  2024-04-11 00:00:00
Extending Translate-Train for ColBERT-X to African Language CLIR                                                                                  Eugene Yang                                                                                  2024-04-11 00:00:00
Extending Translate-Train for ColBERT-X to African Language CLIR                                                                                  Dawn J. Lawrie                                                                                  2024-04-11 00:00:00
Extending Translate-Train for ColBERT-X to African Language CLIR                                                                                  Paul McNamee                                                                                  2024-04-11 00:00:00
Extending Translate-Train for ColBERT-X to African Language CLIR                                                                                  James Mayfield                                                                                  2024-04-11 00:00:00
Graph Attention Network for Lane-Wise and Topology-Invariant Intersection Traffic Simulation                                                                                  Sanjay Ranka                                                                                  2024-04-11 00:00:00
Graph Attention Network for Lane-Wise and Topology-Invariant Intersection Traffic Simulation                                                                                  Anand Rangarajan                                                                                  2024-04-11 00:00:00
Graph Attention Network for Lane-Wise and Topology-Invariant Intersection Traffic Simulation                                                                                  Rahul Sengupta                                                                                  2024-04-11 00:00:00
Graph Attention Network for Lane-Wise and Topology-Invariant Intersection Traffic Simulation                                                                                  Yashaswi Karnati                                                                                  2024-04-11 00:00:00
Graph Attention Network for Lane-Wise and Topology-Invariant Intersection Traffic Simulation                                                                                  Nooshin Yousefzadeh                                                                                  2024-04-11 00:00:00
Graph Integrated Language Transformers for Next Action Prediction in Complex Phone Calls                                                                                  Youngseo Son                                                                                  2024-04-11 00:00:00
Graph Integrated Language Transformers for Next Action Prediction in Complex Phone Calls                                                                                  Arushi Raghuvanshi                                                                                  2024-04-11 00:00:00
Graph Integrated Language Transformers for Next Action Prediction in Complex Phone Calls                                                                                  Akil Iyer                                                                                  2024-04-11 00:00:00
Graph Integrated Language Transformers for Next Action Prediction in Complex Phone Calls                                                                                  Amin Hosseiny Marani                                                                                  2024-04-11 00:00:00
Graph Integrated Language Transformers for Next Action Prediction in Complex Phone Calls                                                                                  Manas Paldhe                                                                                  2024-04-11 00:00:00
Graph Integrated Language Transformers for Next Action Prediction in Complex Phone Calls                                                                                  Ulie Schnaithmann                                                                                  2024-04-11 00:00:00
How is Visual Attention Influenced by Text Guidance? Database and Model                                                                                  Guangtao Zhai                                                                                  2024-04-11 00:00:00
How is Visual Attention Influenced by Text Guidance? Database and Model                                                                                  Xiongkuo Min                                                                                  2024-04-11 00:00:00
How is Visual Attention Influenced by Text Guidance? Database and Model                                                                                  Huiyu Duan                                                                                  2024-04-11 00:00:00
How is Visual Attention Influenced by Text Guidance? Database and Model                                                                                  Yinan Sun                                                                                  2024-04-11 00:00:00
LATTE: Low-Precision Approximate Attention with Head-wise Trainable Threshold for Efficient Transformer                                                                                  Wu                                                                                  2024-04-11 00:00:00
LATTE: Low-Precision Approximate Attention with Head-wise Trainable Threshold for Efficient Transformer                                                                                  Jiing-Ping Wang                                                                                  2024-04-11 00:00:00
LATTE: Low-Precision Approximate Attention with Head-wise Trainable Threshold for Efficient Transformer                                                                                  Ming-Guang Lin                                                                                  2024-04-11 00:00:00
LATTE: Low-Precision Approximate Attention with Head-wise Trainable Threshold for Efficient Transformer                                                                                  An-Yeu                                                                                  2024-04-11 00:00:00
Learning Hamiltonian Dynamics with Reproducing Kernel Hilbert Spaces and Random Features                                                                                  Olav Egeland                                                                                  2024-04-11 00:00:00
Learning Hamiltonian Dynamics with Reproducing Kernel Hilbert Spaces and Random Features                                                                                  Torbjørn Smith                                                                                  2024-04-11 00:00:00
PillarTrack: Redesigning Pillar-based Transformer Network for Single Object Tracking on Point Clouds                                                                                  Weisheng Xu                                                                                  2024-04-11 00:00:00
PillarTrack: Redesigning Pillar-based Transformer Network for Single Object Tracking on Point Clouds                                                                                  Zhihang Yuan                                                                                  2024-04-11 00:00:00
PillarTrack: Redesigning Pillar-based Transformer Network for Single Object Tracking on Point Clouds                                                                                  Sifan Zhou                                                                                  2024-04-11 00:00:00
Progressive Semantic-Guided Vision Transformer for Zero-Shot Learning                                                                                  Salman Khan                                                                                  2024-04-11 00:00:00
Progressive Semantic-Guided Vision Transformer for Zero-Shot Learning                                                                                  Shiming Chen                                                                                  2024-04-11 00:00:00
Progressive Semantic-Guided Vision Transformer for Zero-Shot Learning                                                                                  Fahad Shahbaz Khan                                                                                  2024-04-11 00:00:00
Progressive Semantic-Guided Vision Transformer for Zero-Shot Learning                                                                                  Wenjin Hou                                                                                  2024-04-11 00:00:00
Protein intrinsic disorder prediction using Attention U-Net and ProtTrans protein language model                                                                                  Krzysztof Kotowski                                                                                  2024-04-11 00:00:00
Protein intrinsic disorder prediction using Attention U-Net and ProtTrans protein language model                                                                                  Katarzyna Stapor                                                                                  2024-04-11 00:00:00
Protein intrinsic disorder prediction using Attention U-Net and ProtTrans protein language model                                                                                  Irena Roterman                                                                                  2024-04-11 00:00:00
RMAFF-PSN: A Residual Multi-Scale Attention Feature Fusion Photometric Stereo Network                                                                                  Lin Qi                                                                                  2024-04-11 00:00:00
RMAFF-PSN: A Residual Multi-Scale Attention Feature Fusion Photometric Stereo Network                                                                                  Junyu Dong                                                                                  2024-04-11 00:00:00
RMAFF-PSN: A Residual Multi-Scale Attention Feature Fusion Photometric Stereo Network                                                                                  Kaixuan Wang                                                                                  2024-04-11 00:00:00
RMAFF-PSN: A Residual Multi-Scale Attention Feature Fusion Photometric Stereo Network                                                                                  Kai Luo                                                                                  2024-04-11 00:00:00
RMAFF-PSN: A Residual Multi-Scale Attention Feature Fusion Photometric Stereo Network                                                                                  Yakun Ju                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Aleksandar Botev                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Armand Joulin                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  David Budden                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Olivier Bachem                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Raia Hadsell                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Razvan Pascanu                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Guillaume Desjardins                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Leonard Berrada                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Surya Bhupatiraju                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Laurent SIfre                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Noah Fiedel                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Phil Culliton                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Soham De                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Sharad Vikram                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Robert Dadashi                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Andy Brock                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Léonard Hussenot                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Sebastian Borgeaud                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Ruba Haroun                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Sertan Girgin                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Shreya Pathak                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Kathleen Kenealy                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Mihir Sanjay Kale                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Arnaud Doucet                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Demis Hassabis                                                                                  2024-04-11 00:00:00
RecurrentGemma: Moving Past Transformers for Efficient Open Language Models                                                                                  Koray Kavukcuoglu                                                                                  2024-04-11 00:00:00
