Result of /data/leuven/370/vsc37064/new_queries_named_graph_pwc/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
ABC: A Big CAD Model Dataset For Geometric Deep Learning                                                                                  Evgeny Burnaev                                                                                  implemenation of ABC: A Big CAD Model Dataset For Geometric Deep Learning
CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation                                                                                  Ge Li                                                                                  implemenation of CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation
Convolutional Recurrent Neural Networks for Polyphonic Sound Event Detection                                                                                  Giambattista Parascandolo                                                                                  implemenation of Convolutional Recurrent Neural Networks for Polyphonic Sound Event Detection
Deep Learning Logo Detection with Data Expansion by Synthesising Context                                                                                  Hang Su                                                                                  implemenation of Deep Learning Logo Detection with Data Expansion by Synthesising Context
Challenges in Representation Learning: A report on three machine learning contests                                                                                  John Shawe-Taylor                                                                                  implemenation of Challenges in Representation Learning: A report on three machine learning contests
Deep Learning to Segment Pelvic Bones: Large-scale CT Datasets and Baseline Models                                                                                  Jun Li                                                                                  implemenation of Deep Learning to Segment Pelvic Bones: Large-scale CT Datasets and Baseline Models
Can neural networks understand monotonicity reasoning?                                                                                  Kentaro Inui                                                                                  implemenation of Can neural networks understand monotonicity reasoning?
Deep Learning Based Multi-modal Addressee Recognition in Visual Scenes with Utterances                                                                                  Koichi Shinoda                                                                                  implemenation of Deep Learning Based Multi-modal Addressee Recognition in Visual Scenes with Utterances
Deep Multi-scale Convolutional Neural Network for Dynamic Scene Deblurring                                                                                  Kyoung Mu Lee                                                                                  implemenation of Deep Multi-scale Convolutional Neural Network for Dynamic Scene Deblurring
CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation                                                                                  Lidong Zhou                                                                                  implemenation of CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation
Crowd counting via scale-adaptive convolutional neural network                                                                                  Lu Zhang                                                                                  implemenation of Crowd counting via scale-adaptive convolutional neural network
Challenges in Representation Learning: A report on three machine learning contests                                                                                  Maxim Milakov                                                                                  implemenation of Challenges in Representation Learning: A report on three machine learning contests
CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation                                                                                  Ming Zhou                                                                                  implemenation of CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation
DFUNet: Convolutional Neural Networks for Diabetic Foot Ulcer Classification                                                                                  Moi Hoon Yap                                                                                  implemenation of DFUNet: Convolutional Neural Networks for Diabetic Foot Ulcer Classification
Automatic Academic Paper Rating Based on Modularized Hierarchical Convolutional Neural Network                                                                                  Pengcheng Yang                                                                                  implemenation of Automatic Academic Paper Rating Based on Modularized Hierarchical Convolutional Neural Network
Algorithms for Semantic Segmentation of Multispectral Remote Sensing Imagery using Deep Learning                                                                                  Ronald Kemker                                                                                  implemenation of Algorithms for Semantic Segmentation of Multispectral Remote Sensing Imagery using Deep Learning
AxCell: Automatic Extraction of Results from Machine Learning Papers                                                                                  Sebastian Riedel                                                                                  implemenation of AxCell: Automatic Extraction of Results from Machine Learning Papers
Deep Multi-scale Convolutional Neural Network for Dynamic Scene Deblurring                                                                                  Seungjun Nah                                                                                  implemenation of Deep Multi-scale Convolutional Neural Network for Dynamic Scene Deblurring
Deep Learning Logo Detection with Data Expansion by Synthesising Context                                                                                  Shaogang Gong                                                                                  implemenation of Deep Learning Logo Detection with Data Expansion by Synthesising Context
CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation                                                                                  Shuai Lu                                                                                  implemenation of CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation
CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation                                                                                  Shuo Ren                                                                                  implemenation of CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation
Deep Multi-scale Convolutional Neural Network for Dynamic Scene Deblurring                                                                                  Tae Hyun Kim                                                                                  implemenation of Deep Multi-scale Convolutional Neural Network for Dynamic Scene Deblurring
Deep Learning Based Multi-modal Addressee Recognition in Visual Scenes with Utterances                                                                                  Thao Minh Le                                                                                  implemenation of Deep Learning Based Multi-modal Addressee Recognition in Visual Scenes with Utterances
DDD20 End-to-End Event Camera Driving Dataset: Fusing Frames and Events with Deep Learning for Improved Steering Prediction                                                                                  Tobi Delbruck                                                                                  implemenation of DDD20 End-to-End Event Camera Driving Dataset: Fusing Frames and Events with Deep Learning for Improved Steering Prediction
Deep Learning Face Attributes in the Wild                                                                                  Xiaogang Wang                                                                                  implemenation of Deep Learning Face Attributes in the Wild
Automatic Academic Paper Rating Based on Modularized Hierarchical Convolutional Neural Network                                                                                  Xu sun                                                                                  implemenation of Automatic Academic Paper Rating Based on Modularized Hierarchical Convolutional Neural Network
Challenges in Representation Learning: A report on three machine learning contests                                                                                  Yingbo Zhou                                                                                  implemenation of Challenges in Representation Learning: A report on three machine learning contests
An Empirical Investigation of Catastrophic Forgetting in Gradient-Based Neural Networks                                                                                  Yoshua Bengio                                                                                  implemenation of An Empirical Investigation of Catastrophic Forgetting in Gradient-Based Neural Networks
Benchmarking Graph Neural Networks                                                                                  Yoshua Bengio                                                                                  implemenation of Benchmarking Graph Neural Networks
Challenges in Representation Learning: A report on three machine learning contests                                                                                  Yoshua Bengio                                                                                  implemenation of Challenges in Representation Learning: A report on three machine learning contests
Deep Learning the City : Quantifying Urban Perception At A Global Scale                                                                                  Abhimanyu Dubey                                                                                  implemenation of Deep Learning the City : Quantifying Urban Perception At A Global Scale
ABC: A Big CAD Model Dataset For Geometric Deep Learning                                                                                  Alexey Artemov                                                                                  implemenation of ABC: A Big CAD Model Dataset For Geometric Deep Learning
Accelerating the Super-Resolution Convolutional Neural Network                                                                                  Chao Dong                                                                                  implemenation of Accelerating the Super-Resolution Convolutional Neural Network
Can neural networks understand monotonicity reasoning?                                                                                  Daisuke Bekki                                                                                  implemenation of Can neural networks understand monotonicity reasoning?
Brain-Score: Which Artificial Neural Network for Object Recognition is most Brain-Like?                                                                                  Daniel L. K. Yamins                                                                                  implemenation of Brain-Score: Which Artificial Neural Network for Object Recognition is most Brain-Like?
Artist Similarity with Graph Neural Networks                                                                                  Filip Korzeniowski                                                                                  implemenation of Artist Similarity with Graph Neural Networks
0/1 Deep Neural Networks via Block Coordinate Descent                                                                                  Geoffrey Ye Li                                                                                  implemenation of 0/1 Deep Neural Networks via Block Coordinate Descent
A deep learning approach to identify unhealthy advertisements in street view images                                                                                  Gregory Palmer                                                                                  implemenation of A deep learning approach to identify unhealthy advertisements in street view images
Can neural networks understand monotonicity reasoning?                                                                                  Hitomi Yanaka                                                                                  implemenation of Can neural networks understand monotonicity reasoning?
Challenges in Representation Learning: A report on three machine learning contests                                                                                  James Bergstra                                                                                  implemenation of Challenges in Representation Learning: A report on three machine learning contests
Can neural networks understand monotonicity reasoning?                                                                                  Johan Bos                                                                                  implemenation of Can neural networks understand monotonicity reasoning?
Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images                                                                                  Kevin Dhaliwal                                                                                  implemenation of Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images
Can neural networks understand monotonicity reasoning?                                                                                  Koji Mineshima                                                                                  implemenation of Can neural networks understand monotonicity reasoning?
Can neural networks understand monotonicity reasoning?                                                                                  Lasha Abzianidze                                                                                  implemenation of Can neural networks understand monotonicity reasoning?
Can Graph Neural Networks Count Substructures?                                                                                  Lei Chen                                                                                  implemenation of Can Graph Neural Networks Count Substructures?
Applying Deep Learning to Answer Selection: A Study and An Open Task                                                                                  Lidan Wang                                                                                  implemenation of Applying Deep Learning to Answer Selection: A Study and An Open Task
Bridge the Gap Between VQA and Human Behavior on Omnidirectional Video: A Large-Scale Dataset and a Deep Learning Model                                                                                  Mai Xu                                                                                  implemenation of Bridge the Gap Between VQA and Human Behavior on Omnidirectional Video: A Large-Scale Dataset and a Deep Learning Model
Brain-Score: Which Artificial Neural Network for Object Recognition is most Brain-Like?                                                                                  Martin Schrimpf                                                                                  implemenation of Brain-Score: Which Artificial Neural Network for Object Recognition is most Brain-Like?
An Empirical Investigation of Catastrophic Forgetting in Gradient-Based Neural Networks                                                                                  Mehdi Mirza                                                                                  implemenation of An Empirical Investigation of Catastrophic Forgetting in Gradient-Based Neural Networks
Challenges in Representation Learning: A report on three machine learning contests                                                                                  Mehdi Mirza                                                                                  implemenation of Challenges in Representation Learning: A report on three machine learning contests
Deep Learning the City : Quantifying Urban Perception At A Global Scale                                                                                  Nikhil Naik                                                                                  implemenation of Deep Learning the City : Quantifying Urban Perception At A Global Scale
Deep Learning Based Multi-modal Addressee Recognition in Visual Scenes with Utterances                                                                                  Nobuyuki Shimizu                                                                                  implemenation of Deep Learning Based Multi-modal Addressee Recognition in Visual Scenes with Utterances
Deep Learning Face Attributes in the Wild                                                                                  Ping Luo                                                                                  implemenation of Deep Learning Face Attributes in the Wild
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Prabhat                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
A deep learning approach to identify unhealthy advertisements in street view images                                                                                  Rahul Savani                                                                                  implemenation of A deep learning approach to identify unhealthy advertisements in street view images
Can Graph Neural Networks Count Substructures?                                                                                  Soledad Villar                                                                                  implemenation of Can Graph Neural Networks Count Substructures?
Deep Learning for Person Re-identification: A Survey and Outlook                                                                                  Steven C. H. Hoi                                                                                  implemenation of Deep Learning for Person Re-identification: A Survey and Outlook
Benchmarking Graph Neural Networks                                                                                  Thomas Laurent                                                                                  implemenation of Benchmarking Graph Neural Networks
Benchmarking Graph Neural Networks                                                                                  Xavier Bresson                                                                                  implemenation of Benchmarking Graph Neural Networks
Bridge the Gap Between VQA and Human Behavior on Omnidirectional Video: A Large-Scale Dataset and a Deep Learning Model                                                                                  Zulin Wang                                                                                  implemenation of Bridge the Gap Between VQA and Human Behavior on Omnidirectional Video: A Large-Scale Dataset and a Deep Learning Model
An ecologically motivated image dataset for deep learning yields better models of human vision                                                                                  Courtney J. Spoerer                                                                                  implemenation of An ecologically motivated image dataset for deep learning yields better models of human vision
Chickenpox Cases in Hungary: a Benchmark Dataset for Spatiotemporal Signal Processing with Graph Neural Networks                                                                                  Tamas Ferenci                                                                                  implemenation of Chickenpox Cases in Hungary: a Benchmark Dataset for Spatiotemporal Signal Processing with Graph Neural Networks
AstroVision: Towards Autonomous Feature Detection and Description for Missions to Small Bodies Using Deep Learning                                                                                  Katherine Skinner                                                                                  implemenation of AstroVision: Towards Autonomous Feature Detection and Description for Missions to Small Bodies Using Deep Learning
AstroVision: Towards Autonomous Feature Detection and Description for Missions to Small Bodies Using Deep Learning                                                                                  Mehregan Dor                                                                                  implemenation of AstroVision: Towards Autonomous Feature Detection and Description for Missions to Small Bodies Using Deep Learning
Contextual Hybrid Session-based News Recommendation with Recurrent Neural Networks                                                                                  Adilson Marques da Cunha                                                                                  implemenation of Contextual Hybrid Session-based News Recommendation with Recurrent Neural Networks
CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation                                                                                  Ambrosio Blanco                                                                                  implemenation of CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Amrita Mathuriya                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Carole Lartizien                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation                                                                                  Daya Guo                                                                                  implemenation of CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation
Deep Depth from Defocus: how can defocus blur improve 3D estimation using dense neural networks?                                                                                  Frédéric Champagnat                                                                                  implemenation of Deep Depth from Defocus: how can defocus blur improve 3D estimation using dense neural networks?
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  James Arnemann                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Jason Sewall                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
A Dataset of Laryngeal Endoscopic Images with Comparative Study on Convolution Neural Network Based Semantic Segmentation                                                                                  Jens Bicker                                                                                  implemenation of A Dataset of Laryngeal Endoscopic Images with Comparative Study on Convolution Neural Network Based Semantic Segmentation
Brain-Score: Which Artificial Neural Network for Object Recognition is most Brain-Like?                                                                                  Kohitij Kar                                                                                  implemenation of Brain-Score: Which Artificial Neural Network for Object Recognition is most Brain-Like?
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Kristyn Maschoff                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
A Dataset of Laryngeal Endoscopic Images with Comparative Study on Convolution Neural Network Based Semantic Segmentation                                                                                  Lüder A. Kahrs                                                                                  implemenation of A Dataset of Laryngeal Endoscopic Images with Comparative Study on Convolution Neural Network Based Semantic Segmentation
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Lei Shao                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
Deep Depth from Defocus: how can defocus blur improve 3D estimation using dense neural networks?                                                                                  Marcela Carvalho                                                                                  implemenation of Deep Depth from Defocus: how can defocus blur improve 3D estimation using dense neural networks?
A Dataset of Laryngeal Endoscopic Images with Comparative Study on Convolution Neural Network Based Semantic Segmentation                                                                                  Max-Heinrich Laves                                                                                  implemenation of A Dataset of Laryngeal Endoscopic Images with Comparative Study on Convolution Neural Network Based Semantic Segmentation
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Mike Ringenburg                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Nalini Kumar                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
Can neural networks understand monotonicity reasoning?                                                                                  Satoshi Sekine                                                                                  implemenation of Can neural networks understand monotonicity reasoning?
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Simon J. Pennycook                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Siyu He                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
A Dataset of Laryngeal Endoscopic Images with Comparative Study on Convolution Neural Network Based Semantic Segmentation                                                                                  Tobias Ortmaier                                                                                  implemenation of A Dataset of Laryngeal Endoscopic Images with Comparative Study on Convolution Neural Network Based Semantic Segmentation
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Tuomas Karna                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
CosmoFlow: Using Deep Learning to Learn the Universe at Scale                                                                                  Victor Lee                                                                                  implemenation of CosmoFlow: Using Deep Learning to Learn the Universe at Scale
A Machine Learning Surrogate Modeling Benchmark for Temperature Field Reconstruction of Heat-Source Systems                                                                                  Zhiqiang Gong                                                                                  implemenation of A Machine Learning Surrogate Modeling Benchmark for Temperature Field Reconstruction of Heat-Source Systems
A Deep Learning Framework for Assessing Physical Rehabilitation Exercises                                                                                  A. Vakanski                                                                                  implemenation of A Deep Learning Framework for Assessing Physical Rehabilitation Exercises
ABC: A Big CAD Model Dataset For Geometric Deep Learning                                                                                  Albert Matveev                                                                                  implemenation of ABC: A Big CAD Model Dataset For Geometric Deep Learning
Deep Learning for Classical Japanese Literature                                                                                  Asanobu Kitamoto                                                                                  implemenation of Deep Learning for Classical Japanese Literature
ABC: A Big CAD Model Dataset For Geometric Deep Learning                                                                                  Francis Williams                                                                                  implemenation of ABC: A Big CAD Model Dataset For Geometric Deep Learning
Deep Learning for Classical Japanese Literature                                                                                  Kazuaki Yamamoto                                                                                  implemenation of Deep Learning for Classical Japanese Literature
Arabic Text Diacritization Using Deep Neural Networks                                                                                  Mahmoud Al-Ayyoub                                                                                  implemenation of Arabic Text Diacritization Using Deep Neural Networks
ABC: A Big CAD Model Dataset For Geometric Deep Learning                                                                                  Marc Alexa                                                                                  implemenation of ABC: A Big CAD Model Dataset For Geometric Deep Learning
A Multi-Stream Bi-Directional Recurrent Neural Network for Fine-Grained Action Detection                                                                                  Michael Jones                                                                                  implemenation of A Multi-Stream Bi-Directional Recurrent Neural Network for Fine-Grained Action Detection
ABC: A Big CAD Model Dataset For Geometric Deep Learning                                                                                  Sebastian Koch                                                                                  implemenation of ABC: A Big CAD Model Dataset For Geometric Deep Learning
Deep Learning for Classical Japanese Literature                                                                                  Tarin Clanuwat                                                                                  implemenation of Deep Learning for Classical Japanese Literature
Complex reaction processes in combustion unraveled by neural network-based molecular dynamics simulation                                                                                  Tong Zhu                                                                                  implemenation of Complex reaction processes in combustion unraveled by neural network-based molecular dynamics simulation
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Andreas Østvik                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Erik Andreas Rye Berg                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Erik Smistad                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Florian Espinosa                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Frederic Cervenansky                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Lasse Lovstakken                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
Chickenpox Cases in Hungary: a Benchmark Dataset for Spatiotemporal Signal Processing with Graph Neural Networks                                                                                  Paul Scherer                                                                                  implemenation of Chickenpox Cases in Hungary: a Benchmark Dataset for Spatiotemporal Signal Processing with Graph Neural Networks
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Sarah Leclerc                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Thomas Grenier                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography                                                                                  Torvald Espeland                                                                                  implemenation of Deep Learning for Segmentation using an Open Large-Scale Dataset in 2D Echocardiography
A Tailored Convolutional Neural Network for Nonlinear Manifold Learning of Computational Physics Data using Unstructured Spatial Discretizations                                                                                  Kevin Potter                                                                                  implemenation of A Tailored Convolutional Neural Network for Nonlinear Manifold Learning of Computational Physics Data using Unstructured Spatial Discretizations
A deep learning approach to identify unhealthy advertisements in street view images                                                                                  Mark Green                                                                                  implemenation of A deep learning approach to identify unhealthy advertisements in street view images
AI Playground: Unreal Engine-based Data Ablation Tool for Deep Learning                                                                                  Mehdi Mousavi                                                                                  implemenation of AI Playground: Unreal Engine-based Data Ablation Tool for Deep Learning
Blockchain-Federated-Learning and Deep Learning Models for COVID-19 detection using CT Imaging                                                                                  Sidra Shafiq                                                                                  implemenation of Blockchain-Federated-Learning and Deep Learning Models for COVID-19 detection using CT Imaging
A Hybrid Deep Learning Model for Arabic Text Recognition                                                                                  Nadim Obeid                                                                                  implemenation of A Hybrid Deep Learning Model for Arabic Text Recognition
DLBCL-Morph: Morphological features computed using deep learning for an annotated digital DLBCL image set                                                                                  Ranjana H. Advani                                                                                  implemenation of DLBCL-Morph: Morphological features computed using deep learning for an annotated digital DLBCL image set
Deep Learning to Segment Pelvic Bones: Large-scale CT Datasets and Baseline Models                                                                                  Chunpeng Zhao                                                                                  implemenation of Deep Learning to Segment Pelvic Bones: Large-scale CT Datasets and Baseline Models
Deep Learning to Segment Pelvic Bones: Large-scale CT Datasets and Baseline Models                                                                                  Honghu Xiao                                                                                  implemenation of Deep Learning to Segment Pelvic Bones: Large-scale CT Datasets and Baseline Models
Deep Learning to Segment Pelvic Bones: Large-scale CT Datasets and Baseline Models                                                                                  Xinbao Wu                                                                                  implemenation of Deep Learning to Segment Pelvic Bones: Large-scale CT Datasets and Baseline Models
A Convolutional Neural Network for Point Cloud Instance Segmentation in Cluttered Scene Trained by Synthetic Data Without Color                                                                                  Kazuhiro Kosuge                                                                                  implemenation of A Convolutional Neural Network for Point Cloud Instance Segmentation in Cluttered Scene Trained by Synthetic Data Without Color
A Convolutional Neural Network for Point Cloud Instance Segmentation in Cluttered Scene Trained by Synthetic Data Without Color                                                                                  Shogo Arai                                                                                  implemenation of A Convolutional Neural Network for Point Cloud Instance Segmentation in Cluttered Scene Trained by Synthetic Data Without Color
'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks                                                                                  Sai Mitheran                                                                                  implemenation of 'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks
Brightfield vs Fluorescent Staining Dataset–A Test Bed Image Set for Machine Learning based Virtual Staining                                                                                  Aleksandr M. Sinitca                                                                                  implemenation of Brightfield vs Fluorescent Staining Dataset–A Test Bed Image Set for Machine Learning based Virtual Staining
Brightfield vs Fluorescent Staining Dataset–A Test Bed Image Set for Machine Learning based Virtual Staining                                                                                  Mikhail I. Bogachev                                                                                  implemenation of Brightfield vs Fluorescent Staining Dataset–A Test Bed Image Set for Machine Learning based Virtual Staining
An Empirical Investigation of Catastrophic Forgetting in Gradient-Based Neural Networks                                                                                  Aaron Courville                                                                                  implemenation of An Empirical Investigation of Catastrophic Forgetting in Gradient-Based Neural Networks
Challenges in Representation Learning: A report on three machine learning contests                                                                                  Aaron Courville                                                                                  implemenation of Challenges in Representation Learning: A report on three machine learning contests
DFUNet: Convolutional Neural Networks for Diabetic Foot Ulcer Classification                                                                                  Adrian K. Davison                                                                                  implemenation of DFUNet: Convolutional Neural Networks for Diabetic Foot Ulcer Classification
Deep Learning for Classical Japanese Literature                                                                                  Alex Lamb                                                                                  implemenation of Deep Learning for Classical Japanese Literature
Deep Depth from Defocus: how can defocus blur improve 3D estimation using dense neural networks?                                                                                  Bertrand Le Saux                                                                                  implemenation of Deep Depth from Defocus: how can defocus blur improve 3D estimation using dense neural networks?
