Result of /data/leuven/370/vsc37064/new_queries_named_graph_join_order/query_32.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
characteristicName                                                                featureCount
FCFP6_1024_531 data-type                                                                                  1083
FCFP6_1024_531 number of missing values                                                                                  1083
FCFP6_1024_532 data-type                                                                                  1083
FCFP6_1024_532 number of missing values                                                                                  1083
FCFP6_1024_534 data-type                                                                                  1083
FCFP6_1024_534 number of missing values                                                                                  1083
FCFP6_1024_535 data-type                                                                                  1083
FCFP6_1024_535 number of missing values                                                                                  1083
FCFP6_1024_536 data-type                                                                                  1083
FCFP6_1024_538 number of missing values                                                                                  1083
FCFP6_1024_541 data-type                                                                                  1083
FCFP6_1024_541 number of missing values                                                                                  1083
FCFP6_1024_542 data-type                                                                                  1083
FCFP6_1024_542 number of missing values                                                                                  1083
FCFP6_1024_543 number of missing values                                                                                  1083
FCFP6_1024_544 data-type                                                                                  1083
FCFP6_1024_546 data-type                                                                                  1083
FCFP6_1024_546 number of missing values                                                                                  1083
FCFP6_1024_547 data-type                                                                                  1083
FCFP6_1024_547 number of missing values                                                                                  1083
FCFP6_1024_54 data-type                                                                                  1083
FCFP6_1024_54 number of missing values                                                                                  1083
FCFP6_1024_552 number of missing values                                                                                  1083
FCFP6_1024_553 data-type                                                                                  1083
FCFP6_1024_555 data-type                                                                                  1083
FCFP6_1024_555 number of missing values                                                                                  1083
FCFP6_1024_558 number of missing values                                                                                  1083
FCFP6_1024_559 number of missing values                                                                                  1083
FCFP6_1024_560 data-type                                                                                  1083
FCFP6_1024_560 number of missing values                                                                                  1083
FCFP6_1024_561 number of missing values                                                                                  1083
FCFP6_1024_563 data-type                                                                                  1083
FCFP6_1024_563 number of missing values                                                                                  1083
FCFP6_1024_565 data-type                                                                                  1083
FCFP6_1024_565 number of missing values                                                                                  1083
FCFP6_1024_566 data-type                                                                                  1083
FCFP6_1024_567 number of missing values                                                                                  1083
FCFP6_1024_56 data-type                                                                                  1083
FCFP6_1024_570 data-type                                                                                  1083
FCFP6_1024_570 number of missing values                                                                                  1083
FCFP6_1024_571 data-type                                                                                  1083
FCFP6_1024_571 number of missing values                                                                                  1083
FCFP6_1024_579 number of missing values                                                                                  1083
FCFP6_1024_580 data-type                                                                                  1083
FCFP6_1024_581 data-type                                                                                  1083
FCFP6_1024_582 data-type                                                                                  1083
FCFP6_1024_585 number of missing values                                                                                  1083
FCFP6_1024_587 data-type                                                                                  1083
FCFP6_1024_587 number of missing values                                                                                  1083
FCFP6_1024_588 data-type                                                                                  1083
FCFP6_1024_589 data-type                                                                                  1083
FCFP6_1024_590 data-type                                                                                  1083
FCFP6_1024_594 data-type                                                                                  1083
FCFP6_1024_595 data-type                                                                                  1083
FCFP6_1024_595 number of missing values                                                                                  1083
FCFP6_1024_596 data-type                                                                                  1083
FCFP6_1024_596 number of missing values                                                                                  1083
FCFP6_1024_597 data-type                                                                                  1083
FCFP6_1024_597 number of missing values                                                                                  1083
FCFP6_1024_59 data-type                                                                                  1083
FCFP6_1024_59 number of missing values                                                                                  1083
FCFP6_1024_604 number of missing values                                                                                  1083
FCFP6_1024_605 data-type                                                                                  1083
FCFP6_1024_605 number of missing values                                                                                  1083
FCFP6_1024_606 data-type                                                                                  1083
FCFP6_1024_606 number of missing values                                                                                  1083
FCFP6_1024_607 data-type                                                                                  1083
FCFP6_1024_608 data-type                                                                                  1083
FCFP6_1024_608 number of missing values                                                                                  1083
FCFP6_1024_609 data-type                                                                                  1083
FCFP6_1024_609 number of missing values                                                                                  1083
FCFP6_1024_611 number of missing values                                                                                  1083
FCFP6_1024_612 data-type                                                                                  1083
FCFP6_1024_613 number of missing values                                                                                  1083
FCFP6_1024_614 data-type                                                                                  1083
FCFP6_1024_614 number of missing values                                                                                  1083
FCFP6_1024_615 data-type                                                                                  1083
FCFP6_1024_615 number of missing values                                                                                  1083
FCFP6_1024_616 data-type                                                                                  1083
FCFP6_1024_616 number of missing values                                                                                  1083
FCFP6_1024_617 number of missing values                                                                                  1083
FCFP6_1024_619 number of missing values                                                                                  1083
FCFP6_1024_621 data-type                                                                                  1083
FCFP6_1024_624 number of missing values                                                                                  1083
FCFP6_1024_626 number of missing values                                                                                  1083
FCFP6_1024_627 data-type                                                                                  1083
FCFP6_1024_628 data-type                                                                                  1083
FCFP6_1024_628 number of missing values                                                                                  1083
FCFP6_1024_629 data-type                                                                                  1083
FCFP6_1024_630 data-type                                                                                  1083
FCFP6_1024_630 number of missing values                                                                                  1083
FCFP6_1024_632 data-type                                                                                  1083
FCFP6_1024_632 number of missing values                                                                                  1083
FCFP6_1024_634 number of missing values                                                                                  1083
FCFP6_1024_635 number of missing values                                                                                  1083
FCFP6_1024_636 data-type                                                                                  1083
FCFP6_1024_636 number of missing values                                                                                  1083
FCFP6_1024_638 data-type                                                                                  1083
FCFP6_1024_638 number of missing values                                                                                  1083
FCFP6_1024_63 data-type                                                                                  1083
FCFP6_1024_639 data-type                                                                                  1083
FCFP6_1024_640 data-type                                                                                  1083
FCFP6_1024_640 number of missing values                                                                                  1083
FCFP6_1024_641 number of missing values                                                                                  1083
FCFP6_1024_642 data-type                                                                                  1083
FCFP6_1024_642 number of missing values                                                                                  1083
FCFP6_1024_643 data-type                                                                                  1083
FCFP6_1024_644 data-type                                                                                  1083
FCFP6_1024_644 number of missing values                                                                                  1083
FCFP6_1024_646 data-type                                                                                  1083
FCFP6_1024_646 number of missing values                                                                                  1083
FCFP6_1024_647 data-type                                                                                  1083
FCFP6_1024_647 number of missing values                                                                                  1083
FCFP6_1024_648 data-type                                                                                  1083
FCFP6_1024_648 number of missing values                                                                                  1083
FCFP6_1024_64 data-type                                                                                  1083
FCFP6_1024_64 number of missing values                                                                                  1083
FCFP6_1024_650 data-type                                                                                  1083
FCFP6_1024_650 number of missing values                                                                                  1083
FCFP6_1024_654 data-type                                                                                  1083
FCFP6_1024_654 number of missing values                                                                                  1083
FCFP6_1024_655 data-type                                                                                  1083
FCFP6_1024_655 number of missing values                                                                                  1083
FCFP6_1024_656 number of missing values                                                                                  1083
FCFP6_1024_657 data-type                                                                                  1083
FCFP6_1024_65 number of missing values                                                                                  1083
FCFP6_1024_659 data-type                                                                                  1083
FCFP6_1024_659 number of missing values                                                                                  1083
FCFP6_1024_660 data-type                                                                                  1083
FCFP6_1024_663 data-type                                                                                  1083
FCFP6_1024_664 number of missing values                                                                                  1083
FCFP6_1024_666 data-type                                                                                  1083
FCFP6_1024_666 number of missing values                                                                                  1083
FCFP6_1024_667 data-type                                                                                  1083
FCFP6_1024_66 data-type                                                                                  1083
FCFP6_1024_66 number of missing values                                                                                  1083
FCFP6_1024_675 number of missing values                                                                                  1083
FCFP6_1024_677 data-type                                                                                  1083
FCFP6_1024_678 data-type                                                                                  1083
FCFP6_1024_678 number of missing values                                                                                  1083
FCFP6_1024_67 number of missing values                                                                                  1083
FCFP6_1024_681 data-type                                                                                  1083
FCFP6_1024_681 number of missing values                                                                                  1083
FCFP6_1024_682 number of missing values                                                                                  1083
FCFP6_1024_683 data-type                                                                                  1083
FCFP6_1024_683 number of missing values                                                                                  1083
FCFP6_1024_684 data-type                                                                                  1083
FCFP6_1024_684 number of missing values                                                                                  1083
FCFP6_1024_687 data-type                                                                                  1083
FCFP6_1024_687 number of missing values                                                                                  1083
FCFP6_1024_689 data-type                                                                                  1083
FCFP6_1024_689 number of missing values                                                                                  1083
FCFP6_1024_692 number of missing values                                                                                  1083
FCFP6_1024_696 data-type                                                                                  1083
FCFP6_1024_696 number of missing values                                                                                  1083
FCFP6_1024_699 number of missing values                                                                                  1083
FCFP6_1024_700 number of missing values                                                                                  1083
FCFP6_1024_704 data-type                                                                                  1083
FCFP6_1024_706 data-type                                                                                  1083
FCFP6_1024_706 number of missing values                                                                                  1083
FCFP6_1024_709 data-type                                                                                  1083
FCFP6_1024_709 number of missing values                                                                                  1083
FCFP6_1024_710 data-type                                                                                  1083
FCFP6_1024_710 number of missing values                                                                                  1083
FCFP6_1024_711 data-type                                                                                  1083
FCFP6_1024_711 number of missing values                                                                                  1083
FCFP6_1024_712 data-type                                                                                  1083
FCFP6_1024_712 number of missing values                                                                                  1083
FCFP6_1024_713 data-type                                                                                  1083
FCFP6_1024_713 number of missing values                                                                                  1083
FCFP6_1024_717 data-type                                                                                  1083
FCFP6_1024_720 data-type                                                                                  1083
FCFP6_1024_720 number of missing values                                                                                  1083
FCFP6_1024_722 data-type                                                                                  1083
FCFP6_1024_722 number of missing values                                                                                  1083
FCFP6_1024_723 data-type                                                                                  1083
FCFP6_1024_723 number of missing values                                                                                  1083
FCFP6_1024_725 data-type                                                                                  1083
FCFP6_1024_725 number of missing values                                                                                  1083
FCFP6_1024_726 number of missing values                                                                                  1083
FCFP6_1024_727 data-type                                                                                  1083
FCFP6_1024_727 number of missing values                                                                                  1083
FCFP6_1024_728 data-type                                                                                  1083
FCFP6_1024_728 number of missing values                                                                                  1083
FCFP6_1024_72 data-type                                                                                  1083
FCFP6_1024_729 data-type                                                                                  1083
FCFP6_1024_731 data-type                                                                                  1083
FCFP6_1024_731 number of missing values                                                                                  1083
FCFP6_1024_733 number of missing values                                                                                  1083
FCFP6_1024_734 data-type                                                                                  1083
FCFP6_1024_734 number of missing values                                                                                  1083
FCFP6_1024_735 data-type                                                                                  1083
FCFP6_1024_735 number of missing values                                                                                  1083
FCFP6_1024_736 data-type                                                                                  1083
FCFP6_1024_736 number of missing values                                                                                  1083
FCFP6_1024_737 data-type                                                                                  1083
FCFP6_1024_73 data-type                                                                                  1083
FCFP6_1024_73 number of missing values                                                                                  1083
FCFP6_1024_739 number of missing values                                                                                  1083
FCFP6_1024_742 data-type                                                                                  1083
FCFP6_1024_743 number of missing values                                                                                  1083
FCFP6_1024_745 number of missing values                                                                                  1083
FCFP6_1024_746 data-type                                                                                  1083
FCFP6_1024_746 number of missing values                                                                                  1083
FCFP6_1024_747 data-type                                                                                  1083
FCFP6_1024_747 number of missing values                                                                                  1083
FCFP6_1024_74 number of missing values                                                                                  1083
FCFP6_1024_750 data-type                                                                                  1083
FCFP6_1024_750 number of missing values                                                                                  1083
FCFP6_1024_751 data-type                                                                                  1083
FCFP6_1024_751 number of missing values                                                                                  1083
FCFP6_1024_753 data-type                                                                                  1083
FCFP6_1024_754 data-type                                                                                  1083
FCFP6_1024_756 data-type                                                                                  1083
FCFP6_1024_756 number of missing values                                                                                  1083
FCFP6_1024_757 data-type                                                                                  1083
FCFP6_1024_75 data-type                                                                                  1083
FCFP6_1024_75 number of missing values                                                                                  1083
FCFP6_1024_759 data-type                                                                                  1083
FCFP6_1024_759 number of missing values                                                                                  1083
FCFP6_1024_760 data-type                                                                                  1083
FCFP6_1024_760 number of missing values                                                                                  1083
FCFP6_1024_762 data-type                                                                                  1083
FCFP6_1024_762 number of missing values                                                                                  1083
FCFP6_1024_763 data-type                                                                                  1083
FCFP6_1024_763 number of missing values                                                                                  1083
FCFP6_1024_764 data-type                                                                                  1083
FCFP6_1024_764 number of missing values                                                                                  1083
FCFP6_1024_766 data-type                                                                                  1083
FCFP6_1024_768 number of missing values                                                                                  1083
FCFP6_1024_76 number of missing values                                                                                  1083
FCFP6_1024_770 data-type                                                                                  1083
FCFP6_1024_770 number of missing values                                                                                  1083
FCFP6_1024_771 number of missing values                                                                                  1083
FCFP6_1024_775 data-type                                                                                  1083
FCFP6_1024_776 data-type                                                                                  1083
FCFP6_1024_776 number of missing values                                                                                  1083
FCFP6_1024_779 data-type                                                                                  1083
FCFP6_1024_779 number of missing values                                                                                  1083
FCFP6_1024_780 number of missing values                                                                                  1083
FCFP6_1024_781 data-type                                                                                  1083
FCFP6_1024_781 number of missing values                                                                                  1083
FCFP6_1024_783 data-type                                                                                  1083
FCFP6_1024_783 number of missing values                                                                                  1083
FCFP6_1024_784 data-type                                                                                  1083
FCFP6_1024_787 data-type                                                                                  1083
FCFP6_1024_78 data-type                                                                                  1083
FCFP6_1024_78 number of missing values                                                                                  1083
FCFP6_1024_790 data-type                                                                                  1083
FCFP6_1024_790 number of missing values                                                                                  1083
FCFP6_1024_792 data-type                                                                                  1083
FCFP6_1024_792 number of missing values                                                                                  1083
FCFP6_1024_793 data-type                                                                                  1083
FCFP6_1024_794 data-type                                                                                  1083
FCFP6_1024_794 number of missing values                                                                                  1083
FCFP6_1024_796 data-type                                                                                  1083
FCFP6_1024_796 number of missing values                                                                                  1083
FCFP6_1024_7 data-type                                                                                  1083
FCFP6_1024_7 number of missing values                                                                                  1083
FCFP6_1024_79 data-type                                                                                  1083
FCFP6_1024_800 number of missing values                                                                                  1083
FCFP6_1024_801 data-type                                                                                  1083
FCFP6_1024_801 number of missing values                                                                                  1083
FCFP6_1024_802 data-type                                                                                  1083
FCFP6_1024_802 number of missing values                                                                                  1083
FCFP6_1024_803 data-type                                                                                  1083
FCFP6_1024_803 number of missing values                                                                                  1083
FCFP6_1024_804 data-type                                                                                  1083
FCFP6_1024_806 number of missing values                                                                                  1083
FCFP6_1024_807 data-type                                                                                  1083
FCFP6_1024_807 number of missing values                                                                                  1083
FCFP6_1024_808 data-type                                                                                  1083
FCFP6_1024_808 number of missing values                                                                                  1083
FCFP6_1024_80 data-type                                                                                  1083
FCFP6_1024_811 data-type                                                                                  1083
FCFP6_1024_811 number of missing values                                                                                  1083
FCFP6_1024_812 number of missing values                                                                                  1083
FCFP6_1024_815 data-type                                                                                  1083
FCFP6_1024_815 number of missing values                                                                                  1083
FCFP6_1024_817 data-type                                                                                  1083
FCFP6_1024_817 number of missing values                                                                                  1083
FCFP6_1024_818 data-type                                                                                  1083
FCFP6_1024_818 number of missing values                                                                                  1083
FCFP6_1024_81 number of missing values                                                                                  1083
FCFP6_1024_821 data-type                                                                                  1083
FCFP6_1024_821 number of missing values                                                                                  1083
FCFP6_1024_823 data-type                                                                                  1083
FCFP6_1024_824 data-type                                                                                  1083
FCFP6_1024_825 data-type                                                                                  1083
FCFP6_1024_825 number of missing values                                                                                  1083
FCFP6_1024_828 data-type                                                                                  1083
FCFP6_1024_828 number of missing values                                                                                  1083
FCFP6_1024_82 data-type                                                                                  1083
FCFP6_1024_829 data-type                                                                                  1083
FCFP6_1024_829 number of missing values                                                                                  1083
FCFP6_1024_831 data-type                                                                                  1083
FCFP6_1024_831 number of missing values                                                                                  1083
FCFP6_1024_832 data-type                                                                                  1083
FCFP6_1024_832 number of missing values                                                                                  1083
FCFP6_1024_834 data-type                                                                                  1083
FCFP6_1024_834 number of missing values                                                                                  1083
FCFP6_1024_837 data-type                                                                                  1083
FCFP6_1024_837 number of missing values                                                                                  1083
FCFP6_1024_83 data-type                                                                                  1083
FCFP6_1024_83 number of missing values                                                                                  1083
FCFP6_1024_839 data-type                                                                                  1083
FCFP6_1024_839 number of missing values                                                                                  1083
FCFP6_1024_840 data-type                                                                                  1083
FCFP6_1024_840 number of missing values                                                                                  1083
FCFP6_1024_841 data-type                                                                                  1083
FCFP6_1024_841 number of missing values                                                                                  1083
FCFP6_1024_844 number of missing values                                                                                  1083
FCFP6_1024_846 data-type                                                                                  1083
FCFP6_1024_846 number of missing values                                                                                  1083
FCFP6_1024_847 data-type                                                                                  1083
FCFP6_1024_847 number of missing values                                                                                  1083
FCFP6_1024_84 data-type                                                                                  1083
FCFP6_1024_84 number of missing values                                                                                  1083
FCFP6_1024_850 number of missing values                                                                                  1083
FCFP6_1024_851 data-type                                                                                  1083
FCFP6_1024_851 number of missing values                                                                                  1083
FCFP6_1024_852 data-type                                                                                  1083
FCFP6_1024_854 data-type                                                                                  1083
FCFP6_1024_854 number of missing values                                                                                  1083
FCFP6_1024_855 number of missing values                                                                                  1083
FCFP6_1024_856 number of missing values                                                                                  1083
FCFP6_1024_857 number of missing values                                                                                  1083
FCFP6_1024_858 data-type                                                                                  1083
FCFP6_1024_858 number of missing values                                                                                  1083
FCFP6_1024_85 number of missing values                                                                                  1083
FCFP6_1024_860 data-type                                                                                  1083
FCFP6_1024_862 data-type                                                                                  1083
FCFP6_1024_862 number of missing values                                                                                  1083
FCFP6_1024_864 data-type                                                                                  1083
FCFP6_1024_866 number of missing values                                                                                  1083
FCFP6_1024_867 data-type                                                                                  1083
FCFP6_1024_867 number of missing values                                                                                  1083
FCFP6_1024_86 data-type                                                                                  1083
FCFP6_1024_86 number of missing values                                                                                  1083
FCFP6_1024_873 number of missing values                                                                                  1083
FCFP6_1024_874 data-type                                                                                  1083
FCFP6_1024_874 number of missing values                                                                                  1083
FCFP6_1024_875 data-type                                                                                  1083
FCFP6_1024_875 number of missing values                                                                                  1083
FCFP6_1024_876 data-type                                                                                  1083
FCFP6_1024_877 data-type                                                                                  1083
FCFP6_1024_878 data-type                                                                                  1083
FCFP6_1024_878 number of missing values                                                                                  1083
FCFP6_1024_87 data-type                                                                                  1083
FCFP6_1024_879 number of missing values                                                                                  1083
FCFP6_1024_882 data-type                                                                                  1083
FCFP6_1024_882 number of missing values                                                                                  1083
FCFP6_1024_884 data-type                                                                                  1083
FCFP6_1024_884 number of missing values                                                                                  1083
FCFP6_1024_885 data-type                                                                                  1083
FCFP6_1024_885 number of missing values                                                                                  1083
FCFP6_1024_886 number of missing values                                                                                  1083
FCFP6_1024_887 number of missing values                                                                                  1083
FCFP6_1024_889 data-type                                                                                  1083
FCFP6_1024_889 number of missing values                                                                                  1083
FCFP6_1024_890 data-type                                                                                  1083
FCFP6_1024_890 number of missing values                                                                                  1083
FCFP6_1024_891 data-type                                                                                  1083
FCFP6_1024_892 data-type                                                                                  1083
FCFP6_1024_892 number of missing values                                                                                  1083
FCFP6_1024_893 number of missing values                                                                                  1083
FCFP6_1024_894 data-type                                                                                  1083
FCFP6_1024_895 data-type                                                                                  1083
FCFP6_1024_896 data-type                                                                                  1083
FCFP6_1024_896 number of missing values                                                                                  1083
FCFP6_1024_897 data-type                                                                                  1083
FCFP6_1024_897 number of missing values                                                                                  1083
FCFP6_1024_898 number of missing values                                                                                  1083
FCFP6_1024_8 data-type                                                                                  1083
FCFP6_1024_8 number of missing values                                                                                  1083
FCFP6_1024_89 data-type                                                                                  1083
FCFP6_1024_89 number of missing values                                                                                  1083
FCFP6_1024_899 number of missing values                                                                                  1083
FCFP6_1024_900 data-type                                                                                  1083
FCFP6_1024_900 number of missing values                                                                                  1083
FCFP6_1024_902 data-type                                                                                  1083
FCFP6_1024_906 data-type                                                                                  1083
FCFP6_1024_906 number of missing values                                                                                  1083
FCFP6_1024_907 data-type                                                                                  1083
FCFP6_1024_908 data-type                                                                                  1083
FCFP6_1024_908 number of missing values                                                                                  1083
FCFP6_1024_910 data-type                                                                                  1083
FCFP6_1024_911 data-type                                                                                  1083
FCFP6_1024_911 number of missing values                                                                                  1083
FCFP6_1024_912 data-type                                                                                  1083
FCFP6_1024_912 number of missing values                                                                                  1083
FCFP6_1024_913 data-type                                                                                  1083
FCFP6_1024_913 number of missing values                                                                                  1083
FCFP6_1024_914 number of missing values                                                                                  1083
FCFP6_1024_915 number of missing values                                                                                  1083
FCFP6_1024_916 data-type                                                                                  1083
FCFP6_1024_916 number of missing values                                                                                  1083
FCFP6_1024_917 number of missing values                                                                                  1083
FCFP6_1024_918 data-type                                                                                  1083
FCFP6_1024_918 number of missing values                                                                                  1083
FCFP6_1024_91 data-type                                                                                  1083
FCFP6_1024_91 number of missing values                                                                                  1083
FCFP6_1024_919 number of missing values                                                                                  1083
FCFP6_1024_921 data-type                                                                                  1083
FCFP6_1024_921 number of missing values                                                                                  1083
FCFP6_1024_922 data-type                                                                                  1083
FCFP6_1024_923 data-type                                                                                  1083
FCFP6_1024_923 number of missing values                                                                                  1083
FCFP6_1024_924 data-type                                                                                  1083
FCFP6_1024_924 number of missing values                                                                                  1083
FCFP6_1024_925 number of missing values                                                                                  1083
FCFP6_1024_930 data-type                                                                                  1083
FCFP6_1024_930 number of missing values                                                                                  1083
FCFP6_1024_931 data-type                                                                                  1083
FCFP6_1024_931 number of missing values                                                                                  1083
FCFP6_1024_932 data-type                                                                                  1083
FCFP6_1024_932 number of missing values                                                                                  1083
FCFP6_1024_933 data-type                                                                                  1083
FCFP6_1024_933 number of missing values                                                                                  1083
FCFP6_1024_934 data-type                                                                                  1083
FCFP6_1024_937 data-type                                                                                  1083
FCFP6_1024_938 number of missing values                                                                                  1083
FCFP6_1024_93 number of missing values                                                                                  1083
FCFP6_1024_940 number of missing values                                                                                  1083
FCFP6_1024_942 data-type                                                                                  1083
FCFP6_1024_278 data-type                                                                                  1083
FCFP6_1024_280 number of missing values                                                                                  1083
FCFP6_1024_282 number of missing values                                                                                  1083
FCFP6_1024_284 number of missing values                                                                                  1083
FCFP6_1024_28 data-type                                                                                  1083
FCFP6_1024_291 data-type                                                                                  1083
FCFP6_1024_292 number of missing values                                                                                  1083
FCFP6_1024_294 data-type                                                                                  1083
FCFP6_1024_302 data-type                                                                                  1083

1000 Rows. -- 36676 msec.
