Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_31.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                frequency
FCFP6_1024_97                                                                                  FCFP6_1024_97 number of missing values                                                                                  1083
FCFP6_1024_311                                                                                  FCFP6_1024_311 number of missing values                                                                                  1083
FCFP6_1024_177                                                                                  FCFP6_1024_177 number of missing values                                                                                  1083
FCFP6_1024_717                                                                                  FCFP6_1024_717 number of missing values                                                                                  1083
FCFP6_1024_667                                                                                  FCFP6_1024_667 data-type                                                                                  1083
FCFP6_1024_399                                                                                  FCFP6_1024_399 data-type                                                                                  1083
FCFP6_1024_531                                                                                  FCFP6_1024_531 data-type                                                                                  1083
FCFP6_1024_318                                                                                  FCFP6_1024_318 data-type                                                                                  1083
FCFP6_1024_660                                                                                  FCFP6_1024_660 data-type                                                                                  1083
FCFP6_1024_51                                                                                  FCFP6_1024_51 number of missing values                                                                                  1083
FCFP6_1024_838                                                                                  FCFP6_1024_838 number of missing values                                                                                  1083
FCFP6_1024_908                                                                                  FCFP6_1024_908 number of missing values                                                                                  1083
FCFP6_1024_779                                                                                  FCFP6_1024_779 data-type                                                                                  1083
FCFP6_1024_451                                                                                  FCFP6_1024_451 number of missing values                                                                                  1083
FCFP6_1024_22                                                                                  FCFP6_1024_22 number of missing values                                                                                  1083
FCFP6_1024_315                                                                                  FCFP6_1024_315 data-type                                                                                  1083
FCFP6_1024_332                                                                                  FCFP6_1024_332 data-type                                                                                  1083
FCFP6_1024_994                                                                                  FCFP6_1024_994 data-type                                                                                  1083
FCFP6_1024_363                                                                                  FCFP6_1024_363 number of missing values                                                                                  1083
FCFP6_1024_568                                                                                  FCFP6_1024_568 number of missing values                                                                                  1083
FCFP6_1024_202                                                                                  FCFP6_1024_202 number of missing values                                                                                  1083
FCFP6_1024_200                                                                                  FCFP6_1024_200 data-type                                                                                  1083
FCFP6_1024_924                                                                                  FCFP6_1024_924 number of missing values                                                                                  1083
FCFP6_1024_934                                                                                  FCFP6_1024_934 data-type                                                                                  1083
FCFP6_1024_254                                                                                  FCFP6_1024_254 number of missing values                                                                                  1083
FCFP6_1024_964                                                                                  FCFP6_1024_964 number of missing values                                                                                  1083
FCFP6_1024_322                                                                                  FCFP6_1024_322 data-type                                                                                  1083
FCFP6_1024_380                                                                                  FCFP6_1024_380 data-type                                                                                  1083
FCFP6_1024_268                                                                                  FCFP6_1024_268 data-type                                                                                  1083
FCFP6_1024_806                                                                                  FCFP6_1024_806 number of missing values                                                                                  1083
FCFP6_1024_989                                                                                  FCFP6_1024_989 number of missing values                                                                                  1083
FCFP6_1024_997                                                                                  FCFP6_1024_997 data-type                                                                                  1083
FCFP6_1024_429                                                                                  FCFP6_1024_429 data-type                                                                                  1083
FCFP6_1024_273                                                                                  FCFP6_1024_273 number of missing values                                                                                  1083
FCFP6_1024_458                                                                                  FCFP6_1024_458 number of missing values                                                                                  1083
FCFP6_1024_45                                                                                  FCFP6_1024_45 data-type                                                                                  1083
FCFP6_1024_968                                                                                  FCFP6_1024_968 number of missing values                                                                                  1083
FCFP6_1024_132                                                                                  FCFP6_1024_132 data-type                                                                                  1083
FCFP6_1024_801                                                                                  FCFP6_1024_801 number of missing values                                                                                  1083
FCFP6_1024_173                                                                                  FCFP6_1024_173 data-type                                                                                  1083
FCFP6_1024_529                                                                                  FCFP6_1024_529 data-type                                                                                  1083
FCFP6_1024_381                                                                                  FCFP6_1024_381 number of missing values                                                                                  1083
FCFP6_1024_87                                                                                  FCFP6_1024_87 number of missing values                                                                                  1083
FCFP6_1024_183                                                                                  FCFP6_1024_183 data-type                                                                                  1083
FCFP6_1024_491                                                                                  FCFP6_1024_491 number of missing values                                                                                  1083
FCFP6_1024_398                                                                                  FCFP6_1024_398 data-type                                                                                  1083
FCFP6_1024_938                                                                                  FCFP6_1024_938 data-type                                                                                  1083
FCFP6_1024_295                                                                                  FCFP6_1024_295 number of missing values                                                                                  1083
FCFP6_1024_109                                                                                  FCFP6_1024_109 data-type                                                                                  1083
FCFP6_1024_819                                                                                  FCFP6_1024_819 number of missing values                                                                                  1083
FCFP6_1024_446                                                                                  FCFP6_1024_446 number of missing values                                                                                  1083
FCFP6_1024_219                                                                                  FCFP6_1024_219 data-type                                                                                  1083
FCFP6_1024_255                                                                                  FCFP6_1024_255 number of missing values                                                                                  1083
FCFP6_1024_444                                                                                  FCFP6_1024_444 number of missing values                                                                                  1083
FCFP6_1024_102                                                                                  FCFP6_1024_102 number of missing values                                                                                  1083
FCFP6_1024_235                                                                                  FCFP6_1024_235 data-type                                                                                  1083
FCFP6_1024_994                                                                                  FCFP6_1024_994 number of missing values                                                                                  1083
FCFP6_1024_855                                                                                  FCFP6_1024_855 number of missing values                                                                                  1083
FCFP6_1024_813                                                                                  FCFP6_1024_813 data-type                                                                                  1083
FCFP6_1024_1020                                                                                  FCFP6_1024_1020 number of missing values                                                                                  1083
FCFP6_1024_618                                                                                  FCFP6_1024_618 number of missing values                                                                                  1083
FCFP6_1024_162                                                                                  FCFP6_1024_162 number of missing values                                                                                  1083
FCFP6_1024_881                                                                                  FCFP6_1024_881 number of missing values                                                                                  1083
FCFP6_1024_260                                                                                  FCFP6_1024_260 data-type                                                                                  1083
FCFP6_1024_729                                                                                  FCFP6_1024_729 data-type                                                                                  1083
FCFP6_1024_427                                                                                  FCFP6_1024_427 number of missing values                                                                                  1083
FCFP6_1024_362                                                                                  FCFP6_1024_362 number of missing values                                                                                  1083
FCFP6_1024_676                                                                                  FCFP6_1024_676 number of missing values                                                                                  1083
FCFP6_1024_782                                                                                  FCFP6_1024_782 data-type                                                                                  1083
FCFP6_1024_616                                                                                  FCFP6_1024_616 number of missing values                                                                                  1083
FCFP6_1024_510                                                                                  FCFP6_1024_510 number of missing values                                                                                  1083
FCFP6_1024_952                                                                                  FCFP6_1024_952 data-type                                                                                  1083
FCFP6_1024_631                                                                                  FCFP6_1024_631 data-type                                                                                  1083
FCFP6_1024_17                                                                                  FCFP6_1024_17 data-type                                                                                  1083
FCFP6_1024_631                                                                                  FCFP6_1024_631 number of missing values                                                                                  1083
FCFP6_1024_223                                                                                  FCFP6_1024_223 data-type                                                                                  1083
FCFP6_1024_846                                                                                  FCFP6_1024_846 number of missing values                                                                                  1083
FCFP6_1024_9                                                                                  FCFP6_1024_9 number of missing values                                                                                  1083
FCFP6_1024_275                                                                                  FCFP6_1024_275 number of missing values                                                                                  1083
FCFP6_1024_141                                                                                  FCFP6_1024_141 number of missing values                                                                                  1083
FCFP6_1024_986                                                                                  FCFP6_1024_986 data-type                                                                                  1083
FCFP6_1024_912                                                                                  FCFP6_1024_912 data-type                                                                                  1083
FCFP6_1024_494                                                                                  FCFP6_1024_494 number of missing values                                                                                  1083
FCFP6_1024_387                                                                                  FCFP6_1024_387 data-type                                                                                  1083
FCFP6_1024_481                                                                                  FCFP6_1024_481 data-type                                                                                  1083
FCFP6_1024_370                                                                                  FCFP6_1024_370 number of missing values                                                                                  1083
FCFP6_1024_366                                                                                  FCFP6_1024_366 data-type                                                                                  1083
FCFP6_1024_139                                                                                  FCFP6_1024_139 number of missing values                                                                                  1083
FCFP6_1024_812                                                                                  FCFP6_1024_812 number of missing values                                                                                  1083
FCFP6_1024_891                                                                                  FCFP6_1024_891 number of missing values                                                                                  1083
FCFP6_1024_1001                                                                                  FCFP6_1024_1001 data-type                                                                                  1083
FCFP6_1024_985                                                                                  FCFP6_1024_985 number of missing values                                                                                  1083
FCFP6_1024_238                                                                                  FCFP6_1024_238 data-type                                                                                  1083
FCFP6_1024_773                                                                                  FCFP6_1024_773 number of missing values                                                                                  1083
FCFP6_1024_664                                                                                  FCFP6_1024_664 number of missing values                                                                                  1083
FCFP6_1024_914                                                                                  FCFP6_1024_914 number of missing values                                                                                  1083
FCFP6_1024_324                                                                                  FCFP6_1024_324 data-type                                                                                  1083
FCFP6_1024_167                                                                                  FCFP6_1024_167 data-type                                                                                  1083
FCFP6_1024_660                                                                                  FCFP6_1024_660 number of missing values                                                                                  1083
FCFP6_1024_168                                                                                  FCFP6_1024_168 number of missing values                                                                                  1083
FCFP6_1024_883                                                                                  FCFP6_1024_883 number of missing values                                                                                  1083
FCFP6_1024_105                                                                                  FCFP6_1024_105 number of missing values                                                                                  1083
FCFP6_1024_509                                                                                  FCFP6_1024_509 number of missing values                                                                                  1083
FCFP6_1024_901                                                                                  FCFP6_1024_901 data-type                                                                                  1083
FCFP6_1024_403                                                                                  FCFP6_1024_403 data-type                                                                                  1083
FCFP6_1024_165                                                                                  FCFP6_1024_165 data-type                                                                                  1083
FCFP6_1024_828                                                                                  FCFP6_1024_828 data-type                                                                                  1083
FCFP6_1024_454                                                                                  FCFP6_1024_454 data-type                                                                                  1083
FCFP6_1024_535                                                                                  FCFP6_1024_535 number of missing values                                                                                  1083
FCFP6_1024_431                                                                                  FCFP6_1024_431 number of missing values                                                                                  1083
FCFP6_1024_323                                                                                  FCFP6_1024_323 data-type                                                                                  1083
FCFP6_1024_10                                                                                  FCFP6_1024_10 number of missing values                                                                                  1083
FCFP6_1024_560                                                                                  FCFP6_1024_560 number of missing values                                                                                  1083
FCFP6_1024_1000                                                                                  FCFP6_1024_1000 number of missing values                                                                                  1083
FCFP6_1024_104                                                                                  FCFP6_1024_104 number of missing values                                                                                  1083
FCFP6_1024_360                                                                                  FCFP6_1024_360 number of missing values                                                                                  1083
FCFP6_1024_605                                                                                  FCFP6_1024_605 data-type                                                                                  1083
FCFP6_1024_567                                                                                  FCFP6_1024_567 number of missing values                                                                                  1083
FCFP6_1024_17                                                                                  FCFP6_1024_17 number of missing values                                                                                  1083
FCFP6_1024_908                                                                                  FCFP6_1024_908 data-type                                                                                  1083
FCFP6_1024_524                                                                                  FCFP6_1024_524 data-type                                                                                  1083
FCFP6_1024_678                                                                                  FCFP6_1024_678 data-type                                                                                  1083
FCFP6_1024_501                                                                                  FCFP6_1024_501 number of missing values                                                                                  1083
FCFP6_1024_4                                                                                  FCFP6_1024_4 data-type                                                                                  1083
FCFP6_1024_768                                                                                  FCFP6_1024_768 number of missing values                                                                                  1083
FCFP6_1024_578                                                                                  FCFP6_1024_578 number of missing values                                                                                  1083
FCFP6_1024_1014                                                                                  FCFP6_1024_1014 data-type                                                                                  1083
FCFP6_1024_118                                                                                  FCFP6_1024_118 data-type                                                                                  1083
FCFP6_1024_832                                                                                  FCFP6_1024_832 number of missing values                                                                                  1083
FCFP6_1024_598                                                                                  FCFP6_1024_598 data-type                                                                                  1083
FCFP6_1024_144                                                                                  FCFP6_1024_144 data-type                                                                                  1083
FCFP6_1024_916                                                                                  FCFP6_1024_916 data-type                                                                                  1083
FCFP6_1024_404                                                                                  FCFP6_1024_404 number of missing values                                                                                  1083
FCFP6_1024_284                                                                                  FCFP6_1024_284 data-type                                                                                  1083
FCFP6_1024_647                                                                                  FCFP6_1024_647 number of missing values                                                                                  1083
FCFP6_1024_601                                                                                  FCFP6_1024_601 data-type                                                                                  1083
FCFP6_1024_865                                                                                  FCFP6_1024_865 data-type                                                                                  1083
FCFP6_1024_836                                                                                  FCFP6_1024_836 number of missing values                                                                                  1083
FCFP6_1024_142                                                                                  FCFP6_1024_142 number of missing values                                                                                  1083
FCFP6_1024_339                                                                                  FCFP6_1024_339 data-type                                                                                  1083
FCFP6_1024_635                                                                                  FCFP6_1024_635 data-type                                                                                  1083
FCFP6_1024_73                                                                                  FCFP6_1024_73 number of missing values                                                                                  1083
FCFP6_1024_119                                                                                  FCFP6_1024_119 number of missing values                                                                                  1083
FCFP6_1024_960                                                                                  FCFP6_1024_960 data-type                                                                                  1083
FCFP6_1024_289                                                                                  FCFP6_1024_289 data-type                                                                                  1083
FCFP6_1024_65                                                                                  FCFP6_1024_65 number of missing values                                                                                  1083
FCFP6_1024_312                                                                                  FCFP6_1024_312 data-type                                                                                  1083
FCFP6_1024_758                                                                                  FCFP6_1024_758 data-type                                                                                  1083
FCFP6_1024_482                                                                                  FCFP6_1024_482 number of missing values                                                                                  1083
FCFP6_1024_81                                                                                  FCFP6_1024_81 number of missing values                                                                                  1083
FCFP6_1024_110                                                                                  FCFP6_1024_110 data-type                                                                                  1083
FCFP6_1024_350                                                                                  FCFP6_1024_350 number of missing values                                                                                  1083
FCFP6_1024_805                                                                                  FCFP6_1024_805 data-type                                                                                  1083
FCFP6_1024_648                                                                                  FCFP6_1024_648 number of missing values                                                                                  1083
FCFP6_1024_569                                                                                  FCFP6_1024_569 number of missing values                                                                                  1083
FCFP6_1024_27                                                                                  FCFP6_1024_27 number of missing values                                                                                  1083
FCFP6_1024_643                                                                                  FCFP6_1024_643 number of missing values                                                                                  1083
FCFP6_1024_227                                                                                  FCFP6_1024_227 number of missing values                                                                                  1083
FCFP6_1024_721                                                                                  FCFP6_1024_721 number of missing values                                                                                  1083
FCFP6_1024_697                                                                                  FCFP6_1024_697 number of missing values                                                                                  1083
FCFP6_1024_300                                                                                  FCFP6_1024_300 number of missing values                                                                                  1083
FCFP6_1024_212                                                                                  FCFP6_1024_212 number of missing values                                                                                  1083
FCFP6_1024_229                                                                                  FCFP6_1024_229 data-type                                                                                  1083
FCFP6_1024_398                                                                                  FCFP6_1024_398 number of missing values                                                                                  1083
FCFP6_1024_174                                                                                  FCFP6_1024_174 data-type                                                                                  1083
FCFP6_1024_778                                                                                  FCFP6_1024_778 data-type                                                                                  1083
FCFP6_1024_457                                                                                  FCFP6_1024_457 data-type                                                                                  1083
FCFP6_1024_519                                                                                  FCFP6_1024_519 number of missing values                                                                                  1083
FCFP6_1024_405                                                                                  FCFP6_1024_405 data-type                                                                                  1083
FCFP6_1024_521                                                                                  FCFP6_1024_521 data-type                                                                                  1083
FCFP6_1024_140                                                                                  FCFP6_1024_140 data-type                                                                                  1083
FCFP6_1024_306                                                                                  FCFP6_1024_306 number of missing values                                                                                  1083
FCFP6_1024_178                                                                                  FCFP6_1024_178 data-type                                                                                  1083
FCFP6_1024_460                                                                                  FCFP6_1024_460 number of missing values                                                                                  1083
FCFP6_1024_876                                                                                  FCFP6_1024_876 data-type                                                                                  1083
FCFP6_1024_206                                                                                  FCFP6_1024_206 number of missing values                                                                                  1083
FCFP6_1024_476                                                                                  FCFP6_1024_476 number of missing values                                                                                  1083
FCFP6_1024_479                                                                                  FCFP6_1024_479 data-type                                                                                  1083
FCFP6_1024_758                                                                                  FCFP6_1024_758 number of missing values                                                                                  1083
FCFP6_1024_375                                                                                  FCFP6_1024_375 number of missing values                                                                                  1083
FCFP6_1024_955                                                                                  FCFP6_1024_955 data-type                                                                                  1083
FCFP6_1024_593                                                                                  FCFP6_1024_593 data-type                                                                                  1083
FCFP6_1024_886                                                                                  FCFP6_1024_886 number of missing values                                                                                  1083
FCFP6_1024_534                                                                                  FCFP6_1024_534 number of missing values                                                                                  1083
FCFP6_1024_85                                                                                  FCFP6_1024_85 data-type                                                                                  1083
FCFP6_1024_1009                                                                                  FCFP6_1024_1009 data-type                                                                                  1083
FCFP6_1024_749                                                                                  FCFP6_1024_749 number of missing values                                                                                  1083
FCFP6_1024_251                                                                                  FCFP6_1024_251 data-type                                                                                  1083
FCFP6_1024_872                                                                                  FCFP6_1024_872 data-type                                                                                  1083
FCFP6_1024_338                                                                                  FCFP6_1024_338 number of missing values                                                                                  1083
FCFP6_1024_687                                                                                  FCFP6_1024_687 data-type                                                                                  1083
FCFP6_1024_624                                                                                  FCFP6_1024_624 data-type                                                                                  1083
FCFP6_1024_776                                                                                  FCFP6_1024_776 data-type                                                                                  1083
FCFP6_1024_517                                                                                  FCFP6_1024_517 data-type                                                                                  1083
FCFP6_1024_841                                                                                  FCFP6_1024_841 number of missing values                                                                                  1083
FCFP6_1024_662                                                                                  FCFP6_1024_662 data-type                                                                                  1083
FCFP6_1024_974                                                                                  FCFP6_1024_974 data-type                                                                                  1083
FCFP6_1024_84                                                                                  FCFP6_1024_84 number of missing values                                                                                  1083
FCFP6_1024_435                                                                                  FCFP6_1024_435 data-type                                                                                  1083
FCFP6_1024_54                                                                                  FCFP6_1024_54 number of missing values                                                                                  1083
FCFP6_1024_397                                                                                  FCFP6_1024_397 number of missing values                                                                                  1083
FCFP6_1024_207                                                                                  FCFP6_1024_207 number of missing values                                                                                  1083
FCFP6_1024_728                                                                                  FCFP6_1024_728 data-type                                                                                  1083
FCFP6_1024_570                                                                                  FCFP6_1024_570 number of missing values                                                                                  1083
FCFP6_1024_868                                                                                  FCFP6_1024_868 data-type                                                                                  1083
FCFP6_1024_999                                                                                  FCFP6_1024_999 number of missing values                                                                                  1083
FCFP6_1024_943                                                                                  FCFP6_1024_943 data-type                                                                                  1083
FCFP6_1024_983                                                                                  FCFP6_1024_983 data-type                                                                                  1083
FCFP6_1024_391                                                                                  FCFP6_1024_391 number of missing values                                                                                  1083
FCFP6_1024_873                                                                                  FCFP6_1024_873 data-type                                                                                  1083
