Result of /data/leuven/370/vsc37064/new_queries/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
A Graph Neural Network Framework for Causal Inference in Brain Networks                                                                                  Stefan Wüst                                                                                  implemenation of A Graph Neural Network Framework for Causal Inference in Brain Networks
A Graph Neural Network Framework for Causal Inference in Brain Networks                                                                                  Wilhelm Malloni                                                                                  implemenation of A Graph Neural Network Framework for Causal Inference in Brain Networks
A Graph Neural Network Framework for Causal Inference in Brain Networks                                                                                  Elmar W. Lang                                                                                  implemenation of A Graph Neural Network Framework for Causal Inference in Brain Networks
A Graph Neural Network Framework for Causal Inference in Brain Networks                                                                                  Mark W. Greenlee                                                                                  implemenation of A Graph Neural Network Framework for Causal Inference in Brain Networks
A Graph Neural Network Framework for Causal Inference in Brain Networks                                                                                  Ana Maria Tomé                                                                                  implemenation of A Graph Neural Network Framework for Causal Inference in Brain Networks
A Graph Neural Network Framework for Causal Inference in Brain Networks                                                                                  Simon Wein                                                                                  implemenation of A Graph Neural Network Framework for Causal Inference in Brain Networks
A Physics Informed Machine Learning Method for Power System Model Parameter Optimization                                                                                  Johann Jaeger                                                                                  implemenation of A Physics Informed Machine Learning Method for Power System Model Parameter Optimization
A Physics Informed Machine Learning Method for Power System Model Parameter Optimization                                                                                  Georg Kordowich                                                                                  implemenation of A Physics Informed Machine Learning Method for Power System Model Parameter Optimization
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Puneet Sharma                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  ASHISH SHARMA                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Imon Banerjee                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Saptarshi Purkayastha                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Alexandre Cadrin-Chenevert                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Hari Trivedi                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Judy Wawira Gichoya                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Pradeeban Kathiravelu                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Nabile Safdar                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images                                                                                  Priyanshu Sinha                                                                                  implemenation of A DICOM Framework for Machine Learning Pipelines against Real-Time Radiology Images
An Adversarial Approach for Explaining the Predictions of Deep Neural Networks                                                                                  Arash Rahnama                                                                                  implemenation of An Adversarial Approach for Explaining the Predictions of Deep Neural Networks
An Adversarial Approach for Explaining the Predictions of Deep Neural Networks                                                                                  Andrew Tseng                                                                                  implemenation of An Adversarial Approach for Explaining the Predictions of Deep Neural Networks
A Principle of Least Action for the Training of Neural Networks                                                                                  Patrick Gallinari                                                                                  implemenation of A Principle of Least Action for the Training of Neural Networks
A Principle of Least Action for the Training of Neural Networks                                                                                  Skander Karkar                                                                                  implemenation of A Principle of Least Action for the Training of Neural Networks
A Principle of Least Action for the Training of Neural Networks                                                                                  Emmanuel de Bézenac                                                                                  implemenation of A Principle of Least Action for the Training of Neural Networks
A Principle of Least Action for the Training of Neural Networks                                                                                  Ibrahim Ayed                                                                                  implemenation of A Principle of Least Action for the Training of Neural Networks
A Living Review of Machine Learning for Particle Physics                                                                                  Matthew Feickert                                                                                  implemenation of A Living Review of Machine Learning for Particle Physics
A Living Review of Machine Learning for Particle Physics                                                                                  Benjamin Nachman                                                                                  implemenation of A Living Review of Machine Learning for Particle Physics
(ASNA) An Attention-based Siamese-Difference Neural Network with Surrogate Ranking Loss function for Perceptual Image Quality Assessment                                                                                  Seyed Mehdi Ayyoubzadeh                                                                                  implemenation of (ASNA) An Attention-based Siamese-Difference Neural Network with Surrogate Ranking Loss function for Perceptual Image Quality Assessment
(ASNA) An Attention-based Siamese-Difference Neural Network with Surrogate Ranking Loss function for Perceptual Image Quality Assessment                                                                                  Ali Royat                                                                                  implemenation of (ASNA) An Attention-based Siamese-Difference Neural Network with Surrogate Ranking Loss function for Perceptual Image Quality Assessment
A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data                                                                                  Chiara Bassetti                                                                                  implemenation of A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data
A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data                                                                                  Mauro Morassi                                                                                  implemenation of A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data
A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data                                                                                  Stefania Nici                                                                                  implemenation of A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data
A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data                                                                                  Claudia Baresi                                                                                  implemenation of A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data
A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data                                                                                  Claudio Bnà                                                                                  implemenation of A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data
A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data                                                                                  Fabio Frangiamore                                                                                  implemenation of A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data
A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data                                                                                  Marco Galelli                                                                                  implemenation of A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data
A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data                                                                                  Matteo Chieregato                                                                                  implemenation of A hybrid machine learning/deep learning COVID-19 severity predictive model from CT images and clinical data
An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG                                                                                  Cuntai Guan                                                                                  implemenation of An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG
An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG                                                                                  Min Wu                                                                                  implemenation of An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG
An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG                                                                                  XiaoLi Li                                                                                  implemenation of An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG
An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG                                                                                  Zhenghua Chen                                                                                  implemenation of An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG
An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG                                                                                  Chee-Keong Kwoh                                                                                  implemenation of An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG
An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG                                                                                  Chengyu Liu                                                                                  implemenation of An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG
An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG                                                                                  Emadeldeen Eldele                                                                                  implemenation of An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG
A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation                                                                                  Zitao Liu                                                                                  implemenation of A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation
A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation                                                                                  Yang Hao                                                                                  implemenation of A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation
A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation                                                                                  Hang Li                                                                                  implemenation of A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation
A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation                                                                                  Zhongqin Wu                                                                                  implemenation of A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation
A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation                                                                                  Yu Kang                                                                                  implemenation of A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation
A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation                                                                                  Wenbiao Ding                                                                                  implemenation of A Multimodal Machine Learning Framework for Teacher Vocal Delivery Evaluation
A Machine Learning Framework for Automatic Prediction of Human Semen Motility                                                                                  Björn Schuller                                                                                  implemenation of A Machine Learning Framework for Automatic Prediction of Human Semen Motility
A Machine Learning Framework for Automatic Prediction of Human Semen Motility                                                                                  Shahin Amiriparian                                                                                  implemenation of A Machine Learning Framework for Automatic Prediction of Human Semen Motility
A Machine Learning Framework for Automatic Prediction of Human Semen Motility                                                                                  Sandra Ottl                                                                                  implemenation of A Machine Learning Framework for Automatic Prediction of Human Semen Motility
A Machine Learning Framework for Automatic Prediction of Human Semen Motility                                                                                  Maurice Gerczuk                                                                                  implemenation of A Machine Learning Framework for Automatic Prediction of Human Semen Motility
A Uniform Framework for Anomaly Detection in Deep Neural Networks                                                                                  Fangzhen Zhao                                                                                  implemenation of A Uniform Framework for Anomaly Detection in Deep Neural Networks
A Uniform Framework for Anomaly Detection in Deep Neural Networks                                                                                  Chenyi Zhang                                                                                  implemenation of A Uniform Framework for Anomaly Detection in Deep Neural Networks
A Uniform Framework for Anomaly Detection in Deep Neural Networks                                                                                  Naipeng Dong                                                                                  implemenation of A Uniform Framework for Anomaly Detection in Deep Neural Networks
A Uniform Framework for Anomaly Detection in Deep Neural Networks                                                                                  Zefeng You                                                                                  implemenation of A Uniform Framework for Anomaly Detection in Deep Neural Networks
A Uniform Framework for Anomaly Detection in Deep Neural Networks                                                                                  Zhenxin Wu                                                                                  implemenation of A Uniform Framework for Anomaly Detection in Deep Neural Networks
An Empirical Evaluation of Flow Based Programming in the Machine Learning Deployment Context                                                                                  Andrei Paleyes                                                                                  implemenation of An Empirical Evaluation of Flow Based Programming in the Machine Learning Deployment Context
An Empirical Evaluation of Flow Based Programming in the Machine Learning Deployment Context                                                                                  Neil D. Lawrence                                                                                  implemenation of An Empirical Evaluation of Flow Based Programming in the Machine Learning Deployment Context
An Empirical Evaluation of Flow Based Programming in the Machine Learning Deployment Context                                                                                  Christian Cabrera                                                                                  implemenation of An Empirical Evaluation of Flow Based Programming in the Machine Learning Deployment Context
A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications                                                                                  Roger Wattenhofer                                                                                  implemenation of A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications
A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications                                                                                  Alexander Veicht                                                                                  implemenation of A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications
A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications                                                                                  Jie-Ming Li                                                                                  implemenation of A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications
A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications                                                                                  Ard Kastrati                                                                                  implemenation of A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications
A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications                                                                                  Lukas Wolf                                                                                  implemenation of A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications
A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications                                                                                  Martyna Beata Płomecka                                                                                  implemenation of A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications
A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications                                                                                  Dustin Klebe                                                                                  implemenation of A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications
A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications                                                                                  Nicolas Langer                                                                                  implemenation of A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications
A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method                                                                                  Shahed Rezaei                                                                                  implemenation of A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method
A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method                                                                                  Ali Harandi                                                                                  implemenation of A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method
A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method                                                                                  Bai-Xiang Xu                                                                                  implemenation of A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method
A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method                                                                                  Ahmad Moeineddin                                                                                  implemenation of A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method
A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method                                                                                  Stefanie Reese                                                                                  implemenation of A mixed formulation for physics-informed neural networks as a potential solver for engineering problems in heterogeneous domains: comparison with finite element method
A domain-specific language for describing machine learning datasets                                                                                  Jordi Cabot                                                                                  implemenation of A domain-specific language for describing machine learning datasets
A domain-specific language for describing machine learning datasets                                                                                  Abel Gómez                                                                                  implemenation of A domain-specific language for describing machine learning datasets
A domain-specific language for describing machine learning datasets                                                                                  Joan Giner-Miguelez                                                                                  implemenation of A domain-specific language for describing machine learning datasets
Adaptive sequencing using nanopores and deep learning of mitochondrial DNA                                                                                  Noam Shomron                                                                                  implemenation of Adaptive sequencing using nanopores and deep learning of mitochondrial DNA
Adaptive sequencing using nanopores and deep learning of mitochondrial DNA                                                                                  Artem Danilevsky                                                                                  implemenation of Adaptive sequencing using nanopores and deep learning of mitochondrial DNA
Adaptive sequencing using nanopores and deep learning of mitochondrial DNA                                                                                  Avital Luba Polsky                                                                                  implemenation of Adaptive sequencing using nanopores and deep learning of mitochondrial DNA
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Lianmin Zheng                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Ion Stoica                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Yanping Huang                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Hao Zhang                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Joseph E. Gonzalez                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Xin Jin                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Ying Sheng                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Zhifeng Chen                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Zhuohan Li                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Vincent Liu                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving                                                                                  Yinmin Zhong                                                                                  implemenation of AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving
Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity                                                                                  Ivan Lazarevich                                                                                  implemenation of Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity
Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity                                                                                  Darshan C. Ganji                                                                                  implemenation of Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity
Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity                                                                                  Sudhakar Sah                                                                                  implemenation of Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity
Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity                                                                                  Matteo Grimaldi                                                                                  implemenation of Accelerating Deep Neural Networks via Semi-Structured Activation Sparsity
A Robust Adaptive Stochastic Gradient Method for Deep Learning                                                                                  Yoshua Bengio                                                                                  implemenation of A Robust Adaptive Stochastic Gradient Method for Deep Learning
A Robust Adaptive Stochastic Gradient Method for Deep Learning                                                                                  Caglar Gulcehre                                                                                  implemenation of A Robust Adaptive Stochastic Gradient Method for Deep Learning
A Robust Adaptive Stochastic Gradient Method for Deep Learning                                                                                  Jose Sotelo                                                                                  implemenation of A Robust Adaptive Stochastic Gradient Method for Deep Learning
A Robust Adaptive Stochastic Gradient Method for Deep Learning                                                                                  Marcin Moczulski                                                                                  implemenation of A Robust Adaptive Stochastic Gradient Method for Deep Learning
A deep learning-based remaining useful life prediction approach for bearings                                                                                  Ye Yuan                                                                                  implemenation of A deep learning-based remaining useful life prediction approach for bearings
A deep learning-based remaining useful life prediction approach for bearings                                                                                  Cheng Cheng                                                                                  implemenation of A deep learning-based remaining useful life prediction approach for bearings
A deep learning-based remaining useful life prediction approach for bearings                                                                                  Yong Zhang                                                                                  implemenation of A deep learning-based remaining useful life prediction approach for bearings
A deep learning-based remaining useful life prediction approach for bearings                                                                                  Han Ding                                                                                  implemenation of A deep learning-based remaining useful life prediction approach for bearings
A deep learning-based remaining useful life prediction approach for bearings                                                                                  Fei Teng                                                                                  implemenation of A deep learning-based remaining useful life prediction approach for bearings
A deep learning-based remaining useful life prediction approach for bearings                                                                                  Guijun Ma                                                                                  implemenation of A deep learning-based remaining useful life prediction approach for bearings
A deep learning-based remaining useful life prediction approach for bearings                                                                                  Mingyang Sun                                                                                  implemenation of A deep learning-based remaining useful life prediction approach for bearings
A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning                                                                                  Tal Ben-Nun                                                                                  implemenation of A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning
A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning                                                                                  Torsten Hoefler                                                                                  implemenation of A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning
A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning                                                                                  Alexandros Nikolaos Ziogas                                                                                  implemenation of A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning
A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning                                                                                  Daniel Peter                                                                                  implemenation of A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning
A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning                                                                                  Maciej Besta                                                                                  implemenation of A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning
A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning                                                                                  Simon Huber                                                                                  implemenation of A Modular Benchmarking Infrastructure for High-Performance and Reproducible Deep Learning
'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets                                                                                  Ameya Prabhu                                                                                  implemenation of 'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets
'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets                                                                                  Anush Sankaran                                                                                  implemenation of 'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets
'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets                                                                                  Senthil Mani                                                                                  implemenation of 'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets
'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets                                                                                  Riddhiman Dasgupta                                                                                  implemenation of 'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets
'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets                                                                                  Srikanth Tamilselvam                                                                                  implemenation of 'You might also like this model': Data Driven Approach for Recommending Deep Learning Models for Unknown Image Datasets
A Genetic Algorithm based Kernel-size Selection Approach for a Multi-column Convolutional Neural Network                                                                                  Mita Nasipuri                                                                                  implemenation of A Genetic Algorithm based Kernel-size Selection Approach for a Multi-column Convolutional Neural Network
A Genetic Algorithm based Kernel-size Selection Approach for a Multi-column Convolutional Neural Network                                                                                  Nibaran Das                                                                                  implemenation of A Genetic Algorithm based Kernel-size Selection Approach for a Multi-column Convolutional Neural Network
A Genetic Algorithm based Kernel-size Selection Approach for a Multi-column Convolutional Neural Network                                                                                  Mahantapas Kundu                                                                                  implemenation of A Genetic Algorithm based Kernel-size Selection Approach for a Multi-column Convolutional Neural Network
A Genetic Algorithm based Kernel-size Selection Approach for a Multi-column Convolutional Neural Network                                                                                  Ritesh Sarkhel                                                                                  implemenation of A Genetic Algorithm based Kernel-size Selection Approach for a Multi-column Convolutional Neural Network
