Result of /data/leuven/370/vsc37064/new_queries_named_graph_join_order/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
A Multi-View Deep Learning Approach for Cross Domain User Modeling in Recommendation Systems                                                                                  Yang song                                                                                  implemenation of A Multi-View Deep Learning Approach for Cross Domain User Modeling in Recommendation Systems
A Multi-View Deep Learning Approach for Cross Domain User Modeling in Recommendation Systems                                                                                  Xiaodong He                                                                                  implemenation of A Multi-View Deep Learning Approach for Cross Domain User Modeling in Recommendation Systems
A Multi-View Deep Learning Approach for Cross Domain User Modeling in Recommendation Systems                                                                                  Ali Elkahky                                                                                  implemenation of A Multi-View Deep Learning Approach for Cross Domain User Modeling in Recommendation Systems
'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks                                                                                  Ramanathan Muthuganapathy                                                                                  implemenation of 'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks
'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks                                                                                  Bharadwaj Manda                                                                                  implemenation of 'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks
'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks                                                                                  Sai Mitheran                                                                                  implemenation of 'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks
'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks                                                                                  V. K. Viekash                                                                                  implemenation of 'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks
'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks                                                                                  Shubham Dhayarkar                                                                                  implemenation of 'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Wan-Ling Tsai                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Feipei Lai                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Chuan Chen                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Fu-Shun Hsu                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Yuan-Ren Cheng                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Nian-Jhen Lin                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Yen-Chun Lai                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Chang-Fu Su                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Ching-Shiang Lu                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Chun-Yu Wu                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Tang-Wei Cheng                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Shang-Ran Huang                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Chien-Wen Huang                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Chun-Chieh Chen                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training                                                                                  Chung-Wei Chen                                                                                  implemenation of A Dual-Purpose Deep Learning Model for Auscultated Lung and Tracheal Sound Analysis Based on Mixed Set Training
A Surprising Thing: The Application of Machine Learning Ensembles and Signal Theory to Predict Earnings Surprises                                                                                  Derek Snow                                                                                  implemenation of A Surprising Thing: The Application of Machine Learning Ensembles and Signal Theory to Predict Earnings Surprises
A comprehensive review of Binary Neural Network                                                                                  Chunyu Yuan                                                                                  implemenation of A comprehensive review of Binary Neural Network
A comprehensive review of Binary Neural Network                                                                                  Sos S. Agaian                                                                                  implemenation of A comprehensive review of Binary Neural Network
A comparative study of non-deep learning, deep learning, and ensemble learning methods for sunspot number prediction                                                                                  Heng Li                                                                                  implemenation of A comparative study of non-deep learning, deep learning, and ensemble learning methods for sunspot number prediction
A comparative study of non-deep learning, deep learning, and ensemble learning methods for sunspot number prediction                                                                                  Hai Shu                                                                                  implemenation of A comparative study of non-deep learning, deep learning, and ensemble learning methods for sunspot number prediction
A comparative study of non-deep learning, deep learning, and ensemble learning methods for sunspot number prediction                                                                                  Ziqi Chen                                                                                  implemenation of A comparative study of non-deep learning, deep learning, and ensemble learning methods for sunspot number prediction
A comparative study of non-deep learning, deep learning, and ensemble learning methods for sunspot number prediction                                                                                  Yuchen Dang                                                                                  implemenation of A comparative study of non-deep learning, deep learning, and ensemble learning methods for sunspot number prediction
A Multi-Head Convolutional Neural Network With Multi-path Attention improves Image Denoising                                                                                  Ye Wang                                                                                  implemenation of A Multi-Head Convolutional Neural Network With Multi-path Attention improves Image Denoising
A Multi-Head Convolutional Neural Network With Multi-path Attention improves Image Denoising                                                                                  Jiahong Zhang                                                                                  implemenation of A Multi-Head Convolutional Neural Network With Multi-path Attention improves Image Denoising
A Multi-Head Convolutional Neural Network With Multi-path Attention improves Image Denoising                                                                                  Meijun Qu                                                                                  implemenation of A Multi-Head Convolutional Neural Network With Multi-path Attention improves Image Denoising
A Multi-Head Convolutional Neural Network With Multi-path Attention improves Image Denoising                                                                                  Lihong Cao                                                                                  implemenation of A Multi-Head Convolutional Neural Network With Multi-path Attention improves Image Denoising
A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks                                                                                  Ao Liu                                                                                  implemenation of A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks
A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks                                                                                  Nannan Li                                                                                  implemenation of A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks
A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks                                                                                  Yu Pan                                                                                  implemenation of A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks
A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks                                                                                  Zenglin Xu                                                                                  implemenation of A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks
A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks                                                                                  Jingquan Wang                                                                                  implemenation of A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks
A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks                                                                                  Zeyong Su                                                                                  implemenation of A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks
AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning                                                                                  Quanming Yao                                                                                  implemenation of AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning
AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning                                                                                  Xiaowen Chu                                                                                  implemenation of AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning
AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning                                                                                  Bo Han                                                                                  implemenation of AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning
AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning                                                                                  Yongqi Zhang                                                                                  implemenation of AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning
AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning                                                                                  Zhanke Zhou                                                                                  implemenation of AdaProp: Learning Adaptive Propagation for Graph Neural Network based Knowledge Graph Reasoning
An Invertible Graph Diffusion Neural Network for Source Localization                                                                                  Junxiang Wang                                                                                  implemenation of An Invertible Graph Diffusion Neural Network for Source Localization
An Invertible Graph Diffusion Neural Network for Source Localization                                                                                  Liang Zhao                                                                                  implemenation of An Invertible Graph Diffusion Neural Network for Source Localization
An Invertible Graph Diffusion Neural Network for Source Localization                                                                                  Junji Jiang                                                                                  implemenation of An Invertible Graph Diffusion Neural Network for Source Localization
Adversarial Multi-Task Deep Learning for Noise-Robust Voice Activity Detection with Low Algorithmic Delay                                                                                  Zheng-Hua Tan                                                                                  implemenation of Adversarial Multi-Task Deep Learning for Noise-Robust Voice Activity Detection with Low Algorithmic Delay
Adversarial Multi-Task Deep Learning for Noise-Robust Voice Activity Detection with Low Algorithmic Delay                                                                                  Claus Meyer Larsen                                                                                  implemenation of Adversarial Multi-Task Deep Learning for Noise-Robust Voice Activity Detection with Low Algorithmic Delay
Adversarial Multi-Task Deep Learning for Noise-Robust Voice Activity Detection with Low Algorithmic Delay                                                                                  Peter Koch                                                                                  implemenation of Adversarial Multi-Task Deep Learning for Noise-Robust Voice Activity Detection with Low Algorithmic Delay
Approximate sampling and estimation of partition functions using neural networks                                                                                  George T. Cantwell                                                                                  implemenation of Approximate sampling and estimation of partition functions using neural networks
AnalogVNN: A fully modular framework for modeling and optimizing photonic neural networks                                                                                  Nathan Youngblood                                                                                  implemenation of AnalogVNN: A fully modular framework for modeling and optimizing photonic neural networks
AnalogVNN: A fully modular framework for modeling and optimizing photonic neural networks                                                                                  Vivswan Shah                                                                                  implemenation of AnalogVNN: A fully modular framework for modeling and optimizing photonic neural networks
Actor-Critic Methods using Physics-Informed Neural Networks: Control of a 1D PDE Model for Fluid-Cooled Battery Packs                                                                                  Jun Liu                                                                                  implemenation of Actor-Critic Methods using Physics-Informed Neural Networks: Control of a 1D PDE Model for Fluid-Cooled Battery Packs
Actor-Critic Methods using Physics-Informed Neural Networks: Control of a 1D PDE Model for Fluid-Cooled Battery Packs                                                                                  Amartya Mukherjee                                                                                  implemenation of Actor-Critic Methods using Physics-Informed Neural Networks: Control of a 1D PDE Model for Fluid-Cooled Battery Packs
Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields                                                                                  Xumin Gao                                                                                  implemenation of Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields
Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields                                                                                  Junfeng Gao                                                                                  implemenation of Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields
Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields                                                                                  Callum Lennox                                                                                  implemenation of Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields
Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields                                                                                  Mark Stevens                                                                                  implemenation of Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields
Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields                                                                                  Wenxin Xue                                                                                  implemenation of Advancing Early Detection of Virus Yellows: Developing a Hybrid Convolutional Neural Network for Automatic Aphid Counting in Sugar Beet Fields
A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field                                                                                  Sajjad Mozaffari                                                                                  implemenation of A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field
A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field                                                                                  Konstantinos Koufos                                                                                  implemenation of A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field
A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field                                                                                  Amir Samadi                                                                                  implemenation of A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field
A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field                                                                                  Mehrdad Dianati                                                                                  implemenation of A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field
A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field                                                                                  Mreza Alipour Sormoli                                                                                  implemenation of A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field
A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field                                                                                  Roger Woodman                                                                                  implemenation of A Novel Deep Neural Network for Trajectory Prediction in Automated Vehicles Using Velocity Vector Field
Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks                                                                                  Stephan Mandt                                                                                  implemenation of Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks
Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks                                                                                  Dan Zhang                                                                                  implemenation of Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks
Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks                                                                                  Eric Nalisnick                                                                                  implemenation of Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks
Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks                                                                                  Patrick Forré                                                                                  implemenation of Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks
Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks                                                                                  Metod Jazbec                                                                                  implemenation of Anytime-Valid Confidence Sequences for Consistent Uncertainty Estimation in Early-Exit Neural Networks
A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks                                                                                  Cho-Jui Hsieh                                                                                  implemenation of A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks
A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks                                                                                  Pengchuan Zhang                                                                                  implemenation of A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks
A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks                                                                                  Greg Yang                                                                                  implemenation of A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks
A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks                                                                                  Hadi Salman                                                                                  implemenation of A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks
A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks                                                                                  huan zhang                                                                                  implemenation of A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks
A parallel Fortran framework for neural networks and deep learning                                                                                  Milan Curcic                                                                                  implemenation of A parallel Fortran framework for neural networks and deep learning
A Multi-level procedure for enhancing accuracy of machine learning algorithms                                                                                  Kjetil O. Lye                                                                                  implemenation of A Multi-level procedure for enhancing accuracy of machine learning algorithms
A Multi-level procedure for enhancing accuracy of machine learning algorithms                                                                                  Siddhartha Mishra                                                                                  implemenation of A Multi-level procedure for enhancing accuracy of machine learning algorithms
A Multi-level procedure for enhancing accuracy of machine learning algorithms                                                                                  Roberto Molinaro                                                                                  implemenation of A Multi-level procedure for enhancing accuracy of machine learning algorithms
A hybrid method of Exponential Smoothing and Recurrent Neural Networks for time series forecasting                                                                                  Slawek Smyl                                                                                  implemenation of A hybrid method of Exponential Smoothing and Recurrent Neural Networks for time series forecasting
Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3                                                                                  Adel Ammar                                                                                  implemenation of Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3
Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3                                                                                  Anis Koubaa                                                                                  implemenation of Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3
Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3                                                                                  Bilel Benjdira                                                                                  implemenation of Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3
Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3                                                                                  Abdulrahman Saad                                                                                  implemenation of Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3
Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3                                                                                  Mohanned Ahmed                                                                                  implemenation of Aerial Images Processing for Car Detection using Convolutional Neural Networks: Comparison between Faster R-CNN and YoloV3
A holistic approach to polyphonic music transcription with neural networks                                                                                  Antonio Pertusa                                                                                  implemenation of A holistic approach to polyphonic music transcription with neural networks
A holistic approach to polyphonic music transcription with neural networks                                                                                  Jorge Calvo-Zaragoza                                                                                  implemenation of A holistic approach to polyphonic music transcription with neural networks
A holistic approach to polyphonic music transcription with neural networks                                                                                  Miguel A. Román                                                                                  implemenation of A holistic approach to polyphonic music transcription with neural networks
A Fair Comparison of Graph Neural Networks for Graph Classification                                                                                  Alessio Micheli                                                                                  implemenation of A Fair Comparison of Graph Neural Networks for Graph Classification
A Fair Comparison of Graph Neural Networks for Graph Classification                                                                                  Davide Bacciu                                                                                  implemenation of A Fair Comparison of Graph Neural Networks for Graph Classification
A Fair Comparison of Graph Neural Networks for Graph Classification                                                                                  Federico Errica                                                                                  implemenation of A Fair Comparison of Graph Neural Networks for Graph Classification
A Fair Comparison of Graph Neural Networks for Graph Classification                                                                                  Marco Podda                                                                                  implemenation of A Fair Comparison of Graph Neural Networks for Graph Classification
A context based deep learning approach for unbalanced medical image segmentation                                                                                  Balamurali Murugesan                                                                                  implemenation of A context based deep learning approach for unbalanced medical image segmentation
A context based deep learning approach for unbalanced medical image segmentation                                                                                  Kaushik Sarveswaran                                                                                  implemenation of A context based deep learning approach for unbalanced medical image segmentation
A context based deep learning approach for unbalanced medical image segmentation                                                                                  Keerthi Ram                                                                                  implemenation of A context based deep learning approach for unbalanced medical image segmentation
A context based deep learning approach for unbalanced medical image segmentation                                                                                  Mohanasankar Sivaprakasam                                                                                  implemenation of A context based deep learning approach for unbalanced medical image segmentation
A context based deep learning approach for unbalanced medical image segmentation                                                                                  Sharath M. Shankaranarayana                                                                                  implemenation of A context based deep learning approach for unbalanced medical image segmentation
A context based deep learning approach for unbalanced medical image segmentation                                                                                  Vijaya Raghavan S                                                                                  implemenation of A context based deep learning approach for unbalanced medical image segmentation
A clustering approach to time series forecasting using neural networks: A comparative study on distance-based vs. feature-based clustering methods                                                                                  Manie Tadayon                                                                                  implemenation of A clustering approach to time series forecasting using neural networks: A comparative study on distance-based vs. feature-based clustering methods
A clustering approach to time series forecasting using neural networks: A comparative study on distance-based vs. feature-based clustering methods                                                                                  Yumi Iwashita                                                                                  implemenation of A clustering approach to time series forecasting using neural networks: A comparative study on distance-based vs. feature-based clustering methods
An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images                                                                                  Monika Grewal                                                                                  implemenation of An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images
An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images                                                                                  Peter A. N. Bosman                                                                                  implemenation of An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images
An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images                                                                                  Tanja Alderliesten                                                                                  implemenation of An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images
An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images                                                                                  Timo M. Deist                                                                                  implemenation of An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images
An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images                                                                                  Jan Wiersma                                                                                  implemenation of An End-to-end Deep Learning Approach for Landmark Detection and Matching in Medical Images
Analysis of Deep Complex-Valued Convolutional Neural Networks for MRI Reconstruction                                                                                  John M. Pauly                                                                                  implemenation of Analysis of Deep Complex-Valued Convolutional Neural Networks for MRI Reconstruction
Analysis of Deep Complex-Valued Convolutional Neural Networks for MRI Reconstruction                                                                                  Joseph Y. Cheng                                                                                  implemenation of Analysis of Deep Complex-Valued Convolutional Neural Networks for MRI Reconstruction
Analysis of Deep Complex-Valued Convolutional Neural Networks for MRI Reconstruction                                                                                  Shreyas S. Vasanawala                                                                                  implemenation of Analysis of Deep Complex-Valued Convolutional Neural Networks for MRI Reconstruction
Analysis of Deep Complex-Valued Convolutional Neural Networks for MRI Reconstruction                                                                                  Elizabeth K. Cole                                                                                  implemenation of Analysis of Deep Complex-Valued Convolutional Neural Networks for MRI Reconstruction
Adaptation Strategies for Automated Machine Learning on Evolving Data                                                                                  Joaquin Vanschoren                                                                                  implemenation of Adaptation Strategies for Automated Machine Learning on Evolving Data
Adaptation Strategies for Automated Machine Learning on Evolving Data                                                                                  Bilge Celik                                                                                  implemenation of Adaptation Strategies for Automated Machine Learning on Evolving Data
A Comparative Study on Efficiencies of Variants of Convolutional Neural Networks based on Image Classification Task                                                                                  Ayush Sharma                                                                                  implemenation of A Comparative Study on Efficiencies of Variants of Convolutional Neural Networks based on Image Classification Task
A Deep Neural Network Surrogate Modeling Benchmark for Temperature Field Prediction of Heat Source Layout                                                                                  Jun Zhang                                                                                  implemenation of A Deep Neural Network Surrogate Modeling Benchmark for Temperature Field Prediction of Heat Source Layout
A Deep Neural Network Surrogate Modeling Benchmark for Temperature Field Prediction of Heat Source Layout                                                                                  Zhiqiang Gong                                                                                  implemenation of A Deep Neural Network Surrogate Modeling Benchmark for Temperature Field Prediction of Heat Source Layout
